N_unmapped	70653	70653	70653
N_multimapping	37877	37877	37877
N_noFeature	78459	354124	102893
N_ambiguous	13520	69	561
Zm00001eb000010	2	0	2
Zm00001eb000020	35	4	31
Zm00001eb000050	0	0	0
Zm00001eb000060	0	0	0
Zm00001eb000070	0	0	0
Zm00001eb000080	6	0	6
Zm00001eb000100	0	0	0
Zm00001eb000110	0	0	0
Zm00001eb000120	0	0	0
Zm00001eb000140	0	0	0
Zm00001eb000150	0	0	0
Zm00001eb000170	3	1	2
Zm00001eb000180	0	0	0
Zm00001eb000200	0	1	1
Zm00001eb000190	19	1	20
Zm00001eb000210	1	0	1
Zm00001eb000220	14	0	14
Zm00001eb000230	5	0	13
Zm00001eb000240	0	8	0
Zm00001eb000250	0	0	0
Zm00001eb000270	2	0	2
Zm00001eb000290	0	0	0
Zm00001eb000300	1	0	1
Zm00001eb000310	1	0	1
Zm00001eb000320	12	3	9
Zm00001eb000330	2	0	2
Zm00001eb000340	75	3	72
Zm00001eb000360	0	0	0
Zm00001eb000370	33	2	31
Zm00001eb000380	2	0	2
Zm00001eb000390	0	0	0
Zm00001eb000400	0	0	0
Zm00001eb000410	0	0	0
Zm00001eb000420	4	2	2
Zm00001eb000430	0	0	0
Zm00001eb000440	0	0	0
Zm00001eb000450	36	4	32
Zm00001eb000460	0	1	1
Zm00001eb000470	0	1	1
Zm00001eb000480	63	4	59
Zm00001eb000490	44	5	39
Zm00001eb000500	2	0	2
Zm00001eb000510	0	0	0
Zm00001eb000520	21	1	20
Zm00001eb000530	0	0	0
Zm00001eb000540	0	0	0
Zm00001eb000550	9	1	8
Zm00001eb000560	0	0	0
Zm00001eb000570	0	0	0
Zm00001eb000580	0	0	0
Zm00001eb000590	22	0	22
Zm00001eb000600	2	0	2
Zm00001eb000620	8	0	8
Zm00001eb000630	0	0	0
Zm00001eb000640	2	0	2
Zm00001eb000650	3	0	3
Zm00001eb000660	6	0	6
Zm00001eb000670	13	1	12
Zm00001eb000680	3	0	3
Zm00001eb000690	9	1	8
Zm00001eb000700	13	0	13
Zm00001eb000710	9	0	9
Zm00001eb000720	0	0	0
Zm00001eb000740	0	0	1
Zm00001eb000750	0	1	0
Zm00001eb000760	0	0	0
Zm00001eb000770	9	2	7
Zm00001eb000780	24	3	21
Zm00001eb000790	2	8	2
Zm00001eb000800	16	0	24
Zm00001eb000810	0	0	0
Zm00001eb000820	5	0	5
Zm00001eb000830	0	0	0
Zm00001eb000840	4	0	4
Zm00001eb000850	21	4	17
Zm00001eb000860	29	1	28
Zm00001eb000870	35	1	34
Zm00001eb000880	6	1	5
Zm00001eb000890	5	2	3
Zm00001eb000900	0	0	0
Zm00001eb000910	6	0	6
Zm00001eb000920	28	2	26
Zm00001eb000930	1	0	1
Zm00001eb000940	0	0	0
Zm00001eb000960	0	0	0
Zm00001eb000970	23	1	22
Zm00001eb000980	9	0	9
Zm00001eb000990	5	1	4
Zm00001eb001000	1	0	1
Zm00001eb001010	2	8	2
Zm00001eb001020	1	0	9
Zm00001eb001030	0	0	0
Zm00001eb001040	10	1	9
Zm00001eb001050	9	0	9
Zm00001eb001060	3	0	3
Zm00001eb001070	8	0	8
Zm00001eb001090	0	0	0
Zm00001eb001100	0	0	0
Zm00001eb001110	14	0	14
Zm00001eb001120	0	0	0
Zm00001eb001130	2	0	2
Zm00001eb001140	0	0	0
Zm00001eb001150	0	1	2
Zm00001eb001160	0	2	1
Zm00001eb001170	0	0	0
Zm00001eb001180	0	0	0
Zm00001eb001190	3	1	2
Zm00001eb001200	4	0	4
Zm00001eb001210	0	0	0
Zm00001eb001220	4	2	2
Zm00001eb001230	0	0	0
Zm00001eb001240	5	0	5
Zm00001eb001250	0	0	0
Zm00001eb001260	24	3	21
Zm00001eb001270	4	0	4
Zm00001eb001280	0	0	0
Zm00001eb001290	4	1	3
Zm00001eb001300	0	0	0
Zm00001eb001310	0	0	0
Zm00001eb001320	0	0	0
Zm00001eb001330	0	0	0
Zm00001eb001340	8	0	8
Zm00001eb001350	2	0	2
Zm00001eb001360	8	1	7
Zm00001eb001370	1	1	0
Zm00001eb001400	48	0	48
Zm00001eb001410	0	0	0
Zm00001eb001420	0	0	0
Zm00001eb001430	90	3	87
Zm00001eb001440	1	0	1
Zm00001eb001460	40	5	35
Zm00001eb001470	3	0	3
Zm00001eb001480	0	0	0
Zm00001eb001490	1	1	1
Zm00001eb001500	0	0	1
Zm00001eb001510	4	1	3
Zm00001eb001520	1	0	1
Zm00001eb001530	10	3	7
Zm00001eb001550	0	0	0
Zm00001eb001560	28	2	26
Zm00001eb001570	10	0	10
Zm00001eb001580	0	0	0
Zm00001eb001590	0	0	0
Zm00001eb001600	0	0	0
Zm00001eb001610	0	0	0
Zm00001eb001620	0	0	0
Zm00001eb001630	1	0	1
Zm00001eb001640	1	0	1
Zm00001eb001650	5	0	5
Zm00001eb001660	0	0	0
Zm00001eb001670	1	1	0
Zm00001eb001680	25	3	22
Zm00001eb001690	0	0	0
Zm00001eb001700	7	0	7
Zm00001eb001710	14	2	12
Zm00001eb001720	6	2	4
Zm00001eb001740	0	0	0
Zm00001eb001760	0	0	0
Zm00001eb001770	5	1	4
Zm00001eb001780	0	0	0
Zm00001eb001790	0	0	0
Zm00001eb001800	0	0	0
Zm00001eb001810	5	0	5
Zm00001eb001820	0	0	0
Zm00001eb001830	1	3	5
Zm00001eb001840	9	7	9
Zm00001eb001860	18	0	18
Zm00001eb001870	14	2	12
Zm00001eb001880	16	1	15
Zm00001eb001890	0	0	0
Zm00001eb001900	0	0	7
Zm00001eb001910	13	8	12
Zm00001eb001920	0	0	0
Zm00001eb001940	16	0	16
Zm00001eb001950	7	2	5
Zm00001eb001960	0	1	0
Zm00001eb001970	0	0	1
Zm00001eb001980	4	0	4
Zm00001eb001990	2	0	2
Zm00001eb002000	12	0	12
Zm00001eb002010	3	3	3
Zm00001eb002020	4	2	5
Zm00001eb002030	4	0	4
Zm00001eb002040	5	0	5
Zm00001eb002050	0	0	0
Zm00001eb002060	93	6	87
Zm00001eb002070	1	0	1
Zm00001eb002080	0	0	0
Zm00001eb002090	10	2	8
Zm00001eb002100	18	0	18
Zm00001eb002140	0	0	0
Zm00001eb002150	0	0	0
Zm00001eb002170	6	1	5
Zm00001eb002180	30	0	37
Zm00001eb002190	0	7	0
Zm00001eb002200	3	1	2
Zm00001eb002210	0	0	0
Zm00001eb002220	30	3	27
Zm00001eb002240	1	0	1
Zm00001eb002250	0	0	0
Zm00001eb002260	23	1	22
Zm00001eb002270	6	0	6
Zm00001eb002280	0	0	0
Zm00001eb002290	0	0	0
Zm00001eb002300	0	0	0
Zm00001eb002310	1	0	1
Zm00001eb002320	50	5	45
Zm00001eb002330	0	0	0
Zm00001eb002340	0	0	0
Zm00001eb002350	0	0	0
Zm00001eb002360	0	0	0
Zm00001eb002370	0	0	0
Zm00001eb002380	0	0	0
Zm00001eb002390	13	0	13
Zm00001eb002410	0	0	0
Zm00001eb002420	27	0	27
Zm00001eb002430	19	3	16
