chr1	35319	36036	1	1	1	1	0	29
chr1	41589	41741	2	2	1	4	0	37
chr1	41808	42256	2	2	1	2	0	65
chr1	42376	42507	2	2	1	7	0	70
chr1	42666	42761	2	2	1	5	0	47
chr1	43198	43317	2	2	1	3	1	46
chr1	43521	43749	2	2	1	0	1	39
chr1	43521	43993	2	2	1	3	1	70
chr1	44304	45592	2	2	1	9	0	50
chr1	201839	201911	2	2	1	1	0	67
chr1	204149	204258	2	2	0	3	0	54
chr1	340198	342370	2	2	0	0	3	52
chr1	552607	552722	2	2	1	1	0	42
chr1	552811	554489	2	2	1	1	0	12
chr1	681349	681430	2	2	1	3	0	59
chr1	681502	681572	2	2	1	3	0	58
chr1	684155	684271	2	2	1	1	0	18
chr1	684380	684481	2	2	1	1	0	48
chr1	684530	684853	2	2	1	1	0	42
chr1	692219	702347	2	2	1	3	0	34
chr1	702498	702584	2	2	1	4	0	59
chr1	702810	702967	2	2	1	2	0	42
chr1	703207	703309	2	2	1	3	0	54
chr1	705609	705692	2	2	1	1	0	60
chr1	705844	706030	2	2	1	2	0	22
chr1	707612	707690	2	2	1	1	0	60
chr1	1012129	1012747	1	1	1	1	0	18
chr1	1013025	1013094	1	1	1	1	0	61
chr1	1018613	1019150	1	1	1	3	0	67
chr1	1019439	1019525	1	1	1	2	0	67
chr1	1019607	1020269	1	1	1	4	0	30
chr1	1022681	1022789	1	1	1	4	0	65
chr1	1022875	1022975	1	1	1	4	0	52
chr1	1023028	1023119	1	1	1	2	0	21
chr1	1023141	1023217	1	1	1	2	0	20
chr1	1023272	1023624	1	1	1	2	0	51
chr1	1023676	1023834	1	1	1	2	0	35
chr1	1024909	1024996	1	1	1	2	0	57
chr1	1025090	1025167	1	1	1	1	0	65
chr1	1058832	1059060	2	2	0	1	0	43
chr1	1059133	1059337	2	2	0	1	0	58
chr1	1198712	1198810	2	2	0	1	0	59
chr1	1218410	1218620	2	2	1	2	0	64
chr1	1218879	1221520	2	2	1	1	0	35
chr1	1221748	1221844	2	2	1	5	0	57
chr1	1224406	1225434	2	2	1	1	0	49
chr1	1483441	1484156	1	1	1	1	0	67
chr1	1484464	1484546	1	1	1	1	0	30
chr1	1484773	1484866	1	1	1	2	0	56
chr1	1485207	1485290	1	1	1	4	0	68
chr1	1485855	1486043	1	1	1	1	0	53
chr1	1486236	1486417	1	1	1	3	0	65
chr1	1486556	1486708	1	1	1	2	0	62
chr1	1486829	1486927	1	1	1	2	0	23
chr1	1487173	1487695	1	1	1	1	0	60
chr1	1487800	1489676	1	1	1	2	0	54
chr1	1489772	1489862	1	1	1	2	0	38
chr1	1490100	1490347	1	1	1	5	0	64
chr1	1490540	1490686	1	1	1	1	0	14
chr1	1490784	1490877	1	1	1	2	0	64
chr1	1490976	1491053	1	1	1	2	0	4
chr1	1491200	1491277	1	1	1	1	0	60
chr1	1491387	1491467	1	1	1	1	0	36
chr1	1491615	1491839	1	1	1	2	0	48
chr1	1491888	1492016	1	1	1	2	0	40
chr1	1492146	1492239	1	1	1	0	1	24
chr1	1492702	1492783	1	1	1	1	0	15
chr1	1492870	1492964	1	1	1	1	0	41
chr1	1493071	1493138	1	1	1	2	0	47
chr1	1493235	1493362	1	1	1	2	0	55
chr1	1493516	1495039	1	1	1	5	0	69
chr1	1495223	1495308	1	1	1	6	0	63
chr1	1495545	1495618	1	1	1	3	0	59
chr1	1495725	1495800	1	1	1	2	0	21
chr1	1495921	1496637	1	1	1	2	0	10
chr1	1496683	1496830	1	1	1	4	0	45
chr1	1496909	1497017	1	1	1	5	0	59
chr1	1497135	1497705	1	1	1	4	0	68
chr1	1497833	1513091	1	1	1	1	0	44
chr1	1513193	1513279	1	1	1	1	0	7
chr1	1513409	1513520	1	1	1	1	0	6
chr1	1513590	1514113	1	1	1	1	0	33
chr1	1514261	1514334	1	1	1	3	0	70
chr1	1514473	1515033	1	1	1	1	0	45
chr1	1515079	1515166	1	1	1	1	0	13
chr1	1515314	1515394	1	1	1	3	0	62
chr1	1515457	1521633	1	1	1	3	0	62
chr1	1521788	1521867	1	1	1	3	0	55
chr1	1522060	1522138	1	1	1	4	0	21
chr1	1522244	1522339	1	1	1	5	0	62
chr1	1522472	1523008	1	1	1	6	0	70
chr1	1523258	1523330	1	1	1	3	0	44
chr1	1523433	1523512	1	1	1	2	0	59
chr1	1601978	1602074	2	2	1	11	0	60
chr1	2018145	2018237	2	2	1	3	1	63
chr1	2018322	2018438	2	2	1	1	0	19
chr1	2018565	2018677	2	2	1	4	0	71
chr1	2018798	2022492	2	2	1	8	0	68
chr1	2022601	2022695	2	2	1	7	0	46
chr1	2022849	2022956	2	2	1	13	0	63
chr1	2023053	2023138	2	2	1	15	0	59
chr1	2023224	2023523	2	2	1	12	0	47
chr1	2024524	2024789	2	2	1	7	0	66
chr1	2096042	2096130	1	1	1	8	0	65
chr1	2148871	2149002	2	2	1	1	0	46
chr1	2155831	2155922	2	2	1	1	0	67
chr1	2156507	2157067	2	2	1	1	0	17
chr1	2157176	2157283	2	2	1	1	0	46
chr1	2157338	2159267	2	2	1	1	0	42
chr1	2159340	2159548	2	2	1	2	0	66
chr1	2159655	2159750	2	2	0	1	0	15
chr1	2159655	2159829	2	2	1	1	0	19
chr1	2159794	2159906	2	2	0	1	0	26
chr1	2159967	2160925	2	2	1	1	0	56
chr1	2276054	2276254	2	2	1	1	0	49
