UniqueCount	AmbigCount
0	1
0	1
0	216
0	6
0	1394
0	2
0	2482
4	1
0	2
0	841
0	59
0	42
0	71
2	0
0	71
0	2484
18	54
0	23
0	0
1	12
0	34
0	62
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	5938
1	0
0	4
0	0
0	0
0	0
0	0
0	0
0	3
3861	4182
0	0
0	198
0	0
2	0
0	34
0	20
0	2
0	8
0	7
0	0
0	0
0	0
1	96
1	4
0	0
0	34
0	23
0	64
26	0
0	83
0	29
0	201
26	66
1	30
0	2
0	0
0	6
0	0
0	58
1	110
16	0
0	76
0	70
15	28
18	18
0	388
0	49
36	119
0	27
0	5
5	13
0	0
0	0
0	0
7	1
10	1
0	0
0	21
1	17
0	15
0	0
2	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
4	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	16
0	13
0	13
0	10
0	0
586	0
1	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
18	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	4
0	4
1076	2
0	0
0	0
17	84
0	84
11	3
0	1
0	1
0	1
0	1
0	4
0	4
0	4
0	4
0	4
0	4
0	0
0	0
0	0
0	444
0	444
0	307
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
5	0
0	0
0	0
0	2
0	2
0	1
0	0
0	0
0	1
0	1
0	1
0	18
0	15
0	16
0	16
0	15
0	11
0	11
0	0
1	0
1	0
0	0
0	1
0	1
0	0
0	0
0	0
0	1
2	1
0	1
16	0
0	0
2	0
1	0
0	0
3	6
0	6
0	6
0	5
0	0
3	0
0	0
0	0
1	0
0	0
1	0
4	5
0	7
0	3
0	0
5	0
0	0
0	0
0	0
0	0
4	0
0	3
0	3
0	0
5	23
0	23
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	2
0	2
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	1
6	484
0	484
0	406
0	270
68	506
1	506
817	0
130	0
0	5
0	5
61	370
0	370
136	216
0	216
8	22
0	22
0	3
0	0
0	0
0	0
0	0
0	1
0	2
0	2
0	6
0	5
0	6
0	4
1	4
0	0
0	0
0	0
0	12
2	12
2	0
0	0
0	0
1	0
0	0
0	0
0	3
0	3
0	3
0	7
0	7
0	7
0	5
0	7
0	6
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
11	2
0	2
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	4
0	3
0	4
0	1
0	1
0	1
0	0
0	33
0	34
0	26
0	27
0	0
0	0
0	0
14	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	11
0	0
0	0
0	5
0	7
0	5
0	4
0	4
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
2	0
5	1
0	5
3	5
0	0
0	0
0	0
0	0
0	0
0	13
0	13
0	13
0	14
0	14
0	13
0	13
0	11
0	12
1	44
22	44
0	9
1	9
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	1
0	1
0	1
1	10
0	10
0	10
0	10
0	10
0	10
1	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
1	0
0	0
0	6
0	6
0	24
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	11
0	11
6	0
0	28
0	31
0	31
0	28
0	28
6	0
1	0
2	0
2	22
0	22
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	10
0	10
0	10
0	10
1	0
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
1	0
0	0
27	0
0	0
0	0
0	0
0	1
0	1
1	0
0	7
0	7
0	6
0	6
1	4
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
15	7
0	10
0	10
0	10
0	10
0	8
4	0
0	4
0	2
0	2
0	0
0	0
0	0
0	0
0	0
3	5
0	5
1	11
0	11
0	11
0	2
1	3
0	3
0	33
1	26
0	28
0	5
96	0
0	0
8	0
0	2
0	2
0	2
4	0
0	0
0	0
0	0
0	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	12
0	12
2	1
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	3
0	15
0	15
2	15
0	8
0	281
3	458
0	459
59	460
7	509
0	0
25	22
27	22
38	0
2	8
0	8
0	0
0	7
8	7
0	2
0	2
0	2
14	0
1	0
0	8
0	8
0	6
4	0
0	5
0	4
0	4
0	4
0	4
0	4
0	3
0	2
0	1
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
6	0
0	0
2	0
0	17
0	19
13	22
0	19
0	0
0	0
0	0
2	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	5
0	5
7	0
0	0
0	6
0	6
2	6
0	6
0	0
1	0
3	0
3	0
0	0
0	0
1	6
0	6
0	0
0	0
19	2
0	0
0	0
2	0
0	0
0	0
0	0
0	21
0	16
0	9
7	14
0	14
0	14
0	0
0	0
1	0
0	0
0	0
2	1
0	0
0	1
26	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	8
0	8
0	8
21	31
0	31
0	9
0	10
0	9
0	7
8	0
0	1
0	0
2	7
0	7
0	0
0	0
3	9
0	9
0	4
0	5
0	3
0	2
0	0
1	0
2	28
0	22
0	28
2	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	1
0	0
13	0
0	0
0	0
0	0
0	0
0	0
1	0
0	12
0	15
0	14
0	11
0	10
0	1
0	1
0	1
0	1
2	18
0	13
0	7
1	16
0	15
0	10
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
10	0
0	0
0	0
0	0
0	6
0	6
0	2
9	0
0	0
0	4
0	4
12	104
0	105
0	78
0	13
0	13
0	10
2	0
0	2
2	0
0	0
4	0
0	2
0	2
0	0
0	0
0	1
0	1
5	0
0	0
0	0
0	0
9	0
1	0
5	0
1	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
18	0
0	5
0	5
0	0
1	0
0	2
0	2
0	5
0	6
1	6
0	6
0	2
0	2
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	2
0	0
0	0
1	0
0	4
0	1
0	3
0	2
0	0
21	0
0	0
0	0
0	0
1	7
0	7
2	0
0	12
0	10
0	12
1	3
0	3
0	1
0	1
0	10
0	14
0	13
0	12
0	12
0	10
0	5
0	0
0	0
0	0
0	0
16	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	0
0	0
7	0
2	1
0	1
0	1
0	0
0	0
5	0
97	558
0	558
4	3
0	3
0	2
0	0
0	0
16	0
0	12
0	12
0	12
1	12
0	12
1	12
0	12
0	11
9	0
0	0
1	17
0	17
4	44
0	44
0	34
0	5
0	5
0	5
0	4
0	7
1	8
0	0
1	1
0	6
0	8
0	6
0	4
0	7
0	0
0	0
6	4
0	4
0	0
0	1
0	1
2	0
0	0
0	36
0	31
0	34
0	30
0	0
0	11
3	12
0	12
0	12
0	12
0	10
0	11
0	11
0	11
0	11
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	4
0	1
0	3
0	11
0	10
0	9
0	6
0	8
4	0
0	0
0	0
0	0
2	3
0	3
3	0
0	86
0	120
0	30
0	46
0	0
0	0
0	0
0	0
0	3
0	3
5	0
0	0
90	110
0	110
0	0
0	681
0	460
0	594
