	Dim.1	Dim.2	Dim.3	Dim.4	Dim.5
Zm00001eb267030	0.00338358542702985	0.00516245700859978	0.000152928695180671	0.00916724519748037	0.00679167931828036
Zm00001eb078440	0.00129213072114862	0.00162926872517943	0.0153080990267652	0.000152307839087957	0.00847979894329116
Zm00001eb090830	0.000727300581946676	0.0108661850182629	1.20657393576876e-05	0.00255510913026163	0.00124631817841802
Zm00001eb411380	0.0103609227776667	0.00101059581885134	7.31107661468993e-05	5.40663024895413e-05	0.000517300644159245
Zm00001eb137410	0.000437680031930345	0.00547283782675601	0.000703750695994315	0.000526887101752715	0.0204110712642815
Zm00001eb164750	0.00491178470938392	0.00309577195476354	0.00569149302201892	0.00156792203181922	0.00120593514033762
Zm00001eb404790	0.00186274172995021	0.000669241605948755	0.00871822715032785	0.00712830095233371	0.0098451413079893
Zm00001eb137390	0.00881059793186575	0.00050011510644095	0.00307664122013815	0.00349407043237375	0.000102500927784054
Zm00001eb170040	0.000501567085531968	0.00467625673754819	0.00782250004825336	0.00116031343933208	0.013805330848346
Zm00001eb165580	0.00183502222093038	0.00457985593364249	1.28925165281562e-05	0.0100569757142957	0.000665850256360693
Zm00001eb169520	0.0012621340062918	0.00895434994989162	0.000251437660969277	0.00240294400862754	0.0117043098277339
Zm00001eb404780	0.00146287097438973	0.00196817541958262	0.0130635351330109	0.0026606758519925	0.000743148223554239
Zm00001eb032290	0.00898747544123821	1.5007793813365e-06	0.00495077558594915	0.000970745102347886	4.66265050210467e-05
Zm00001eb418460	0.000194041970560324	9.52316842530543e-05	0.0211354862946387	0.00223977263287439	0.0025072296912163
Zm00001eb137480	2.18060873471954e-05	0.0107702123120883	0.00459863703600375	0.00157541413997296	0.00432942618410877
Zm00001eb353970	4.90748385094148e-05	0.00457000591712282	0.00291796101889904	0.0214516393132623	0.000388267336281537
Zm00001eb003730	0.00144797556974709	0.0055563936564481	0.00895625318606803	0.00432602594042424	0.000131500418320978
Zm00001eb164610	0.00427601861003371	0.000166048268701015	0.00024617950338323	0.00763540619239593	0.01722021462216
Zm00001eb144960	6.11257893724645e-05	0.00732395166422608	0.0126823220935138	7.09282325339647e-05	0.00117909605033585
Zm00001eb340450	0.00323527516480145	0.00752911862897232	0.00116196448655228	0.00345696374136022	5.63164457864174e-09
Zm00001eb406100	0.00134904293162957	0.000494873191378157	0.00606259817142247	9.64738007399487e-06	0.00909112331118119
Zm00001eb172420	0.00210137807281944	0.00154748038938388	0.00493699374847763	3.69183423877298e-05	0.0128321808383419
Zm00001eb164860	0.00637558523812391	0.000341082768891269	3.60874162088299e-05	0.00443053109475373	0.0133297961197382
Zm00001eb039010	0.00933723980962209	0.000579230438093432	0.00146066035595971	0.00156358253632014	0.00161613839368853
Zm00001eb385900	0.0019732105418094	0.012252928095113	0.000391066870377664	0.000203580798345945	8.78126617163406e-05
Zm00001eb015620	0.00607755260538049	0.00104014604048723	0.00473876036446257	0.00428771566858996	0.00491308652268769
Zm00001eb261430	0.00176686105605402	0.0112650465963709	0.000394362588499292	0.00112287173000513	0.00286135300780492
Zm00001eb225230	3.0201093860451e-05	3.07876917617596e-05	0.0201151031376202	0.000318940491981445	0.00304567278894502
Zm00001eb247610	0.000482578603267578	0.00550485137726513	0.0111093546940893	0.00161710388186811	0.00054358889027502
Zm00001eb136490	0.000295718455646582	0.00298178867245744	2.60507559261464e-06	0.0265233351241462	0.00394509394306692
Zm00001eb167690	0.000432457759033077	0.0115435117263762	0.00452418907929611	0.000210156964893687	2.09643913141541e-05
Zm00001eb303190	0.00256043917194414	0.00578679034349274	0.000363426202833789	0.00375879952198857	0.0148526159147808
Zm00001eb365710	0.0013803943424499	0.0126964877263415	0.0010985576187107	7.4849739943749e-05	0.0004739071999116
Zm00001eb218320	0.000307621909354715	0.00844782322834257	0.00358385485800391	9.20038885267232e-05	0.010272169720515
Zm00001eb252870	0.000815438029827669	0.0098377564626621	0.000643559298577023	0.00776749014516547	0.00172539866366705
Zm00001eb101770	0.00389816423898072	0.00597160299317167	0.00206322322813781	0.00653727815562933	0.00084747077143718
Zm00001eb276860	0.00235829787746197	0.012034627926626	1.93938494124506e-07	6.91563760010081e-06	0.00020156133893084
Zm00001eb029200	0.00636514284744583	0.00107000194440731	0.00341684837698019	0.00463710094035681	0.000348710075003596
Zm00001eb413630	0.00621362719818701	0.00297440358297625	0.0039532423106313	0.000515832002370128	0.000431897916085792
Zm00001eb039550	0.00340357696511663	0.00343552255421463	0.00321072510367282	0.00193425607129316	0.0143508824533943
Zm00001eb165550	6.55733519091521e-05	0.0128713478250124	0.00165090046937933	0.00124592241254305	0.00139424984494306
Zm00001eb144240	0.000236665689646519	0.0112296542558777	0.00340708972061653	0.00170652484424173	0.00268209434259757
Zm00001eb285210	0.00140381117683614	0.0124589555225631	0.000226551307134123	7.10411770137963e-05	0.00169140705460356
Zm00001eb228620	0.000193640488920017	0.00988100928012405	0.00259052029869708	0.00470194850440982	0.00193459557914769
Zm00001eb374090	0.00426251015847773	0.00368343103335237	0.00771591304575523	0.0026388652772764	0.00025080280098352
Zm00001eb057810	0.00116260972339936	0.00849625048839949	0.00311474622168741	0.000657663320993548	0.00898216988107746
Zm00001eb240700	0.00493680965344671	8.35026434583891e-05	0.0102404501713555	0.00586110166132353	0.00200707680001878
Zm00001eb245610	0.00291044389167453	0.000109148085703859	0.0101301496796257	0.000742434527601695	0.0133255033734513
Zm00001eb206040	0.00070861479330187	0.0020621937464663	0.00371279959862452	0.024357410676446	0.000110919226889573
Zm00001eb206930	0.000113758273436442	0.00668294735539274	0.00392381463360279	0.00433205283690724	0.00280081700829629
Zm00001eb229550	5.87571563717858e-08	0.00894317703025474	0.00202730197307849	0.00292277684196638	0.00843038304851233
Zm00001eb306030	0.000150148602446916	0.00790554993858965	0.0115228835602227	9.3707742934296e-05	0.00190768021503347
Zm00001eb108410	0.000548166395624258	0.0138609277866207	0.00020935246034037	0.00049487306884602	0.000710590365499768
Zm00001eb356050	0.00131253429754799	0.0113723928737877	0.00105816407145702	0.00117575423933538	0.000167186354863764
Zm00001eb370330	0.00293125387761428	0.00627273932458214	0.00468767446415349	0.000256324354125847	0.000686020281439082
Zm00001eb165610	0.00893611393592274	0.00200984173903858	0.00201414011532743	0.000183639997378997	0.000755050096133265
Zm00001eb247630	0.00143552169405552	0.00281165609602826	0.00865069041764147	0.00678583603093123	5.9458784697476e-07
Zm00001eb320800	0.00480340661686832	0.00510081198427631	0.00346734653959736	0.0026968355004968	0.00111198580926964
Zm00001eb215710	0.00371503001117634	0.00308986909032441	0.00493801503781715	0.00216763889141781	0.00960234057167816
Zm00001eb247590	0.000842032121300602	0.011982707105567	0.000456983324320832	0.00140474886902788	0.0002125139983795
Zm00001eb299450	0.00821259318263791	0.00391088370379055	7.48451396793891e-05	0.000424545539573464	0.000323524669745135
Zm00001eb062180	5.22341916886816e-05	0.00939365994337629	0.00839090175537873	0.00133465029820423	0.00162554667925537
Zm00001eb149490	0.00159258215601511	0.00533962049421757	0.00205511225516946	0.0139832867154595	0.00328745963254519
