Gene_ID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb267030	557630.702318192	505536.463035751	519236.299423999	591564.777129664	380269.258159315	454334.644493122	410697.088774115	582159.460568523
Zm00001eb078440	273480.1805378	188313.567723755	159612.233311474	202094.471476007	219223.828751597	196207.682443952	158752.054100599	197058.185244106
Zm00001eb090830	163640.19125922	106041.47387425	140365.675992587	124899.255603196	139879.671885702	120723.243667901	147384.659465193	106158.659731537
Zm00001eb411380	218016.203935134	284059.414562516	207807.820551312	301289.720409611	8759.07696706418	10451.7501861566	11866.9703362413	11091.9989405946
Zm00001eb137410	126028.275224135	83457.7483731624	97560.1353750475	58526.5326917423	80662.0786195214	97190.6000072424	87206.2619284778	80560.5430215311
Zm00001eb164750	106267.455249604	107370.085989304	66004.9931337422	111774.229221627	66535.8448689555	88198.3198625858	57865.6077348146	78733.5340841848
Zm00001eb404790	105946.274409526	102131.583749516	61334.0080763438	87604.0730594438	76914.6158479699	95334.5659309521	59420.025243316	80212.9115337564
Zm00001eb137390	102806.80403579	84751.5145753136	83072.9882519453	106870.360334308	71580.3796744671	65384.4485149847	60546.9369881516	76473.3740917836
Zm00001eb170040	64023.9764696102	84586.2198602598	60833.5800953661	97649.6806988677	79122.4914252354	72644.6208442229	66426.369703395	70813.5336390681
Zm00001eb165580	76657.0895126797	52234.0234419631	55407.5803948226	54270.6541257342	66330.6397332951	56201.5125843712	81630.6695165295	71293.331730821
Zm00001eb169520	59895.8863929315	65086.8043935828	56416.2099953176	67005.4801872365	51096.0787794299	70955.4105806449	59148.1250258121	87790.8337097529
Zm00001eb404780	73562.9509692252	69153.9478688538	50535.4524402157	74489.5926324716	60372.0093234782	71324.3295264715	54731.3844444905	62196.0489309401
Zm00001eb032290	43698.9198841312	53794.9416430392	36299.9768648285	51691.5823405514	86982.8357393272	79414.807803552	68231.394038873	78835.7133074285
Zm00001eb418460	68399.944852295	69426.4607774561	32096.3818246152	64051.4411275155	77942.836233605	65653.2731731839	45879.885797555	68893.2306283253
Zm00001eb137480	72853.0737971608	46982.1189279818	55065.5402990863	48806.6778720734	68799.6854832193	53225.3757655842	54544.6577890963	54501.5091631981
Zm00001eb353970	71964.7628250531	32999.0795193723	69159.1469711283	52358.3210255896	52298.7783980596	35215.0769451668	76312.2357440277	56777.218167832
Zm00001eb003730	64899.7488503635	34652.920154857	48082.8694810159	53582.8235315033	73899.0879720626	56740.1151796994	57497.8872599373	57113.7432182976
Zm00001eb164610	55004.871257689	48375.0619591654	57755.2192337397	64718.1798125537	48186.994209186	48445.635211645	54663.4093901146	47207.9117823145
Zm00001eb144960	102641.873334128	28533.4417580796	15220.7842602638	25802.4355791572	138488.227436411	42599.1755352771	27524.9831629215	40227.5159335474
Zm00001eb340450	63160.7426802112	52741.5228914257	54252.2233668953	43821.9566661817	49402.8620718153	47761.1809400598	53118.8196003181	34183.3927499371
Zm00001eb406100	81239.4623991985	60351.3341785265	27076.5547377586	47414.6118653505	45573.0977752663	42646.8394817663	44501.5482491841	50413.2295897197
Zm00001eb172420	57268.5692506715	40661.6064183011	46599.0762247963	59380.7550140496	51835.6951507405	51908.8975635519	48348.2811456179	34517.6965129409
Zm00001eb164860	43387.3841143258	42462.8720699149	39484.2535515551	38234.9442755631	44248.5918996403	45245.4778443587	47683.2721799155	58075.5606892654
Zm00001eb039010	19783.9681431854	19876.466113989	18452.6744830445	24108.0522073379	73150.6927714189	73726.5924295283	63800.7308560527	49448.0801875592
Zm00001eb385900	26547.0914183421	44094.3755817437	40436.524272639	48534.8265980333	32815.2640469917	50231.1266471313	40943.914077988	57214.8117978104
Zm00001eb015620	66413.0603761366	35638.4340505565	46213.3094122756	49950.3280594148	43050.2816956771	33434.3519043295	24965.6814168377	39052.454866245
Zm00001eb261430	38175.1881390053	43698.5617505607	41674.4762100481	55520.9356317724	33827.0241276272	42575.3435620325	36871.9626278989	43990.3768938692
Zm00001eb225230	45344.3688726391	31598.9886086189	27495.359514072	52409.8790258386	46899.7983582255	49430.3723461124	32685.3544595852	34927.5240496465
Zm00001eb247610	49615.2059893525	25711.8162978631	35211.667469304	41492.4724731134	48397.6861131795	37657.3775632746	33495.3222761858	31370.1321795429
Zm00001eb136490	37031.2828046733	31582.9058795866	36094.9471483503	36569.8552220671	38099.0219518293	30420.0839283511	39681.8712009592	37630.8308906806
Zm00001eb167690	53750.047615222	19981.0038526987	28095.8730912453	17487.5362662735	75841.4039620029	25236.1531081834	38880.093149946	28549.0971030324
Zm00001eb303190	69769.5448310062	24485.0614666796	44761.5824150313	23517.4787499403	36962.1635531976	23376.3059161739	23412.9018614538	32911.7056780455
Zm00001eb365710	18508.8898531458	37320.8662043208	32681.3481247096	39740.6722373804	20526.0003343693	42653.5124342748	32800.8301543685	49202.6279230282
Zm00001eb218320	26847.0531038204	32579.1415946409	23682.3898104666	60525.5769741239	24038.6294212613	41466.6801666932	29746.8665668016	33317.0906398275
Zm00001eb252870	24175.3686383064	37073.3708742132	31730.0491084431	36711.6397227519	27904.6063888092	41734.5515459626	32952.3408177366	34223.3759242498
Zm00001eb101770	23579.3032954589	51501.3657860487	39539.6407261487	43418.8668460532	18342.2665377697	33271.3412073364	22195.902695156	24065.4283613502
Zm00001eb276860	21080.2655878246	33033.0319473293	28532.1685542726	36478.4569488984	25743.9170192089	39253.1664917337	30332.4348063056	42736.4601216722
Zm00001eb029200	26285.7100139543	26855.4770290465	29343.5420768288	29850.9103714364	26539.4984275178	34135.9651966509	41453.3174975285	38905.8498937649
Zm00001eb413630	21813.2909285433	10124.971410758	19393.2847463192	17584.7934031068	69786.2064295223	34353.3127926417	39009.491446228	42675.3747164722
Zm00001eb039550	27208.7432390434	28611.1749484022	33044.7657264294	26733.994901838	24560.9697665786	36307.5345986998	31623.1418628906	42308.862285272
Zm00001eb165550	46703.3592740504	20485.8228473227	33955.2531403637	18822.1854090828	49884.6003314671	20916.8462773301	28997.5030155483	25051.679994398
Zm00001eb144240	24168.6170891156	34014.9719032438	26167.0390286417	42803.686161264	26427.5683535213	37003.4282174425	23530.0155093546	31666.6740556958
