Zm00001eb000010	248
Zm00001eb000020	1445
Zm00001eb000050	1
Zm00001eb000060	0
Zm00001eb000070	88
Zm00001eb000080	418
Zm00001eb000100	0
Zm00001eb000110	0
Zm00001eb000120	4
Zm00001eb000140	16
Zm00001eb000150	0
Zm00001eb000170	855
Zm00001eb000180	0
Zm00001eb000190	1206
Zm00001eb000200	0
Zm00001eb000210	368
Zm00001eb000220	906
Zm00001eb000230	363
Zm00001eb000240	58
Zm00001eb000250	1
Zm00001eb000270	0
Zm00001eb000290	0
Zm00001eb000300	3
Zm00001eb000310	8
Zm00001eb000320	2313
Zm00001eb000330	81
Zm00001eb000340	6664
Zm00001eb000360	0
Zm00001eb000370	2441
Zm00001eb000380	765
Zm00001eb000390	22
Zm00001eb000400	99
Zm00001eb000410	0
Zm00001eb000420	224
Zm00001eb000430	0
Zm00001eb000440	0
Zm00001eb000450	5128
Zm00001eb000460	0
Zm00001eb000470	0
Zm00001eb000480	5983
Zm00001eb000490	3485
Zm00001eb000500	148
Zm00001eb000510	76
Zm00001eb000520	1254
Zm00001eb000530	0
Zm00001eb000540	14
Zm00001eb000550	417
Zm00001eb000560	45
Zm00001eb000570	128
Zm00001eb000580	80
Zm00001eb000590	1767
Zm00001eb000600	206
Zm00001eb000620	790
Zm00001eb000630	0
Zm00001eb000640	64
Zm00001eb000650	76
Zm00001eb000660	131
Zm00001eb000670	1424
Zm00001eb000680	32
Zm00001eb000690	1377
Zm00001eb000700	1655
Zm00001eb000710	321
Zm00001eb000720	95
Zm00001eb000740	90
Zm00001eb000750	19
Zm00001eb000760	0
Zm00001eb000770	759
Zm00001eb000780	1597
Zm00001eb000790	164
Zm00001eb000800	1745
Zm00001eb000810	0
Zm00001eb000820	437
Zm00001eb000830	0
Zm00001eb000840	1549
Zm00001eb000850	1707
Zm00001eb000860	2604
Zm00001eb000870	2413
Zm00001eb000880	586
Zm00001eb000890	540
Zm00001eb000900	79
Zm00001eb000910	321
Zm00001eb000920	1932
Zm00001eb000930	57
Zm00001eb000940	0
Zm00001eb000960	34
Zm00001eb000970	1390
Zm00001eb000980	290
Zm00001eb000990	664
Zm00001eb001000	568
Zm00001eb001010	260
Zm00001eb001020	27
Zm00001eb001030	32
Zm00001eb001040	1303
Zm00001eb001050	302
Zm00001eb001060	66
Zm00001eb001070	705
Zm00001eb001090	22
Zm00001eb001100	0
Zm00001eb001110	1532
Zm00001eb001120	26
Zm00001eb001130	197
Zm00001eb001140	84
Zm00001eb001150	0
Zm00001eb001160	3
Zm00001eb001170	338
Zm00001eb001180	51
Zm00001eb001190	302
Zm00001eb001200	256
Zm00001eb001210	0
Zm00001eb001220	190
Zm00001eb001230	2
Zm00001eb001240	485
Zm00001eb001250	0
Zm00001eb001260	2220
Zm00001eb001270	629
Zm00001eb001280	344
Zm00001eb001290	187
Zm00001eb001300	0
Zm00001eb001310	0
Zm00001eb001320	0
Zm00001eb001330	0
Zm00001eb001340	796
Zm00001eb001350	159
Zm00001eb001360	661
Zm00001eb001370	30
Zm00001eb001400	4315
Zm00001eb001410	0
Zm00001eb001420	1
Zm00001eb001430	9965
Zm00001eb001440	41
Zm00001eb001460	5652
Zm00001eb001470	308
Zm00001eb001480	0
Zm00001eb001490	37
Zm00001eb001500	195
Zm00001eb001510	368
Zm00001eb001520	12
Zm00001eb001530	702
Zm00001eb001550	244
Zm00001eb001560	2128
Zm00001eb001570	996
Zm00001eb001580	0
Zm00001eb001590	44
Zm00001eb001600	27
Zm00001eb001610	0
Zm00001eb001620	0
Zm00001eb001630	158
Zm00001eb001640	354
Zm00001eb001650	548
Zm00001eb001660	2
Zm00001eb001670	44
Zm00001eb001680	2552
Zm00001eb001690	25
Zm00001eb001700	586
Zm00001eb001710	1310
Zm00001eb001720	661
Zm00001eb001740	0
Zm00001eb001760	162
Zm00001eb001770	179
Zm00001eb001780	71
