Zm00001eb000010	333
Zm00001eb000020	1658
Zm00001eb000050	0
Zm00001eb000060	318
Zm00001eb000070	3
Zm00001eb000080	463
Zm00001eb000100	0
Zm00001eb000110	0
Zm00001eb000120	1
Zm00001eb000140	36
Zm00001eb000150	0
Zm00001eb000170	278
Zm00001eb000180	0
Zm00001eb000190	1015
Zm00001eb000200	0
Zm00001eb000210	494
Zm00001eb000220	866
Zm00001eb000230	694
Zm00001eb000240	89
Zm00001eb000250	0
Zm00001eb000270	219
Zm00001eb000290	0
Zm00001eb000300	107
Zm00001eb000310	113
Zm00001eb000320	2637
Zm00001eb000330	80
Zm00001eb000340	4810
Zm00001eb000360	0
Zm00001eb000370	2636
Zm00001eb000380	841
Zm00001eb000390	15
Zm00001eb000400	25
Zm00001eb000410	2
Zm00001eb000420	206
Zm00001eb000430	0
Zm00001eb000440	0
Zm00001eb000450	5693
Zm00001eb000460	0
Zm00001eb000470	0
Zm00001eb000480	4721
Zm00001eb000490	1950
Zm00001eb000500	162
Zm00001eb000510	116
Zm00001eb000520	1870
Zm00001eb000530	0
Zm00001eb000540	32
Zm00001eb000550	484
Zm00001eb000560	0
Zm00001eb000570	166
Zm00001eb000580	125
Zm00001eb000590	1885
Zm00001eb000600	287
Zm00001eb000620	980
Zm00001eb000630	0
Zm00001eb000640	118
Zm00001eb000650	112
Zm00001eb000660	3153
Zm00001eb000670	1763
Zm00001eb000680	52
Zm00001eb000690	1336
Zm00001eb000700	1315
Zm00001eb000710	306
Zm00001eb000720	68
Zm00001eb000740	177
Zm00001eb000750	33
Zm00001eb000760	2
Zm00001eb000770	2248
Zm00001eb000780	1561
Zm00001eb000790	255
Zm00001eb000800	918
Zm00001eb000810	0
Zm00001eb000820	500
Zm00001eb000830	4
Zm00001eb000840	199
Zm00001eb000850	3675
Zm00001eb000860	2859
Zm00001eb000870	2165
Zm00001eb000880	965
Zm00001eb000890	277
Zm00001eb000900	143
Zm00001eb000910	475
Zm00001eb000920	2516
Zm00001eb000930	96
Zm00001eb000940	0
Zm00001eb000960	75
Zm00001eb000970	1002
Zm00001eb000980	529
Zm00001eb000990	712
Zm00001eb001000	840
Zm00001eb001010	396
Zm00001eb001020	74
Zm00001eb001030	0
Zm00001eb001040	1330
Zm00001eb001050	387
Zm00001eb001060	79
Zm00001eb001070	419
Zm00001eb001090	34
Zm00001eb001100	2
Zm00001eb001110	1153
Zm00001eb001120	70
Zm00001eb001130	261
Zm00001eb001140	31
Zm00001eb001150	0
Zm00001eb001160	7
Zm00001eb001170	38
Zm00001eb001180	34
Zm00001eb001190	87
Zm00001eb001200	314
Zm00001eb001210	2
Zm00001eb001220	245
Zm00001eb001230	2
Zm00001eb001240	367
Zm00001eb001250	0
Zm00001eb001260	1728
Zm00001eb001270	918
Zm00001eb001280	87
Zm00001eb001290	281
Zm00001eb001300	0
Zm00001eb001310	0
Zm00001eb001320	0
Zm00001eb001330	0
Zm00001eb001340	552
Zm00001eb001350	331
Zm00001eb001360	643
Zm00001eb001370	48
Zm00001eb001400	3770
Zm00001eb001410	8
Zm00001eb001420	1
Zm00001eb001430	7994
Zm00001eb001440	76
Zm00001eb001460	2539
Zm00001eb001470	182
Zm00001eb001480	3
Zm00001eb001490	67
Zm00001eb001500	94
Zm00001eb001510	427
Zm00001eb001520	80
Zm00001eb001530	472
Zm00001eb001550	163
Zm00001eb001560	3643
Zm00001eb001570	1303
Zm00001eb001580	0
Zm00001eb001590	77
Zm00001eb001600	34
Zm00001eb001610	0
Zm00001eb001620	0
Zm00001eb001630	132
Zm00001eb001640	354
Zm00001eb001650	467
Zm00001eb001660	0
Zm00001eb001670	94
Zm00001eb001680	2655
Zm00001eb001690	10
Zm00001eb001700	321
Zm00001eb001710	534
Zm00001eb001720	690
Zm00001eb001740	44
Zm00001eb001760	205
Zm00001eb001770	356
Zm00001eb001780	193
Zm00001eb001790	0
Zm00001eb001800	0
Zm00001eb001810	583
Zm00001eb001820	53
Zm00001eb001830	131
Zm00001eb001840	361
Zm00001eb001860	1188
Zm00001eb001870	2239
Zm00001eb001880	1452
Zm00001eb001890	103
Zm00001eb001900	196
Zm00001eb001910	914
Zm00001eb001920	70
Zm00001eb001940	1807
Zm00001eb001950	465
Zm00001eb001960	0
Zm00001eb001970	0
Zm00001eb001980	303
Zm00001eb001990	105
Zm00001eb002000	736
Zm00001eb002010	123
Zm00001eb002020	220
Zm00001eb002030	176
Zm00001eb002040	616
Zm00001eb002050	1
Zm00001eb002060	5315
Zm00001eb002070	117
Zm00001eb002080	11
Zm00001eb002090	1181
Zm00001eb002100	1644
Zm00001eb002140	0
Zm00001eb002150	17
Zm00001eb002170	482
Zm00001eb002180	1803
Zm00001eb002190	9
Zm00001eb002200	92
Zm00001eb002210	2
Zm00001eb002220	2388
Zm00001eb002240	54
Zm00001eb002250	1
Zm00001eb002260	1696
Zm00001eb002270	739
Zm00001eb002280	4
Zm00001eb002290	3
Zm00001eb002300	0
Zm00001eb002310	53
Zm00001eb002320	3614
Zm00001eb002330	12
Zm00001eb002340	0
Zm00001eb002350	1
Zm00001eb002360	0
Zm00001eb002370	0
Zm00001eb002380	34
Zm00001eb002390	1045
Zm00001eb002410	2
Zm00001eb002420	1104
Zm00001eb002430	1520
Zm00001eb002440	469
Zm00001eb002450	313
Zm00001eb002460	332
Zm00001eb002470	182
Zm00001eb002480	16
Zm00001eb002490	1048
Zm00001eb002510	798
Zm00001eb002520	2136
Zm00001eb002530	1966
Zm00001eb002540	470
Zm00001eb002550	601
Zm00001eb002560	343
Zm00001eb002570	870
Zm00001eb002590	4075
Zm00001eb002600	83
Zm00001eb002610	1301
Zm00001eb002620	9685
Zm00001eb002640	2460
Zm00001eb002650	0
Zm00001eb002660	257
Zm00001eb002680	148
Zm00001eb002690	738
Zm00001eb002700	2
Zm00001eb002710	0
Zm00001eb002720	0
Zm00001eb002730	0
Zm00001eb002740	999
Zm00001eb002750	0
Zm00001eb002760	270
Zm00001eb002770	0
Zm00001eb002780	1907
Zm00001eb002790	2442
Zm00001eb002800	2793
Zm00001eb002810	1319
Zm00001eb002820	441
Zm00001eb002830	447
