Zm00001eb000010	376
Zm00001eb000020	2619
Zm00001eb000050	0
Zm00001eb000060	221
Zm00001eb000070	0
Zm00001eb000080	435
Zm00001eb000100	0
Zm00001eb000110	0
Zm00001eb000120	0
Zm00001eb000140	10
Zm00001eb000150	0
Zm00001eb000170	309
Zm00001eb000180	0
Zm00001eb000190	1495
Zm00001eb000200	0
Zm00001eb000210	412
Zm00001eb000220	912
Zm00001eb000230	485
Zm00001eb000240	72
Zm00001eb000250	0
Zm00001eb000270	247
Zm00001eb000290	0
Zm00001eb000300	102
Zm00001eb000310	103
Zm00001eb000320	2148
Zm00001eb000330	112
Zm00001eb000340	7774
Zm00001eb000360	0
Zm00001eb000370	2552
Zm00001eb000380	365
Zm00001eb000390	23
Zm00001eb000400	10
Zm00001eb000410	1
Zm00001eb000420	280
Zm00001eb000430	0
Zm00001eb000440	0
Zm00001eb000450	4926
Zm00001eb000460	0
Zm00001eb000470	0
Zm00001eb000480	5573
Zm00001eb000490	3797
Zm00001eb000500	175
Zm00001eb000510	81
Zm00001eb000520	2215
Zm00001eb000530	0
Zm00001eb000540	24
Zm00001eb000550	626
Zm00001eb000560	0
Zm00001eb000570	107
Zm00001eb000580	125
Zm00001eb000590	2252
Zm00001eb000600	155
Zm00001eb000620	836
Zm00001eb000630	0
Zm00001eb000640	96
Zm00001eb000650	119
Zm00001eb000660	364
Zm00001eb000670	1340
Zm00001eb000680	83
Zm00001eb000690	1806
Zm00001eb000700	1641
Zm00001eb000710	385
Zm00001eb000720	85
Zm00001eb000740	179
Zm00001eb000750	27
Zm00001eb000760	2
Zm00001eb000770	1033
Zm00001eb000780	1785
Zm00001eb000790	170
Zm00001eb000800	1576
Zm00001eb000810	0
Zm00001eb000820	466
Zm00001eb000830	9
Zm00001eb000840	333
Zm00001eb000850	1372
Zm00001eb000860	2715
Zm00001eb000870	2807
Zm00001eb000880	979
Zm00001eb000890	702
Zm00001eb000900	79
Zm00001eb000910	437
Zm00001eb000920	2055
Zm00001eb000930	54
Zm00001eb000940	0
Zm00001eb000960	74
Zm00001eb000970	2107
Zm00001eb000980	506
Zm00001eb000990	838
Zm00001eb001000	864
Zm00001eb001010	307
Zm00001eb001020	50
Zm00001eb001030	0
Zm00001eb001040	1080
Zm00001eb001050	399
Zm00001eb001060	40
Zm00001eb001070	682
Zm00001eb001090	49
Zm00001eb001100	0
Zm00001eb001110	1649
Zm00001eb001120	44
Zm00001eb001130	273
Zm00001eb001140	42
Zm00001eb001150	0
Zm00001eb001160	5
Zm00001eb001170	60
Zm00001eb001180	60
Zm00001eb001190	299
Zm00001eb001200	330
Zm00001eb001210	0
Zm00001eb001220	271
Zm00001eb001230	2
Zm00001eb001240	685
Zm00001eb001250	0
Zm00001eb001260	2704
Zm00001eb001270	1031
Zm00001eb001280	181
Zm00001eb001290	276
Zm00001eb001300	0
Zm00001eb001310	0
Zm00001eb001320	0
Zm00001eb001330	0
Zm00001eb001340	1305
