Zm00001eb000010	275
Zm00001eb000020	1132
Zm00001eb000050	0
Zm00001eb000060	0
Zm00001eb000070	91
Zm00001eb000080	379
Zm00001eb000100	0
Zm00001eb000110	4
Zm00001eb000120	5
Zm00001eb000140	13
Zm00001eb000150	0
Zm00001eb000170	811
Zm00001eb000180	0
Zm00001eb000190	1151
Zm00001eb000200	0
Zm00001eb000210	247
Zm00001eb000220	774
Zm00001eb000230	276
Zm00001eb000240	56
Zm00001eb000250	0
Zm00001eb000270	4
Zm00001eb000290	0
Zm00001eb000300	1
Zm00001eb000310	7
Zm00001eb000320	1682
Zm00001eb000330	60
Zm00001eb000340	6007
Zm00001eb000360	0
Zm00001eb000370	1710
Zm00001eb000380	203
Zm00001eb000390	11
Zm00001eb000400	27
Zm00001eb000410	0
Zm00001eb000420	250
Zm00001eb000430	0
Zm00001eb000440	3
Zm00001eb000450	5477
Zm00001eb000460	0
Zm00001eb000470	0
Zm00001eb000480	5854
Zm00001eb000490	4035
Zm00001eb000500	165
Zm00001eb000510	74
Zm00001eb000520	1120
Zm00001eb000530	0
Zm00001eb000540	9
Zm00001eb000550	456
Zm00001eb000560	45
Zm00001eb000570	85
Zm00001eb000580	13
Zm00001eb000590	1342
Zm00001eb000600	200
Zm00001eb000620	910
Zm00001eb000630	0
Zm00001eb000640	51
Zm00001eb000650	155
Zm00001eb000660	77
Zm00001eb000670	1076
Zm00001eb000680	40
Zm00001eb000690	1266
Zm00001eb000700	1298
Zm00001eb000710	259
Zm00001eb000720	168
Zm00001eb000740	92
Zm00001eb000750	24
Zm00001eb000760	3
Zm00001eb000770	407
Zm00001eb000780	1555
Zm00001eb000790	102
Zm00001eb000800	1801
Zm00001eb000810	0
Zm00001eb000820	316
Zm00001eb000830	0
Zm00001eb000840	909
Zm00001eb000850	950
Zm00001eb000860	1835
Zm00001eb000870	2366
Zm00001eb000880	914
Zm00001eb000890	619
Zm00001eb000900	169
Zm00001eb000910	246
Zm00001eb000920	1677
Zm00001eb000930	81
Zm00001eb000940	0
Zm00001eb000960	41
Zm00001eb000970	1170
Zm00001eb000980	400
Zm00001eb000990	308
Zm00001eb001000	570
Zm00001eb001010	188
Zm00001eb001020	31
Zm00001eb001030	28
Zm00001eb001040	1016
Zm00001eb001050	276
Zm00001eb001060	51
Zm00001eb001070	559
Zm00001eb001090	6
Zm00001eb001100	0
Zm00001eb001110	1486
Zm00001eb001120	16
Zm00001eb001130	172
Zm00001eb001140	135
Zm00001eb001150	0
Zm00001eb001160	5
Zm00001eb001170	266
Zm00001eb001180	82
Zm00001eb001190	185
Zm00001eb001200	352
Zm00001eb001210	0
Zm00001eb001220	131
Zm00001eb001230	1
Zm00001eb001240	540
Zm00001eb001250	0
Zm00001eb001260	2167
Zm00001eb001270	453
Zm00001eb001280	255
Zm00001eb001290	126
Zm00001eb001300	0
Zm00001eb001310	0
Zm00001eb001320	0
Zm00001eb001330	0
Zm00001eb001340	355
Zm00001eb001350	187
Zm00001eb001360	480
Zm00001eb001370	54
Zm00001eb001400	3697
Zm00001eb001410	0
Zm00001eb001420	3
Zm00001eb001430	8504
Zm00001eb001440	26
Zm00001eb001460	4404
Zm00001eb001470	300
Zm00001eb001480	0
Zm00001eb001490	33
Zm00001eb001500	214
Zm00001eb001510	342
Zm00001eb001520	18
Zm00001eb001530	388
Zm00001eb001550	145
Zm00001eb001560	2008
Zm00001eb001570	1139
Zm00001eb001580	0
Zm00001eb001590	89
Zm00001eb001600	40
Zm00001eb001610	0
Zm00001eb001620	0
Zm00001eb001630	275
Zm00001eb001640	535
Zm00001eb001650	504
Zm00001eb001660	0
Zm00001eb001670	18
Zm00001eb001680	2059
Zm00001eb001690	16
Zm00001eb001700	374
Zm00001eb001710	830
Zm00001eb001720	439
Zm00001eb001740	0
Zm00001eb001760	142
Zm00001eb001770	42
Zm00001eb001780	76
Zm00001eb001790	0
Zm00001eb001800	0
Zm00001eb001810	294
Zm00001eb001820	9
Zm00001eb001830	137
Zm00001eb001840	271
Zm00001eb001860	2502
