"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb128310"	4.50511855160092	1.41498656436846	8.12118293992427e-10	5.33915719435021e-07
"Zm00001eb215860"	3.75488718999527	3.06747376844862	8.96365079093339e-10	5.7457001569883e-07
"Zm00001eb106430"	-3.48091884187413	5.6414560035588	1.17966589967828e-09	7.37722772384173e-07
"Zm00001eb067380"	-3.59571401324657	3.72354580542966	1.34058372368528e-09	8.18394444649778e-07
"Zm00001eb165030"	3.61244228130387	3.42250008813049	1.91625989881109e-09	1.13214605224975e-06
"Zm00001eb217970"	-3.42712172292151	5.59220841849343	1.94284033927414e-09	1.13214605224975e-06
"Zm00001eb087980"	-5.03290792079702	0.860453028213831	2.20480160299127e-09	1.25624695779325e-06
"Zm00001eb362750"	-3.52044389764278	3.87560702321697	2.30751563594389e-09	1.28618915012177e-06
"Zm00001eb149500"	-4.12749296335468	1.6685602857118	3.33999023307318e-09	1.81395893868286e-06
"Zm00001eb356910"	-3.33984316983206	6.84844907190853	3.39586696789303e-09	1.81395893868286e-06
"Zm00001eb168980"	-3.82251825577376	2.04771382263331	3.67527643014231e-09	1.92314464630304e-06
"Zm00001eb172450"	3.33166757152204	6.73640346871487	3.79843946201882e-09	1.94634955520418e-06
"Zm00001eb012570"	-5.34366258642446	0.615572028504397	3.89783599984469e-09	1.94634955520418e-06
"Zm00001eb356600"	-4.42010576133297	1.23045996152179	3.96029197655623e-09	1.94634955520418e-06
"Zm00001eb168100"	-3.39741866977346	4.38612695692235	4.02326546122548e-09	1.94634955520418e-06
"Zm00001eb350770"	3.56975651131906	2.94134343912821	4.50855151615814e-09	2.14072705322768e-06
"Zm00001eb320890"	-3.30670366836232	6.80663978736378	4.69584909524904e-09	2.17765337359749e-06
"Zm00001eb123400"	-3.66463894085315	2.47740573463444	4.75618521534554e-09	2.17765337359749e-06
"Zm00001eb388510"	-3.35043080411287	4.71660689163873	5.11669667285091e-09	2.30161583669995e-06
"Zm00001eb135430"	-4.69163555372136	0.928771853836237	5.287755914039e-09	2.33755278682689e-06
"Zm00001eb413120"	-3.38582222408336	3.926312614954	6.01382587930949e-09	2.61346602619484e-06
"Zm00001eb163440"	-4.24818248137294	1.28361072471177	7.26543082756737e-09	3.10476077364712e-06
"Zm00001eb112260"	-3.35214034080283	3.98382784783202	7.8267040262419e-09	3.28978182348922e-06
"Zm00001eb336580"	-3.39263958577959	3.60776932713055	8.10666633192435e-09	3.35249878629904e-06
"Zm00001eb258790"	3.27873704032273	4.96368115192621	8.88304322448252e-09	3.61525759167828e-06
"Zm00001eb019880"	-4.84052231404362	0.680263294894152	1.05155365063977e-08	4.21278681287558e-06
"Zm00001eb027780"	8.68624805514681	-0.0482187576475655	1.16250936285291e-08	4.58565231746903e-06
"Zm00001eb055380"	-3.44233558809585	2.96639536890006	1.23294550407984e-08	4.78980647342533e-06
"Zm00001eb000660"	-3.20607767753082	5.96194509135155	1.27349080452416e-08	4.82223423356393e-06
"Zm00001eb334540"	-3.70490105041014	1.84858836887677	1.27890767504816e-08	4.82223423356393e-06
"Zm00001eb155430"	3.41969699316385	2.84738773696291	1.59060163703906e-08	5.91058347444658e-06
"Zm00001eb065120"	-3.1961659654016	4.97816687025637	1.81871527780854e-08	6.62271859776302e-06
"Zm00001eb322810"	-4.78813176554065	0.63148518575069	1.83390413588602e-08	6.62271859776302e-06
"Zm00001eb161610"	-4.12997990218653	1.17419333399721	1.91987347172786e-08	6.83688275209755e-06
"Zm00001eb011820"	-3.19816975464837	4.51589489058899	2.23574118591867e-08	7.85265808314449e-06
"Zm00001eb126130"	3.48151730628378	2.40938592858825	2.40178880334363e-08	8.32187363753117e-06
"Zm00001eb198620"	-3.29454171956605	3.12939820805624	2.62623577242183e-08	8.9782246939861e-06
"Zm00001eb365220"	-4.31992776410844	0.887166251429043	2.79142843127603e-08	9.4173980234102e-06
"Zm00001eb150500"	-4.47432797995774	0.726773975876622	3.03712400147419e-08	1.01132284932206e-05
"Zm00001eb381920"	-3.65438647193538	1.6011873984928	3.20427983093898e-08	1.05330429314456e-05
"Zm00001eb231110"	3.29998775678692	2.89762794357865	3.48305092146791e-08	1.1304484256511e-05
"Zm00001eb401100"	-4.1643671196433	0.993405380492947	3.56852513774369e-08	1.14371230664685e-05
"Zm00001eb014050"	-3.07167576417904	6.40981731406471	3.94670149073245e-08	1.24438110327109e-05
"Zm00001eb415720"	3.74011471059457	1.41686603537709	3.97968995585919e-08	1.24438110327109e-05
"Zm00001eb148070"	3.12759222032084	4.39963404715322	4.21035964695985e-08	1.30064604033796e-05
"Zm00001eb106410"	-3.53995612295766	1.69848636237705	5.37297398495783e-08	1.64003634493237e-05
"Zm00001eb022810"	-4.38803836970773	0.647220965986691	6.83325361822311e-08	2.06123085613224e-05
"Zm00001eb293570"	3.0749004326756	4.05013468173285	7.58185328504801e-08	2.2543519332668e-05
"Zm00001eb201580"	-3.28789576189901	2.45260762430402	7.64932208245757e-08	2.2543519332668e-05
"Zm00001eb019830"	-2.99259574239834	6.13313044618548	8.0706667336541e-08	2.35013490576292e-05
"Zm00001eb081770"	-3.58017878731268	1.42174448956283	8.15764456368563e-08	2.35013490576292e-05
"Zm00001eb423100"	-3.26667989546265	2.48023810099492	8.65860127023486e-08	2.46673929520913e-05
"Zm00001eb359320"	3.24816241061256	2.56198856377576	8.91101218869111e-08	2.49059707365166e-05
"Zm00001eb208380"	-8.44310822300702	-0.310094434082305	8.93661976505277e-08	2.49059707365166e-05
"Zm00001eb042070"	-3.94631832407941	1.00563570504404	9.27969955277543e-08	2.55840318852862e-05
"Zm00001eb325290"	-4.14459125188547	0.726094072250858	1.10324684330609e-07	3.00928181514555e-05
"Zm00001eb341630"	2.93222721144719	7.11612486393818	1.20164614285628e-07	3.24317969503528e-05
"Zm00001eb353230"	-3.03833666938476	3.66742287984615	1.26608432640902e-07	3.38150022178409e-05
"Zm00001eb346880"	-3.18931572934366	2.5425599225172	1.42795083258744e-07	3.77450096366413e-05
"Zm00001eb159180"	2.96934622345701	4.42676562811851	1.60410402373198e-07	4.19685991515182e-05
"Zm00001eb054710"	-3.1268581165926	2.75386405948114	1.74364187139388e-07	4.5158563214686e-05
"Zm00001eb196870"	-3.11705758875984	2.81314281546293	1.79201204444675e-07	4.59471888196147e-05
"Zm00001eb306070"	-2.96296381197078	3.9960902778123	1.8720034638133e-07	4.71940587797473e-05
"Zm00001eb383440"	-8.33651184555691	-0.408261354158704	1.87745475644861e-07	4.71940587797473e-05
"Zm00001eb019930"	-3.05081224665631	3.05316716320534	1.92217811047154e-07	4.78491716043596e-05
"Zm00001eb360460"	-4.07515160885207	0.662783323065527	2.14532000035452e-07	5.28903892395096e-05
"Zm00001eb391230"	2.91562145008072	4.72509344559505	2.18177904965807e-07	5.32769665078409e-05
"Zm00001eb187130"	-3.36359606881223	1.53984338510343	2.21502231862769e-07	5.35784643864282e-05
"Zm00001eb068310"	-3.62325836439001	1.2063020082117	2.23980294409327e-07	5.36715397070575e-05
"Zm00001eb397030"	8.28139349413249	-0.418526482538181	2.42362341287002e-07	5.75386150981365e-05
"Zm00001eb032280"	-3.07930458349899	2.74601164516853	2.49956039538475e-07	5.87969986584083e-05
"Zm00001eb179680"	-2.94851077211283	3.67288842324198	2.62622400132308e-07	6.12148939944762e-05
"Zm00001eb332050"	-2.835111304755	8.54204352824147	2.65476537875805e-07	6.13226885687896e-05
"Zm00001eb271530"	2.90164244467486	4.00950763854069	3.40120758955988e-07	7.78633594609958e-05
"Zm00001eb281850"	3.01284585310404	2.88271013748328	3.66592266025443e-07	8.24031499414232e-05
"Zm00001eb162570"	-3.22748715314153	1.75124334460803	3.6680585726561e-07	8.24031499414232e-05
"Zm00001eb301270"	3.2445143863061	1.86788072055029	3.69592911203731e-07	8.24031499414232e-05
"Zm00001eb103310"	3.10178809848647	2.23653269313301	4.31655043850247e-07	9.5410649347589e-05
"Zm00001eb020450"	3.75595302279863	0.73153392483728	4.53012115006375e-07	9.89402630444716e-05
"Zm00001eb150050"	-2.77625314544119	7.01703452380021	4.55341304182825e-07	9.89402630444716e-05
"Zm00001eb235510"	2.81648551393241	4.57882190884588	5.25158074049915e-07	0.00011315170603899
"Zm00001eb212460"	2.97202494292504	2.6433679002972	5.344430654453e-07	0.000113427543594685
"Zm00001eb073310"	-3.13270743797645	1.87427212929662	5.35285989662907e-07	0.000113427543594685
"Zm00001eb295610"	-2.81935424520788	4.15829954219195	5.87264601883725e-07	0.000123421839281137
"Zm00001eb098220"	2.77975710140195	5.03423288922907	6.06982679686449e-07	0.000126528747212687
"Zm00001eb078740"	-2.89635027750834	3.02115289980051	6.40542407346382e-07	0.000132447639712591
"Zm00001eb116230"	-2.72872495861712	7.7856232849387	6.61522622536384e-07	0.000135691520334663
"Zm00001eb336410"	-2.87111251409031	3.18703473623084	7.12740298704831e-07	0.000144528365053582
"Zm00001eb283990"	2.75125936628239	5.24788408141038	7.19767172508848e-07	0.000144528365053582
"Zm00001eb088000"	-5.3471227866549	-0.249189475708686	7.21514458925841e-07	0.000144528365053582
"Zm00001eb007740"	-4.07108588975928	0.358658362223347	7.40245492304046e-07	0.000146163324079428
"Zm00001eb316870"	-2.7778200537315	4.30586106090155	7.41077696190547e-07	0.000146163324079428
"Zm00001eb428290"	-2.88745617534577	2.79719912701211	8.02536081424799e-07	0.000157076527692609
"Zm00001eb369560"	2.72455009836759	5.65572399642728	8.28393166552704e-07	0.000160909096897056
"Zm00001eb380990"	2.88079980784544	2.97288003247668	8.44039640259174e-07	0.000162715611851468
"Zm00001eb275420"	2.83479051169605	3.25112267107189	8.52993224894512e-07	0.000163214524524592
"Zm00001eb251990"	-8.09631498653651	-0.627018662286062	9.27527441705907e-07	0.0001761615081877
"Zm00001eb313510"	-2.82087354000759	3.34817485808344	9.54339769768051e-07	0.000179610912747785
"Zm00001eb242760"	2.74045237614072	4.44172349607912	9.59699494791206e-07	0.000179610912747785
"Zm00001eb383830"	-2.684846362726	6.98792927717349	9.77208635235936e-07	0.000181562531938039
"Zm00001eb106390"	-3.17393953309802	1.37159779795131	1.04264402347519e-06	0.000192326566632402
"Zm00001eb018040"	-2.84773251912865	2.84743237948756	1.05603634250256e-06	0.000193405513012612
"Zm00001eb005570"	-3.38535486180184	1.1257847877448	1.0740479243514e-06	0.00019446486716715
"Zm00001eb107560"	-2.7457439225659	4.03874422854766	1.08396410345728e-06	0.00019446486716715
"Zm00001eb237960"	-2.67688009314044	6.70481870167175	1.08457394714908e-06	0.00019446486716715
"Zm00001eb287790"	-2.93520156971982	2.35921833200657	1.09249253929019e-06	0.000194524366023614
"Zm00001eb353600"	3.5376413195595	0.746713735040706	1.12527835662777e-06	0.000198980255613352
"Zm00001eb384750"	2.83564235701049	2.96071168460492	1.15096910357411e-06	0.000202129094627673
"Zm00001eb267480"	-3.13683023311359	1.42940833426621	1.1818467807374e-06	0.000206139805837463
"Zm00001eb135130"	-2.75705869098827	3.66158846738497	1.20802306648227e-06	0.000208130120097053
"Zm00001eb155660"	2.7735065906548	3.51244272963594	1.20949250758428e-06	0.000208130120097053
"Zm00001eb344160"	-2.84216586070348	2.69820537712163	1.22037552878024e-06	0.000208602857052836
"Zm00001eb275270"	-8.05208559467569	-0.666901655168778	1.23039354512008e-06	0.000208922453621715
"Zm00001eb326420"	2.68340062033725	4.98122069841887	1.32991255149061e-06	0.000224335248817231
"Zm00001eb221490"	-2.96755762134547	2.0189676232452	1.35158821441225e-06	0.000226501449787778
"Zm00001eb250730"	-3.1149908232801	1.41023576630747	1.39428847718282e-06	0.00023213997762966
"Zm00001eb331530"	-3.97963121762509	0.276571216121395	1.42345663605646e-06	0.00023546727837734
"Zm00001eb272110"	-5.24308977532698	-0.343165607796101	1.4582422560361e-06	0.00023967520156901
"Zm00001eb101660"	-2.97583777690379	1.85946470067559	1.53724464749588e-06	0.000251050654533722
"Zm00001eb233760"	-2.67360614149288	4.63653422275975	1.5743544482023e-06	0.000255483848429791
"Zm00001eb104190"	-2.80028962357473	2.72132437732267	1.64375293538932e-06	0.000265068083417497
"Zm00001eb384740"	-2.64286111749767	5.43305831496119	1.67337914730579e-06	0.000268159008355752
"Zm00001eb359850"	2.62997214476668	5.72149608608185	1.75096419023717e-06	0.000278849203960752
"Zm00001eb332200"	5.10544801631464	-0.353873048535053	1.85659414804362e-06	0.000293846135529866
"Zm00001eb325410"	-2.77702625310334	2.6417030886661	2.02277963815263e-06	0.000318184478050511
"Zm00001eb301260"	2.60271101284355	6.4693241562492	2.04027472827429e-06	0.000318979536786297
"Zm00001eb355980"	-2.75331170641151	2.87141191115279	2.11133817735799e-06	0.000328089156772477
"Zm00001eb212520"	-3.03916779536479	1.42893791217757	2.14678397057564e-06	0.000331587596419032
"Zm00001eb413850"	-2.61202417977725	4.54733113120524	2.60670246187588e-06	0.000400214677380225
"Zm00001eb040070"	-2.86370502968741	1.98011277460841	2.82246943548412e-06	0.000430762597177457
"Zm00001eb156820"	-2.58907819304244	4.61317543434561	2.94338190366095e-06	0.000445098734623258
"Zm00001eb223210"	-3.34631448431371	0.813559009576638	2.95112265545842e-06	0.000445098734623258
"Zm00001eb079730"	-2.54569179135555	7.50530315767359	2.98833529218229e-06	0.000448075537377508
"Zm00001eb408540"	-4.12197263270649	0.024461306413176	3.03615775886898e-06	0.000451351526996649
"Zm00001eb429330"	-2.5742556082966	5.0076378584775	3.04539056826912e-06	0.000451351526996649
"Zm00001eb085240"	-2.72369852728122	2.59570515230839	3.15800117462114e-06	0.00046532691381813
"Zm00001eb307600"	-4.46505299143868	-0.190769066907082	3.17598322613778e-06	0.00046532691381813
"Zm00001eb100200"	-2.57754286167775	4.32994555381463	3.45601796553443e-06	0.000503478980888084
"Zm00001eb031100"	-2.82079690633916	1.99272649046427	3.70575262259127e-06	0.000536810718888363
"Zm00001eb294520"	-2.82566128819359	1.9472107761346	3.75491590081378e-06	0.000540876649982389
"Zm00001eb324090"	-2.53142564376392	5.75008977084224	3.83796836136174e-06	0.000546717784547294
"Zm00001eb039750"	-2.96063196371215	1.36067547617961	3.83811237201688e-06	0.000546717784547294
"Zm00001eb197370"	2.53081570219779	5.78629263131407	3.87630084320584e-06	0.000549106926076231
"Zm00001eb422120"	-5.09157013831145	-0.478723698340951	3.91827586699843e-06	0.000552003259504613
"Zm00001eb188080"	-7.86021683598165	-0.838345056637049	4.01769210157372e-06	0.00056291598625328
"Zm00001eb354270"	-3.29575998484182	0.769166575132881	4.23162304833315e-06	0.000589667472604685
"Zm00001eb023570"	2.52052664901924	5.43716138490776	4.42144303621495e-06	0.000612788105127305
"Zm00001eb081100"	3.94223138079833	-0.020516589997519	4.49051520810007e-06	0.000619015107181107
"Zm00001eb023220"	2.60956912856359	3.3536863725677	4.571585436786e-06	0.000624408442490047
"Zm00001eb361760"	2.51409852805579	5.46724556474832	4.57834583417039e-06	0.000624408442490047
"Zm00001eb433540"	-2.54333684527762	4.27547975474282	4.83744815462659e-06	0.000656254871347226
"Zm00001eb378280"	-2.48175239598596	7.4289466347168	4.988710497906e-06	0.000673213353506894
"Zm00001eb071880"	-2.74999116342051	2.11502045914176	5.03923059223018e-06	0.000676470536045978
"Zm00001eb340160"	-2.87040580509185	1.51087902501418	5.36688075531616e-06	0.000716702200866179
"Zm00001eb017400"	-2.47100874190661	5.80710485794056	6.13811087306421e-06	0.00081025019455141
"Zm00001eb073030"	2.54168298627043	3.73858825355249	6.15554143045281e-06	0.00081025019455141
"Zm00001eb099130"	-3.10792307143171	1.00268149211457	6.16219921753217e-06	0.00081025019455141
"Zm00001eb116010"	-2.44910958744298	8.73869691422376	6.31293923402766e-06	0.000825835520206475
"Zm00001eb429440"	2.50709538842844	4.10852777493653	6.74539447769317e-06	0.000877928499533264
"Zm00001eb207130"	-3.29988970635552	0.611263458285116	7.21780037774355e-06	0.000931647721297752
"Zm00001eb285920"	-2.5931073656422	2.78418362699254	7.23080719727975e-06	0.000931647721297752
"Zm00001eb047120"	2.84554392100296	1.59172409172734	7.27732848943134e-06	0.000932953512345098
"Zm00001eb171850"	7.76880619200385	-0.874056987744907	7.51724632112636e-06	0.000954169285513267
"Zm00001eb384070"	-7.75377915943612	-0.932279601325009	7.51724632112636e-06	0.000954169285513267
"Zm00001eb171130"	-2.66079732845985	2.31205174231922	7.56136032553625e-06	0.000955040782003692
"Zm00001eb155720"	2.54430070698018	3.12773153564506	7.78163205838502e-06	0.000972764493982489
"Zm00001eb032850"	-3.45622113639264	0.357041087748123	7.81550256475791e-06	0.000972764493982489
"Zm00001eb392630"	3.36327221816322	0.3869158693769	7.81550256475791e-06	0.000972764493982489
"Zm00001eb049040"	-2.81721130596108	1.46516506315495	7.89741605375543e-06	0.000978211341151156
"Zm00001eb228500"	-2.6449165467292	2.40144974875247	7.94906110706339e-06	0.000979874648005314
"Zm00001eb262550"	-3.28055578995125	0.594410655932191	8.25431577143439e-06	0.00100729958041747
"Zm00001eb417160"	3.17430563718909	0.611234296250915	8.25431577143439e-06	0.00100729958041747
"Zm00001eb052520"	-2.46579843571544	4.40070748470872	8.2893998232483e-06	0.00100729958041747
"Zm00001eb009340"	-2.48585085769799	3.62285479268573	8.89571739470341e-06	0.00107587827358583
"Zm00001eb368740"	-3.43318213738472	0.336935436297494	9.13432799177562e-06	0.00109955009253111
"Zm00001eb248370"	-2.69602714312954	1.88567120673197	9.28965393169425e-06	0.00110903622515435
"Zm00001eb385450"	-2.72516726519066	1.75611220978533	9.29964073354853e-06	0.00110903622515435
"Zm00001eb264170"	-2.54473868537234	2.88381296784546	9.60723688132736e-06	0.00113641317028435
"Zm00001eb414530"	-2.47762526197059	3.57659590167035	9.61784937409139e-06	0.00113641317028435
"Zm00001eb106380"	-2.62060847465169	2.34724945642348	9.70771273479918e-06	0.00114176951614794
"Zm00001eb078340"	-2.40327070312585	6.42459300524897	9.77137170747395e-06	0.00114400899808051
"Zm00001eb342740"	2.5914759104558	2.38639585761673	9.82301099322075e-06	0.00114482728120991
"Zm00001eb397980"	-2.43186208058691	4.61814488290946	1.0198343091291e-05	0.00118319238398507
"Zm00001eb144990"	7.71658375187085	-0.919476906939026	1.03809592053649e-05	0.00119357755168411
"Zm00001eb200790"	-7.69746297737303	-0.981619931818627	1.03809592053649e-05	0.00119357755168411
"Zm00001eb421690"	2.40220222659708	5.4074289524329	1.08941767249604e-05	0.00124699415726778
"Zm00001eb138650"	-2.43908274618861	4.03485891454059	1.10573928608678e-05	0.00126005134645622
"Zm00001eb401390"	3.43754259917282	0.208542584194268	1.136335185655e-05	0.00128918735222099
"Zm00001eb336480"	-2.90259459023412	0.936679801703539	1.16887239283766e-05	0.0013202593899717
"Zm00001eb123000"	-2.50592861287957	2.93769053806449	1.21364601407379e-05	0.00136481946494965
"Zm00001eb303250"	-4.25417358791616	-0.376982382959172	1.24310261904248e-05	0.00138374319588388
"Zm00001eb197170"	-4.25417358791616	-0.376982382959172	1.24310261904248e-05	0.00138374319588388
"Zm00001eb336020"	-2.52884202411528	2.6276849576166	1.24666411173626e-05	0.00138374319588388
"Zm00001eb071050"	-2.63244256261145	1.92604245962117	1.35180522023215e-05	0.00148947237311162
"Zm00001eb343900"	-2.37290156003064	5.55727081920056	1.35353768695401e-05	0.00148947237311162
"Zm00001eb008920"	-2.36719566535793	5.36689802462142	1.42090969126583e-05	0.00155692839675453
"Zm00001eb019280"	2.87391659448644	1.21549659544196	1.43104957138384e-05	0.00156136642596943
"Zm00001eb134680"	7.66239974569264	-0.966388024405114	1.44320652367268e-05	0.00156795827402405
"Zm00001eb316830"	-2.98522448713093	0.896593716939657	1.45477866624984e-05	0.00157386181445763
"Zm00001eb056340"	2.36991789051827	4.94853390383617	1.49296229350191e-05	0.00160828670849714
"Zm00001eb139830"	-2.6378531190411	1.83622384292049	1.49914400675046e-05	0.00160828670849714
"Zm00001eb238620"	-2.71437788356672	1.44600191035892	1.50908197698493e-05	0.00161220257874556
"Zm00001eb104130"	-2.59970591098368	2.02924997472156	1.53690384141528e-05	0.00162970889595654
"Zm00001eb126170"	-3.07551105471942	0.722692541992951	1.5445369021741e-05	0.00162970889595654
"Zm00001eb335390"	2.98047648789324	0.74871048756329	1.5445369021741e-05	0.00162970889595654
"Zm00001eb189510"	2.35515939387816	5.42039350170359	1.57437161537667e-05	0.0016518329179481
"Zm00001eb395670"	4.11358619943905	-0.384218612027617	1.57838948867896e-05	0.0016518329179481
"Zm00001eb124960"	-2.36690394030093	4.47958689910071	1.66579497167536e-05	0.00173621882413643
"Zm00001eb406950"	2.34361138392367	5.42900212739015	1.70506619035266e-05	0.00176995534901385
"Zm00001eb082310"	-3.63462984405701	-0.0276162866914099	1.76061175459774e-05	0.00182024537854379
"Zm00001eb049790"	-2.35437160152126	4.25406910607976	1.93907053294617e-05	0.00199669752870441
"Zm00001eb371350"	4.74916786773387	-0.665182874350865	1.95117728148122e-05	0.00200112741988714
"Zm00001eb063420"	-2.45385806130105	2.7150179022324	1.97684777352632e-05	0.00201472843024967
"Zm00001eb226680"	-3.03904105466971	0.691330169872395	1.98015430742167e-05	0.00201472843024967
"Zm00001eb255390"	7.60610104323837	-1.01489173056266	2.02048913314176e-05	0.00203958036904546
"Zm00001eb082040"	7.60610104323837	-1.01489173056266	2.02048913314176e-05	0.00203958036904546
"Zm00001eb098190"	-2.79669208043407	0.949392607945485	2.04617139299205e-05	0.00205740527514966
"Zm00001eb236640"	-2.52493746630346	2.2320436496287	2.07102954627572e-05	0.00207426552994177
"Zm00001eb245520"	-2.39575243420727	3.23044216650009	2.13039320816482e-05	0.00212541952752319
"Zm00001eb126620"	3.48368095947808	-0.0444215921024084	2.13954130327462e-05	0.00212627283007601
"Zm00001eb388800"	2.66125196776532	1.56831324837649	2.21270225561462e-05	0.00219048980053895
"Zm00001eb054420"	2.43911744710591	2.72623968471104	2.2532291085802e-05	0.00222203055169216
"Zm00001eb277770"	-2.70758100844077	1.22415711037787	2.26523867564539e-05	0.00222531492887156
"Zm00001eb209940"	-2.74017477367906	1.08727983908929	2.27589989980893e-05	0.00222725471111072
"Zm00001eb189450"	-2.36214225716981	3.51908853439092	2.29482941684593e-05	0.00223724054174637
"Zm00001eb162710"	2.31848012168954	4.55893742693621	2.34306660408044e-05	0.00227561468669025
"Zm00001eb313700"	-2.29804302117509	5.05818398614074	2.47670657819729e-05	0.00238918136006163
"Zm00001eb025720"	-2.69453913973748	1.21314492359081	2.47863588836346e-05	0.00238918136006163
"Zm00001eb022710"	-2.26800697762219	9.86004477792415	2.53199698603647e-05	0.00243147575737735
"Zm00001eb297490"	-4.78079242873228	-0.751344378975642	2.59099710093557e-05	0.00247884946522343
"Zm00001eb016350"	-2.27757872650596	5.59638915846183	2.69393731612606e-05	0.00256775289165324
"Zm00001eb269490"	-2.29704935576886	4.44785663022087	2.81910109958424e-05	0.00267710193308666
"Zm00001eb213230"	-7.51398587139884	-1.14053264005223	2.84940775186659e-05	0.00269589722353725
"Zm00001eb165460"	2.2694758046556	5.74772308742448	2.86928728178102e-05	0.00270472521709064
"Zm00001eb026440"	3.07900125058746	0.350127200799675	2.88342667559364e-05	0.00270809743451358
"Zm00001eb242480"	-2.53735508159844	1.79945967902365	2.92228036811052e-05	0.0027345718481151
"Zm00001eb213670"	-2.27985945565142	4.54676187905316	3.07384612453219e-05	0.0028659423502911
"Zm00001eb213720"	-3.54176230971997	-0.107868806696063	3.18128874736734e-05	0.00295537114067024
"Zm00001eb311160"	2.81024327500389	0.73488557466123	3.24667428436923e-05	0.00300522486105513
"Zm00001eb119800"	-2.3728367661968	2.82621200143154	3.26455145268267e-05	0.00301090285060373
"Zm00001eb429870"	-2.29330727236231	3.95053801288631	3.31787921408649e-05	0.00304911910570529
"Zm00001eb095360"	2.24332507744814	6.13145826157937	3.34794452311067e-05	0.00306576062759134
"Zm00001eb362380"	-2.26518895703903	4.52249646457362	3.43771445659594e-05	0.00313676151840284
