"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb159320"	2.05315260197049	4.93520078122813	0.000150093095022995	0.0133505529108318
"Zm00001eb148360"	-3.55591759587854	-0.402382137769306	0.000150348800303115	0.0133505529108318
"Zm00001eb431420"	3.33688836118495	-0.337304576372818	0.000150348800303115	0.0133505529108318
"Zm00001eb144930"	-2.02074294768866	9.6006767613464	0.000153475698581444	0.0135807276695971
"Zm00001eb061730"	-2.03431578448559	5.84955988279607	0.000154061055159034	0.0135851894333987
"Zm00001eb011820"	-2.0761764248371	3.86906955867376	0.000155380649568957	0.0136541417870354
"Zm00001eb326940"	-2.24611496518105	1.80996836564824	0.000156870261464932	0.0137078404301508
"Zm00001eb056340"	2.07566021712372	3.99727298881144	0.000157071253944474	0.0137078404301508
"Zm00001eb422960"	4.35046739519691	-0.80539337039667	0.000158752717603995	0.0137768059363351
"Zm00001eb281850"	2.10527720416702	3.48334909039459	0.000158946453746502	0.0137768059363351
"Zm00001eb225320"	2.14316285144518	2.87966907504816	0.00015957564529909	0.0137806479324749
"Zm00001eb263450"	-3.86630761525861	-0.646116490378121	0.000160272133094773	0.0137806479324749
"Zm00001eb101040"	2.24587082590384	2.06579943583071	0.000161442819828585	0.0137806479324749
"Zm00001eb258220"	2.0448575028062	4.85274502566543	0.000161512055823912	0.0137806479324749
"Zm00001eb233170"	-2.02862324378787	5.82457763067934	0.000161703933055502	0.0137806479324749
"Zm00001eb057120"	2.08225455235762	3.80864285600297	0.000162522365181582	0.0138040735322792
"Zm00001eb096870"	-2.03439820733108	5.30308726656321	0.000163420629207504	0.0138341009978459
"Zm00001eb038200"	2.14859337147717	2.81795825851059	0.000164113423796184	0.0138465930588966
"Zm00001eb428240"	-2.82710927240036	0.096350133748913	0.000164883402131724	0.0138654929819114
"Zm00001eb077080"	2.15170108132592	2.65333159745267	0.000168330859287349	0.0141086815262756
"Zm00001eb165460"	2.02199926188151	5.83416614662706	0.000170117200171615	0.0142115013669682
"Zm00001eb322740"	-2.17318239546784	2.27035165437514	0.000172409005721607	0.0143557347846096
"Zm00001eb029000"	-2.76305879022987	0.223055806383284	0.000174082484250731	0.0144281685765144
"Zm00001eb271530"	2.08374399884505	3.40946763439371	0.000176491143791046	0.0144281685765144
"Zm00001eb164090"	2.28576601043138	1.68179774329986	0.000177096284839149	0.0144281685765144
"Zm00001eb339120"	2.4998619670043	0.899143719511908	0.000178885310563957	0.0144281685765144
"Zm00001eb057010"	-7.19996614521531	-1.30529871243182	0.000179528322183751	0.0144281685765144
"Zm00001eb232800"	-7.19996614521531	-1.30529871243182	0.000179528322183751	0.0144281685765144
"Zm00001eb333480"	-7.19996614521531	-1.30529871243182	0.000179528322183751	0.0144281685765144
"Zm00001eb240050"	-7.19996614521531	-1.30529871243182	0.000179528322183751	0.0144281685765144
"Zm00001eb405980"	-7.19996614521531	-1.30529871243182	0.000179528322183751	0.0144281685765144
"Zm00001eb172080"	7.16219984774444	-1.23151290847971	0.000179528322183751	0.0144281685765144
"Zm00001eb283170"	7.16219984774444	-1.23151290847971	0.000179528322183751	0.0144281685765144
"Zm00001eb042070"	-2.43417569061477	1.14348694505358	0.000185091151275834	0.0147816820056638
"Zm00001eb080680"	-2.36067882241334	1.15527865390186	0.000185091151275834	0.0147816820056638
"Zm00001eb054420"	2.14841666759155	2.54569092336094	0.000188408403352662	0.0149932535490036
"Zm00001eb019300"	2.17487609153137	2.42398725292073	0.000188921134654322	0.0149932535490036
"Zm00001eb414530"	-2.1876018122545	2.22264245338307	0.000189605971511681	0.0150007266433353
"Zm00001eb212890"	2.22676090925119	1.88003551854911	0.000190212294380293	0.0150019609567761
"Zm00001eb027780"	2.63548005602089	0.654277991953344	0.00019449468281052	0.0152922197048172
"Zm00001eb214420"	1.99897598755406	5.78427545581556	0.000199074263676168	0.015603981482469
"Zm00001eb124940"	-1.99017953701674	6.06762443439972	0.000206027374961714	0.0160992960447006
"Zm00001eb295720"	2.92037296182162	0.208446670487325	0.000206923919526531	0.0161197541726864
"Zm00001eb400020"	-2.14298618835157	2.24600775473152	0.000208416086134671	0.016164121115424
"Zm00001eb099980"	1.97763979985623	8.57886261443702	0.000208766409113997	0.016164121115424
"Zm00001eb122380"	2.07238440955197	3.14893202643018	0.000211267008747183	0.0163080150581868
"Zm00001eb159310"	2.14414934248682	2.458168155034	0.000213627379949961	0.0164402452763915
"Zm00001eb227020"	-2.13433907102024	2.37755410631403	0.000215356928349747	0.0165232765932634
"Zm00001eb428800"	-4.48464540789701	-0.938850591117194	0.000219145359825375	0.0167632998738712
"Zm00001eb242760"	2.00122281650674	4.73783404518608	0.000221937315865105	0.0168781423199338
"Zm00001eb279820"	-2.55446164980509	0.604288651105021	0.000222588402754143	0.0168781423199338
"Zm00001eb389930"	1.97388893376527	6.63230721727569	0.000222640481854537	0.0168781423199338
"Zm00001eb231540"	2.08273124170744	3.01289185883026	0.000227022349861641	0.017159105943709
"Zm00001eb361760"	1.98580248135179	4.92972006915431	0.00023984981303946	0.0180748541600894
"Zm00001eb197780"	1.97681624273451	5.18709497419181	0.000244742057258183	0.0183889623849965
"Zm00001eb022810"	-3.46315677815603	-0.480051874832897	0.000246457291653284	0.0184632135068637
"Zm00001eb236640"	-2.65452300447336	0.293327627579469	0.000250649717814929	0.01871856568136
"Zm00001eb313510"	-1.99270738057547	4.1411643472579	0.000251622287311252	0.01871856568136
"Zm00001eb122740"	1.9792274061841	4.97131377695214	0.000252077077611636	0.01871856568136
"Zm00001eb353600"	2.25038648690995	1.59855991256329	0.000253500988289677	0.01876942011255
"Zm00001eb104190"	-2.10620400893304	2.3549612431463	0.000256625514263682	0.0189327725117811
"Zm00001eb025900"	-2.16490721430747	1.86430342645716	0.000257198240532543	0.0189327725117811
"Zm00001eb332050"	-1.94559632304272	8.55303759624728	0.000260047670696966	0.019087198396012
"Zm00001eb147140"	2.12043062461693	2.25466046755075	0.000263112002372273	0.0192564622831304
"Zm00001eb100140"	-2.02088556383758	3.34336330134463	0.000264239640341408	0.0192834192704322
"Zm00001eb271010"	-7.11311643950357	-1.37696635481728	0.000266572357181933	0.0192873834273287
"Zm00001eb005650"	-7.11311643950357	-1.37696635481728	0.000266572357181933	0.0192873834273287
"Zm00001eb372400"	7.08475681093338	-1.29460106726773	0.000266572357181933	0.0192873834273287
"Zm00001eb153570"	-3.24349342201449	-0.295467145305011	0.000268475350323849	0.019369886354615
"Zm00001eb036470"	2.00412266301198	3.70176804646417	0.000269761264462193	0.0193872874482745
"Zm00001eb306010"	1.96108276453845	5.13848347601785	0.000270826809273006	0.0193872874482745
"Zm00001eb300040"	-2.15609046741091	1.89505518973136	0.000271006735081802	0.0193872874482745
"Zm00001eb398970"	1.94831026588858	6.34286455379163	0.000271779905230887	0.0193879844754034
"Zm00001eb027960"	2.2608626279035	1.49100990265516	0.000278230063188744	0.019760541633023
"Zm00001eb207660"	-2.03966884051884	3.0635405159429	0.000278558588148616	0.019760541633023
"Zm00001eb364920"	2.06544508913192	2.63394250428867	0.000279905644224366	0.0198007903641281
"Zm00001eb370540"	-3.75577171280372	-0.738263110036283	0.000280890190500934	0.0198152424387826
"Zm00001eb075400"	2.07324326460055	2.71168840797533	0.000282951814414326	0.0199053858140339
"Zm00001eb016090"	3.00505735716013	0.040224900547403	0.00028975903339321	0.0203279569393756
"Zm00001eb041700"	-2.00466239001914	3.44041282011624	0.000297322012440196	0.0208010739061466
"Zm00001eb366410"	-1.94025346639561	5.61011276217083	0.000299410204133949	0.020889619626884
"Zm00001eb148630"	-4.41789278264518	-0.994398422036773	0.000304436722962586	0.0211821233324872
"Zm00001eb326420"	1.95824429844701	4.43305341179817	0.000313086349075598	0.0217244287462401
"Zm00001eb421690"	1.92784788718208	5.84482612519167	0.000320336141096118	0.0221178110948512
"Zm00001eb123110"	2.22228390705614	1.51917534715776	0.00032049749893311	0.0221178110948512
"Zm00001eb044650"	-2.01908076751994	2.88232894491482	0.00032208872970433	0.0221673858524964
"Zm00001eb214080"	-2.10836361188469	2.15889073722922	0.000325124127258015	0.0223158171239042
"Zm00001eb020100"	2.0053428989251	3.12941955200145	0.000326762777628723	0.0223678369290001
"Zm00001eb061670"	-2.4632474486076	0.640155115558073	0.000330621525810074	0.022571140509335
"Zm00001eb242880"	-2.48304586377987	0.546170962918348	0.000335649792611797	0.0228427033322632
"Zm00001eb231470"	-2.88800078604531	-0.297887567865377	0.00033729775356744	0.0228427033322632
"Zm00001eb046020"	-2.88800078604531	-0.297887567865377	0.00033729775356744	0.0228427033322632
"Zm00001eb350590"	2.72880847350317	0.254449338658424	0.000348689448467067	0.0234889051280361
"Zm00001eb165120"	-2.5957689423873	0.245559241954422	0.000348689448467067	0.0234889051280361
"Zm00001eb079530"	-2.23996682669002	1.19131099476346	0.000354680206196207	0.0238292553348119
"Zm00001eb042020"	-2.24190005051625	1.12773403566532	0.000361867666719206	0.02424799805805
"Zm00001eb218430"	3.53410630054378	-0.67190037728994	0.000374460795555769	0.0250258062208798
"Zm00001eb216020"	1.89287481772126	7.61589893258359	0.000376486892461463	0.025095173545804
"Zm00001eb365680"	-1.9909197180151	2.80664399212345	0.000386532006943736	0.0256630273029566
"Zm00001eb002660"	-2.16925824582695	1.57098931762217	0.000387027069500409	0.0256630273029566
"Zm00001eb216280"	7.00291968989665	-1.36063960104085	0.000399858535772899	0.026307791125618
"Zm00001eb005590"	7.00291968989665	-1.36063960104085	0.000399858535772899	0.026307791125618
"Zm00001eb207260"	7.00291968989665	-1.36063960104085	0.000399858535772899	0.026307791125618
"Zm00001eb417160"	2.12823234339238	1.88865584686069	0.000405689534411208	0.0266224584390363
"Zm00001eb334620"	-3.36401938626287	-0.562037185272336	0.000409801862681976	0.0268230105790502
"Zm00001eb061380"	-1.9981063212156	2.67963176073403	0.000411374823939812	0.0268567481459523
"Zm00001eb029590"	-1.90919105664162	4.5997077112898	0.000414993576061464	0.0270235304042486
"Zm00001eb305640"	-2.15554615224992	1.51219177066208	0.000425542857257553	0.0273998489712767
"Zm00001eb408430"	-4.34790107778602	-1.05211651671623	0.000425708813909741	0.0273998489712767
"Zm00001eb221980"	-4.34790107778602	-1.05211651671623	0.000425708813909741	0.0273998489712767
"Zm00001eb071050"	-1.93348248581011	3.63200827223316	0.000425985522707947	0.0273998489712767
"Zm00001eb074660"	-2.65356786528871	-0.0446623690730806	0.000426167126462997	0.0273998489712767
"Zm00001eb318610"	-2.20794703827742	1.16570903699486	0.000427667417811973	0.0274268730877598
"Zm00001eb281970"	-2.75634511920027	-0.165759705605581	0.000428778244700269	0.0274288471093402
"Zm00001eb418610"	-2.20839285213797	1.10097906688268	0.000439526980605111	0.0280457969835362
"Zm00001eb277660"	-2.06007938250361	1.96051910840799	0.000456062971938874	0.0290280081086708
"Zm00001eb426750"	2.54693373162046	0.440868172650851	0.000457644895461321	0.0290558744128393
"Zm00001eb294020"	-1.93547443737205	3.38562446520585	0.000465773756970645	0.0294982302544301
"Zm00001eb228450"	2.59145673877568	0.319927784767261	0.000472500731967175	0.029849822360792
"Zm00001eb079730"	-1.86245784484922	6.35512260574989	0.000474899548408493	0.0299269204252657
"Zm00001eb197810"	1.90991378606018	3.94895610386827	0.000477351394327426	0.030006970322622
"Zm00001eb412960"	1.91954297446303	3.61218008173355	0.000479170117890023	0.0300469242319383
"Zm00001eb392530"	-1.87105670677866	5.10961772750326	0.000494389985182501	0.0308776739590337
"Zm00001eb019830"	-1.86471934929232	5.58550539901439	0.000494850106368197	0.0308776739590337
"Zm00001eb004650"	1.95834314939113	2.83617960090637	0.000498066284807255	0.0309197834137751
"Zm00001eb182080"	-3.69715661709644	-0.786585937820566	0.000501612488835854	0.0309197834137751
"Zm00001eb136910"	-3.69715661709644	-0.786585937820566	0.000501612488835854	0.0309197834137751
"Zm00001eb138820"	-3.69715661709644	-0.786585937820566	0.000501612488835854	0.0309197834137751
"Zm00001eb373660"	3.48189257271117	-0.714137879369781	0.000501612488835854	0.0309197834137751
"Zm00001eb125780"	2.77779278600516	0.0917953765062138	0.000503584566231777	0.0309661831574388
"Zm00001eb212500"	1.85830422125586	5.96270113626118	0.000507290940315794	0.0311187457011109
"Zm00001eb228100"	-1.92263301257762	3.39885067276871	0.000509995382404809	0.0312092595941025
"Zm00001eb105580"	-1.88160451130676	4.31564200710019	0.000514820137424421	0.0314287793510351
"Zm00001eb145800"	-2.0029580257719	2.16323055388667	0.000516604388645476	0.0314555361657199
"Zm00001eb141540"	2.91017888386138	-0.0374844844708367	0.000518414979375681	0.0314555361657199
"Zm00001eb382400"	2.25266805615784	0.983745786760366	0.000518974234266681	0.0314555361657199
"Zm00001eb009380"	2.03099982066404	2.08172811668455	0.000521893250548841	0.0315571452165199
"Zm00001eb032470"	-2.71583599306253	-0.1982647181679	0.000530697086883243	0.0320132618016314
"Zm00001eb258780"	2.8948976277626	-0.334909750042283	0.000537105629543068	0.032323067696388
"Zm00001eb381590"	1.89553575233534	3.71397676287705	0.000544098436654764	0.0326664867548094
"Zm00001eb196960"	1.84241917403632	6.0283758605875	0.000555864065863891	0.0332941599449985
"Zm00001eb213550"	-2.29745430836366	0.793534014842518	0.000560882105220606	0.0334250783936086
"Zm00001eb187390"	1.89573407956394	3.67142422782982	0.000561083194863827	0.0334250783936086
"Zm00001eb059800"	1.8682160006918	4.38188058333119	0.000561998286110839	0.0334250783936086
"Zm00001eb330540"	-1.84955558813291	5.01147301921482	0.00056841814018738	0.0337279137574736
"Zm00001eb254900"	1.86297519019629	4.23384584188988	0.000584592040242498	0.0346067586340291
"Zm00001eb161780"	1.8360381021321	5.86043514860505	0.00058834875311891	0.0346918849832727
"Zm00001eb266130"	2.44321660667439	0.498572671312224	0.000588762105362677	0.0346918849832727
"Zm00001eb323710"	-1.83747533643972	5.5368481758609	0.000596076298954212	0.0350415594635212
"Zm00001eb216880"	1.83481536139486	5.47117435685849	0.000606152005662129	0.0353119226547026
"Zm00001eb151750"	-1.84036879238748	5.08905233114652	0.000606209128148728	0.0353119226547026
"Zm00001eb242990"	6.91615969416369	-1.42991809116129	0.00060623713488149	0.0353119226547026
"Zm00001eb180690"	6.91615969416369	-1.42991809116129	0.00060623713488149	0.0353119226547026
"Zm00001eb034610"	-2.17286595444038	1.00466020224896	0.00061535684586166	0.0357611040217453
"Zm00001eb247830"	2.49894630360974	0.402273796652361	0.000617931917707811	0.0358287647993323
"Zm00001eb342280"	1.91191065554352	3.13720814773584	0.000620511493105555	0.035896377856284
"Zm00001eb245630"	2.87711357016735	-0.0643658826824559	0.000631937318123471	0.0362934763373141
"Zm00001eb051000"	-2.6162061451625	-0.0745590524966834	0.000631937318123471	0.0362934763373141
"Zm00001eb402580"	-2.6162061451625	-0.0745590524966834	0.000631937318123471	0.0362934763373141
"Zm00001eb105970"	1.92418674849072	2.88727490145417	0.000633092219933459	0.0362934763373141
"Zm00001eb088290"	-2.02356188597901	1.78970585016304	0.000635742205222623	0.0363633086572832
"Zm00001eb407250"	-2.10708246686605	1.31997986085899	0.00063891734199478	0.0364627973422459
"Zm00001eb403180"	1.87366504397789	3.57624413438601	0.000646846771675352	0.0368325574292988
"Zm00001eb281820"	-2.67415647759071	-0.231501763663741	0.000658468968704206	0.0374104651660224
"Zm00001eb078740"	-1.95665829536194	2.2364088300623	0.000661987404831475	0.0374496351257423
"Zm00001eb350630"	-1.90738107988515	2.89530235411074	0.000662295226050375	0.0374496351257423
"Zm00001eb220940"	-1.81972844268728	5.45095567360731	0.000663582288808633	0.0374496351257423
"Zm00001eb157060"	1.86109070956312	3.90168922812982	0.000667488953444287	0.0375260073870689
"Zm00001eb324220"	1.8555155273677	3.86988765738105	0.000667890822923104	0.0375260073870689
"Zm00001eb152760"	-2.09032342919679	1.46040544920611	0.000670933605218047	0.037607729900791
"Zm00001eb359870"	2.22569023583792	0.874136955713461	0.000674117428165536	0.037607729900791
"Zm00001eb031100"	-3.63605883028078	-0.836542763098882	0.000675268736602642	0.037607729900791
"Zm00001eb068310"	-3.63605883028078	-0.836542763098882	0.000675268736602642	0.037607729900791
"Zm00001eb047120"	2.42018222860834	0.480167999189235	0.00067933718735762	0.0376697833125979
"Zm00001eb053550"	-2.75100432529789	-0.407411359875031	0.000680832829598457	0.0376697833125979
"Zm00001eb364140"	-2.75100432529789	-0.407411359875031	0.000680832829598457	0.0376697833125979
"Zm00001eb340500"	-2.47055534407312	0.145104589040352	0.000687045703666729	0.0378967764479521
"Zm00001eb115060"	1.89909990938975	3.09516316405406	0.000687919906383129	0.0378967764479521
"Zm00001eb128080"	-3.25756360151921	-0.648842844102677	0.000691613410432557	0.0379488897483401
"Zm00001eb194350"	-1.95083149777802	2.2836541894636	0.000692577181846285	0.0379488897483401
"Zm00001eb008030"	-1.94875813671491	2.23021973732023	0.000693348749536533	0.0379488897483401
"Zm00001eb186340"	1.99669678304118	2.0191249878641	0.000696290256205536	0.0379644891775846
"Zm00001eb050020"	2.10599982398689	1.42669366605794	0.00069662356106294	0.0379644891775846
"Zm00001eb014210"	1.87205258893169	3.2274814188491	0.000718323478109238	0.0390632613491696
"Zm00001eb017640"	-1.8786403994901	3.1394362597022	0.000722100550909381	0.0391847555360997
"Zm00001eb155340"	1.83950972323508	3.86663647847285	0.000726798633312646	0.03935560360684
"Zm00001eb381280"	-1.90985164837882	2.52857365280965	0.000728721363807409	0.0393757611813893
"Zm00001eb012040"	1.80722012083572	5.26357992260633	0.000737917436997441	0.0397880068577219
"Zm00001eb297830"	-2.07737078445267	1.29656933547862	0.000756073471556398	0.040680597211115
"Zm00001eb053920"	-2.57785108037533	-0.105074207917193	0.000771933245749202	0.041358685040183
"Zm00001eb343180"	-2.57785108037533	-0.105074207917193	0.000771933245749202	0.041358685040183
"Zm00001eb307340"	-1.79194554269427	5.82403843605796	0.000778527678420425	0.0416241872024529
"Zm00001eb152780"	-1.86392644822787	3.00083435099185	0.000780558898518799	0.0416451129974442
"Zm00001eb195930"	2.09254470326693	1.35706635323469	0.000786779224371301	0.0418889836103429
"Zm00001eb416830"	-1.92683834264654	2.1035576855883	0.00080723079984601	0.0428879359683876
"Zm00001eb006210"	1.78246835212928	6.11511550955947	0.000819035593218712	0.0432447193742592
"Zm00001eb010210"	-2.63123692579909	-0.265504313016158	0.00081905457627259	0.0432447193742592
"Zm00001eb337950"	-2.63123692579909	-0.265504313016158	0.00081905457627259	0.0432447193742592
"Zm00001eb313470"	-1.95722593387802	2.00874398308801	0.0008376597823698	0.0438564463795879
"Zm00001eb022710"	-1.76844027404608	9.47156936253768	0.00083820285000852	0.0438564463795879
"Zm00001eb359070"	2.44930761879659	0.362598843893668	0.000838318893601197	0.0438564463795879
"Zm00001eb349990"	2.42383276119346	0.342336751920544	0.000838318893601197	0.0438564463795879
"Zm00001eb401510"	-1.8898820330051	2.69060064759044	0.000839275198475339	0.0438564463795879
"Zm00001eb076200"	-2.0497258275505	1.42842885010048	0.000845820469549205	0.0440422299568265
"Zm00001eb248270"	-2.29365502950942	0.504364117184546	0.000846682064906451	0.0440422299568265
"Zm00001eb045990"	-4.19682534545695	-1.17478992671587	0.000849767391669751	0.0440422299568265
"Zm00001eb034570"	3.97416643923906	-1.11016880671797	0.000849767391669751	0.0440422299568265
"Zm00001eb222730"	1.78161970239238	5.49174257194901	0.000859153299361921	0.044437998351518
"Zm00001eb086070"	-2.46430378480405	-0.0175357187887901	0.000876863779264963	0.0452618547524655
"Zm00001eb138250"	1.89374225326781	2.61591560663055	0.000880906790638241	0.045378314107604
"Zm00001eb058940"	-1.81451480994031	3.71589407579789	0.000883311039590367	0.0453893062990266
"Zm00001eb430920"	-2.04414490569955	1.37465874073206	0.000884694700662237	0.0453893062990266
"Zm00001eb417750"	-2.38462865130191	0.219105030543458	0.000900593978717302	0.0461118642812593
"Zm00001eb093560"	1.78779764845044	4.6292517877599	0.000908557271228568	0.0464259969016513
"Zm00001eb100250"	-1.84090280750017	2.96811473406508	0.000912176837460111	0.0465173553496726
"Zm00001eb200790"	6.82384643431021	-1.50277084741535	0.000929563606818287	0.0470262895592773
"Zm00001eb300620"	6.82384643431021	-1.50277084741535	0.000929563606818287	0.0470262895592773
"Zm00001eb017940"	6.82384643431021	-1.50277084741535	0.000929563606818287	0.0470262895592773
"Zm00001eb253170"	6.82384643431021	-1.50277084741535	0.000929563606818287	0.0470262895592773
"Zm00001eb280930"	-1.84904056141547	2.89783831264904	0.000952825193552382	0.0481072537086606
"Zm00001eb119200"	1.99447692423382	1.60249937171733	0.000954816029542157	0.0481121188219298
"Zm00001eb338370"	-1.75558767654783	6.08263690421621	0.000974444365109697	0.0490039388046057
"Zm00001eb397980"	-1.78283982395706	4.12666175279424	0.000989042100245191	0.0496397493632942
