""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0005802"	"GO:0005802"	"trans-Golgi network"	"4/211"	"23/7601"	0.00337523509547611	0.263686945297931	0.239790059255671	"LOC100272249/LOC103646252/LOC100273143/LOC100282812"	4
"GO:0070469"	"GO:0070469"	"respirasome"	"5/211"	"47/7601"	0.00935194171586467	0.263686945297931	0.239790059255671	"LOC100193844/LOC103651601/LOC100276769/LOC100275994/LOC100281028"	5
"GO:0090575"	"GO:0090575"	"RNA polymerase II transcription regulator complex"	"4/211"	"35/7601"	0.0154084705882417	0.263686945297931	0.239790059255671	"LOC103650792/LOC100283439/LOC100280919/LOC100282260"	4
"GO:0031966"	"GO:0031966"	"mitochondrial membrane"	"9/211"	"141/7601"	0.0164013041287793	0.263686945297931	0.239790059255671	"LOC100384526/LOC100193844/LOC103651601/LOC100276769/LOC100280772/LOC541796/LOC100275994/LOC100281028/LOC100382844"	9
"GO:0000325"	"GO:0000325"	"plant-type vacuole"	"3/211"	"20/7601"	0.0169665446338368	0.263686945297931	0.239790059255671	"LOC542327/LOC100502532/LOC100273143"	3
"GO:1990234"	"GO:1990234"	"transferase complex"	"14/211"	"271/7601"	0.0184446609367781	0.263686945297931	0.239790059255671	"LOC100383088/LOC100281540/LOC100272978/LOC103650005/LOC100273306/LOC103625865/LOC100279314/LOC100384140/LOC103627724/LOC100283439/LOC100282689/LOC100282260/LOC103641392/LOC100280624"	14
"GO:0005740"	"GO:0005740"	"mitochondrial envelope"	"9/211"	"146/7601"	0.0201340632409885	0.263686945297931	0.239790059255671	"LOC100384526/LOC100193844/LOC103651601/LOC100276769/LOC100280772/LOC541796/LOC100275994/LOC100281028/LOC100382844"	9
"GO:0005911"	"GO:0005911"	"cell-cell junction"	"4/211"	"38/7601"	0.0203715442817051	0.263686945297931	0.239790059255671	"LOC100283474/LOC100193588/LOC100281680/LOC100501632"	4
"GO:0009506"	"GO:0009506"	"plasmodesma"	"4/211"	"38/7601"	0.0203715442817051	0.263686945297931	0.239790059255671	"LOC100283474/LOC100193588/LOC100281680/LOC100501632"	4
"GO:0030054"	"GO:0030054"	"cell junction"	"4/211"	"38/7601"	0.0203715442817051	0.263686945297931	0.239790059255671	"LOC100283474/LOC100193588/LOC100281680/LOC100501632"	4
"GO:0055044"	"GO:0055044"	"symplast"	"4/211"	"38/7601"	0.0203715442817051	0.263686945297931	0.239790059255671	"LOC100283474/LOC100193588/LOC100281680/LOC100501632"	4
"GO:0070161"	"GO:0070161"	"anchoring junction"	"4/211"	"38/7601"	0.0203715442817051	0.263686945297931	0.239790059255671	"LOC100283474/LOC100193588/LOC100281680/LOC100501632"	4
"GO:0000228"	"GO:0000228"	"nuclear chromosome"	"4/211"	"39/7601"	0.0222201023813761	0.263686945297931	0.239790059255671	"LOC100194139/LOC100192746/LOC103638137/LOC103627323"	4
"GO:0005773"	"GO:0005773"	"vacuole"	"6/211"	"80/7601"	0.0233369845696745	0.263686945297931	0.239790059255671	"LOC542327/LOC100282629/LOC100274361/LOC100502532/LOC100273143/LOC100280656"	6
"GO:0098791"	"GO:0098791"	"Golgi apparatus subcompartment"	"4/211"	"40/7601"	0.0241678882702508	0.263686945297931	0.239790059255671	"LOC100272249/LOC103646252/LOC100273143/LOC100282812"	4
"GO:0000786"	"GO:0000786"	"nucleosome"	"5/211"	"60/7601"	0.0249644445252479	0.263686945297931	0.239790059255671	"LOC542683/LOC100194139/LOC100192746/LOC103638137/LOC103627323"	5
"GO:0140535"	"GO:0140535"	"intracellular protein-containing complex"	"14/211"	"292/7601"	0.0323778833375613	0.309772856041359	0.281699389486381	"LOC100383088/LOC100281540/LOC100272978/LOC100286342/LOC103625865/LOC100282105/LOC100384140/LOC103627724/LOC100274064/LOC100272769/LOC100283439/LOC100282260/LOC103641392/LOC100282812"	14
"GO:0005730"	"GO:0005730"	"nucleolus"	"7/211"	"110/7601"	0.032993558631624	0.309772856041359	0.281699389486381	"LOC100277318/LOC542683/LOC100194139/LOC100192746/LOC103638137/LOC103627323/LOC732817"	7
"GO:0016469"	"GO:0016469"	"proton-transporting two-sector ATPase complex"	"3/211"	"28/7601"	0.0414945502104255	0.336674960718329	0.306163464745413	"LOC100281924/LOC542327/LOC100280656"	3
"GO:0005815"	"GO:0005815"	"microtubule organizing center"	"2/211"	"12/7601"	0.042151870098215	0.336674960718329	0.306163464745413	"LOC103643412/LOC100382067"	2
"GO:0030131"	"GO:0030131"	"clathrin adaptor complex"	"2/211"	"12/7601"	0.042151870098215	0.336674960718329	0.306163464745413	"LOC100280063/LOC100272249"	2
"GO:0005743"	"GO:0005743"	"mitochondrial inner membrane"	"7/211"	"117/7601"	0.0438275096793091	0.336674960718329	0.306163464745413	"LOC100384526/LOC100193844/LOC103651601/LOC100276769/LOC100280772/LOC100275994/LOC100281028"	7
"GO:0071011"	"GO:0071011"	"precatalytic spliceosome"	"2/211"	"13/7601"	0.0489232569011828	0.353056177707919	0.321060118002841	"LOC100282045/LOC100285446"	2
"GO:0098796"	"GO:0098796"	"membrane protein complex"	"13/211"	"286/7601"	0.0547134696169882	0.353056177707919	0.321060118002841	"LOC100280063/LOC100279572/LOC100272249/LOC542716/LOC100192536/LOC103651601/LOC100281924/LOC103654811/LOC542327/LOC100280772/LOC100275994/LOC100280656/LOC100278127"	13
"GO:0000151"	"GO:0000151"	"ubiquitin ligase complex"	"5/211"	"75/7601"	0.0567934692928588	0.353056177707919	0.321060118002841	"LOC100383088/LOC100281540/LOC100384140/LOC103627724/LOC103641392"	5
