""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0005840"	"GO:0005840"	"ribosome"	"134/756"	"295/7601"	3.82523686431864e-59	8.10950215235552e-57	7.00622330938362e-57	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC103633593/LOC100274313/LOC100274533/LOC100193269/LOC100284994/LOC100192949/LOC100283274/LOC100192863/rps4/LOC100217171/LOC100285246/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100191368/LOC100284082/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100280393/LOC100283242/LOC100193804/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC542640/LOC100384409/LOC100282862/LOC103650892/LOC100502186/LOC100283674/LOC100284012/LOC100282430/LOC100194265/LOC100273601/LOC100282819/LOC100281626/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100283310/LOC100286120/LOC542719/LOC103629631/LOC100192550/LOC103629630/LOC103629822/LOC103629907/LOC100280771/LOC100194344/LOC100194089/LOC100193240/LOC100285769/LOC100282387/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100274625/LOC100191317/LOC100280219/LOC100192778/LOC100192878/LOC541668/LOC100285268/LOC100280177/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100281596/LOC542641/LOC100273505/LOC100273323/LOC100193720/LOC100192774/LOC103639054/LOC100274227/LOC103639287/LOC100303837/LOC100282918/LOC100282781/LOC100281971/LOC100282772/LOC100286075/LOC100192625"	134
"GO:1990904"	"GO:1990904"	"ribonucleoprotein complex"	"158/756"	"456/7601"	1.1235717070861e-50	1.19098600951127e-48	1.02895514227885e-48	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100304415/LOC100274313/LOC100274533/LOC100193269/LOC100274446/LOC100284994/LOC100192949/LOC100283274/LOC100192863/rps4/LOC100217171/LOC100285246/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273845/LOC100285982/LOC542552/LOC110485086/LOC100191368/LOC100284082/LOC103646106/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100283242/LOC100193804/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC542640/LOC100384409/LOC542747/LOC100284614/LOC100282862/LOC103650892/LOC100502186/LOC100191203/LOC100283674/LOC100502496/LOC100284012/LOC100282430/LOC100194265/LOC100273601/LOC100192580/LOC100282819/LOC100281626/LOC100192963/LOC100216896/LOC100286216/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100383935/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC542298/LOC100303826/LOC100191855/LOC100273719/LOC100216667/LOC542339/LOC103626442/LOC100273359/LOC100382121/LOC100283310/LOC103627401/LOC100286120/LOC542719/LOC100272886/LOC103629631/LOC100192550/LOC103629630/LOC103629822/LOC100280771/LOC100194344/LOC100194089/LOC100193240/LOC100286213/LOC100283319/LOC100285769/LOC100282450/LOC100281110/LOC100282387/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC100284016/LOC100192526/LOC100286357/LOC103633434/LOC542529/LOC100274625/LOC100191317/LOC100280219/LOC100192778/LOC100192878/LOC541668/LOC100285268/LOC100280177/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273505/LOC100273323/LOC100193720/LOC100216589/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100284316/LOC100273909/LOC100282918/LOC100282781/LOC100281971/LOC100282772/LOC100286075/LOC100272851/LOC100192719/LOC100192625/LOC100193106/LOC103642006"	158
"GO:0022626"	"GO:0022626"	"cytosolic ribosome"	"75/756"	"128/7601"	5.42772789874711e-43	3.83559438178129e-41	3.31377071712982e-41	"LOC100282717/LOC103633583/LOC100193269/LOC100192949/LOC100192863/LOC100217171/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100191368/LOC100284082/LOC100283242/LOC100193804/LOC100192835/LOC100281990/LOC100280597/LOC100282862/LOC103650892/LOC100282430/LOC100194265/LOC100273601/LOC100282819/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC103654828/LOC103654826/LOC542341/LOC100193262/LOC103625791/LOC542298/LOC100303826/LOC542339/LOC100286120/LOC542719/LOC100280771/LOC100194089/LOC100193240/LOC100285769/LOC100282387/LOC100191681/LOC100193910/LOC100282508/LOC100284016/LOC100286357/LOC100192878/LOC541668/LOC100285268/LOC100280177/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100273505/LOC100193720/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100282918/LOC100281971/LOC100282772/LOC100286075/LOC100192625"	75
"GO:0044391"	"GO:0044391"	"ribosomal subunit"	"83/756"	"161/7601"	1.11714708837713e-41	5.92087956839878e-40	5.11535772046369e-40	"LOC100282391/LOC100282717/LOC103633583/LOC100274533/LOC100193269/LOC100192949/LOC100192863/rps4/LOC100217171/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100191368/LOC100284082/LOC100283242/LOC100193804/LOC100192835/LOC100281990/LOC100280597/LOC100384409/LOC100282862/LOC103650892/LOC100502186/LOC100282430/LOC100194265/LOC100273601/LOC100282819/LOC100192963/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC103625791/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100286120/LOC542719/LOC100280771/LOC100194089/LOC100193240/LOC100285769/LOC100282387/LOC100191681/LOC100193910/LOC100282508/LOC100284016/LOC100286357/LOC100192878/LOC541668/LOC100285268/LOC100280177/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100273505/LOC100193720/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100282918/LOC100281971/LOC100282772/LOC100286075/LOC100192625"	83
"GO:0015934"	"GO:0015934"	"large ribosomal subunit"	"50/756"	"102/7601"	4.46667470525234e-24	1.89387007502699e-22	1.63621347097665e-22	"LOC100282391/LOC100274533/LOC100192863/LOC100217171/LOC100191368/LOC100284082/LOC100192835/LOC100281990/LOC100280597/LOC103650892/LOC100502186/LOC100282430/LOC100273601/LOC100282819/LOC100192963/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100278608/LOC542298/LOC100273719/LOC542339/LOC100286120/LOC542719/LOC100280771/LOC100194089/LOC100285769/LOC100191681/LOC100193910/LOC100282508/LOC100284016/LOC100286357/LOC100192878/LOC541668/LOC100285268/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100303837/LOC100281971/LOC100286075/LOC100192625"	50
"GO:0022625"	"GO:0022625"	"cytosolic large ribosomal subunit"	"44/756"	"82/7601"	2.15370418702263e-23	7.60975479414664e-22	6.57446541301646e-22	"LOC100192863/LOC100217171/LOC100191368/LOC100284082/LOC100192835/LOC100281990/LOC100280597/LOC103650892/LOC100282430/LOC100273601/LOC100282819/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC542298/LOC542339/LOC100286120/LOC542719/LOC100280771/LOC100194089/LOC100285769/LOC100191681/LOC100193910/LOC100282508/LOC100284016/LOC100286357/LOC100192878/LOC541668/LOC100285268/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100303837/LOC100281971/LOC100286075/LOC100192625"	44
"GO:0005829"	"GO:0005829"	"cytosol"	"117/756"	"485/7601"	3.28618443356793e-21	9.95244428452002e-20	8.59843746527549e-20	"LOC103631746/LOC100282717/LOC100285961/LOC103633583/LOC100193269/LOC100192949/LOC100192863/LOC542586/LOC100217171/LOC100282592/LOC542363/LOC100285267/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100191368/LOC100284082/LOC100273233/LOC103646599/LOC100283242/LOC100193804/LOC100192835/LOC100281990/LOC100280597/LOC100272481/LOC103649899/LOC100282862/LOC100191165/LOC103650892/LOC100502496/LOC100282957/LOC103651223/LOC100282430/LOC100194265/LOC100273601/LOC100282819/LOC542596/LOC103653663/LOC100191612/LOC103653691/LOC100193440/LOC100281960/LOC100191959/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100283716/LOC103654781/LOC103654828/LOC103654826/LOC542341/LOC100272855/LOC100193262/LOC103625791/LOC100274298/LOC542298/LOC100303826/LOC100382091/LOC100283250/LOC100285832/LOC542339/LOC100286120/LOC542459/LOC542719/LOC100193642/LOC100280771/LOC100194089/LOC100193240/LOC100285769/LOC100285847/LOC100282387/LOC100191681/LOC100193910/LOC100282508/LOC100284016/LOC100273379/LOC100286357/LOC100192878/LOC541668/LOC100285268/LOC100280177/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC541958/LOC100273505/LOC100272913/LOC100193720/LOC542435/LOC100193064/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100284316/LOC103639438/LOC100273877/LOC100282918/LOC100282781/LOC100282332/LOC100281971/LOC100282772/LOC100282280/LOC100286075/LOC100280339/LOC100192625/LOC100193106/LOC100283840"	117
"GO:0022627"	"GO:0022627"	"cytosolic small ribosomal subunit"	"31/756"	"46/7601"	5.72291116107137e-21	1.51657145768391e-19	1.31024545003476e-19	"LOC100282717/LOC103633583/LOC100193269/LOC100192949/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100283242/LOC100193804/LOC100282862/LOC100194265/LOC103654828/LOC103654826/LOC542341/LOC100193262/LOC103625791/LOC100303826/LOC100193240/LOC100282387/LOC100280177/LOC100273505/LOC100193720/LOC100192774/LOC103639054/LOC100274227/LOC100282918/LOC100282772"	31
"GO:0015935"	"GO:0015935"	"small ribosomal subunit"	"33/756"	"59/7601"	1.39115247309396e-18	3.27693693662133e-17	2.8311173136649e-17	"LOC100282717/LOC103633583/LOC100193269/LOC100192949/rps4/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC542552/LOC110485086/LOC100283242/LOC100193804/LOC100384409/LOC100282862/LOC100194265/LOC103654828/LOC103654826/LOC542341/LOC100193262/LOC103625791/LOC100303826/LOC100193240/LOC100282387/LOC100280177/LOC100273505/LOC100193720/LOC100192774/LOC103639054/LOC100274227/LOC100282918/LOC100282772"	33
"GO:0000502"	"GO:0000502"	"proteasome complex"	"19/756"	"56/7601"	8.74927417116098e-07	1.85484612428613e-05	1.60249863766527e-05	"LOC100192865/LOC100037815/LOC100283656/LOC542160/LOC103653823/LOC100285832/LOC100284233/LOC100282303/LOC100193683/LOC103627906/LOC100382784/LOC100281651/LOC100216834/LOC100283981/LOC100283094/LOC100191224/LOC103649975/LOC100217166/LOC100282220"	19
