""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0009555"	"GO:0009555"	"pollen development"	"4/253"	"19/7535"	0.00323002490070722	0.736181421842134	0.727729659581534	"LOC100273495/LOC100383373/LOC103626608/LOC103627145"	4
"GO:0000272"	"GO:0000272"	"polysaccharide catabolic process"	"7/253"	"68/7535"	0.00749186164563042	0.736181421842134	0.727729659581534	"LOC103632224/LOC100192000/LOC103640665/LOC103630392/LOC100381926/LOC100191699/LOC100279996"	7
"GO:0005984"	"GO:0005984"	"disaccharide metabolic process"	"5/253"	"38/7535"	0.00832020108297206	0.736181421842134	0.727729659581534	"LOC103653427/LOC100281530/LOC103626555/LOC103626734/LOC100216724"	5
"GO:0006913"	"GO:0006913"	"nucleocytoplasmic transport"	"5/253"	"40/7535"	0.0103318483238852	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC103633334/LOC100216910/LOC100278489"	5
"GO:0051169"	"GO:0051169"	"nuclear transport"	"5/253"	"40/7535"	0.0103318483238852	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC103633334/LOC100216910/LOC100278489"	5
"GO:0046513"	"GO:0046513"	"ceramide biosynthetic process"	"3/253"	"14/7535"	0.0103462513576282	0.736181421842134	0.727729659581534	"LOC100192955/LOC100282996/LOC100193560"	3
"GO:0048229"	"GO:0048229"	"gametophyte development"	"4/253"	"26/7535"	0.0103652960720277	0.736181421842134	0.727729659581534	"LOC100273495/LOC100383373/LOC103626608/LOC103627145"	4
"GO:0009311"	"GO:0009311"	"oligosaccharide metabolic process"	"5/253"	"42/7535"	0.0126536682254891	0.736181421842134	0.727729659581534	"LOC103653427/LOC100281530/LOC103626555/LOC103626734/LOC100216724"	5
"GO:0005975"	"GO:0005975"	"carbohydrate metabolic process"	"26/253"	"496/7535"	0.0152286913982934	0.736181421842134	0.727729659581534	"LOC103632224/LOC100281382/LOC100284317/LOC103646881/LOC100191567/LOC100192000/LOC103649736/LOC103650927/LOC542525/LOC100192522/LOC103653427/LOC100281530/LOC103626555/LOC100284665/LOC103626734/LOC100216724/LOC103640665/LOC103630392/LOC103632856/LOC100037799/LOC100381926/LOC100191341/LOC100191699/LOC100282376/LOC100382003/LOC100279996"	26
"GO:0006334"	"GO:0006334"	"nucleosome assembly"	"4/253"	"30/7535"	0.0171169864584828	0.736181421842134	0.727729659581534	"LOC542124/LOC103625810/LOC542385/LOC103638138"	4
"GO:0005976"	"GO:0005976"	"polysaccharide metabolic process"	"13/253"	"202/7535"	0.0182786390154142	0.736181421842134	0.727729659581534	"LOC103632224/LOC103646881/LOC100191567/LOC100192000/LOC103649736/LOC103640665/LOC103630392/LOC103632856/LOC100037799/LOC100381926/LOC100191699/LOC100382003/LOC100279996"	13
"GO:0015931"	"GO:0015931"	"nucleobase-containing compound transport"	"5/253"	"46/7535"	0.0183048407256759	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC100216910/LOC100278489/COAC1"	5
"GO:0034728"	"GO:0034728"	"nucleosome organization"	"4/253"	"31/7535"	0.0191480645322117	0.736181421842134	0.727729659581534	"LOC542124/LOC103625810/LOC542385/LOC103638138"	4
"GO:0016052"	"GO:0016052"	"carbohydrate catabolic process"	"9/253"	"122/7535"	0.0212558154311819	0.736181421842134	0.727729659581534	"LOC103632224/LOC100192000/LOC100281530/LOC103626555/LOC103640665/LOC103630392/LOC100381926/LOC100191699/LOC100279996"	9
"GO:0050657"	"GO:0050657"	"nucleic acid transport"	"4/253"	"32/7535"	0.0213221412825733	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC100216910/LOC100278489"	4
"GO:0050658"	"GO:0050658"	"RNA transport"	"4/253"	"32/7535"	0.0213221412825733	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC100216910/LOC100278489"	4
"GO:0051236"	"GO:0051236"	"establishment of RNA localization"	"4/253"	"32/7535"	0.0213221412825733	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC100216910/LOC100278489"	4
"GO:0006403"	"GO:0006403"	"RNA localization"	"4/253"	"34/7535"	0.0261081310961255	0.736181421842134	0.727729659581534	"LOC100193503/LOC100193549/LOC100216910/LOC100278489"	4
"GO:0010383"	"GO:0010383"	"cell wall polysaccharide metabolic process"	"7/253"	"88/7535"	0.0279856613105313	0.736181421842134	0.727729659581534	"LOC103646881/LOC100191567/LOC103649736/LOC103640665/LOC103632856/LOC100037799/LOC100279996"	7
"GO:0009057"	"GO:0009057"	"macromolecule catabolic process"	"21/253"	"402/7535"	0.0287681592534117	0.736181421842134	0.727729659581534	"LOC103632224/LOC100381631/LOC100384703/LOC100192000/LOC100272400/LOC100274494/LOC103651144/LOC100282400/LOC100274445/LOC103654920/LOC100193211/LOC100273032/LOC100274559/LOC103640665/LOC100274363/LOC103630392/LOC100502261/LOC100381926/LOC100191699/LOC100282795/LOC100279996"	21
"GO:0015994"	"GO:0015994"	"chlorophyll metabolic process"	"3/253"	"21/7535"	0.0318204489648342	0.736181421842134	0.727729659581534	"LOC100191887/LOC100281366/LOC103630362"	3
"GO:0030148"	"GO:0030148"	"sphingolipid biosynthetic process"	"3/253"	"21/7535"	0.0318204489648342	0.736181421842134	0.727729659581534	"LOC100192955/LOC100282996/LOC100193560"	3
"GO:0046351"	"GO:0046351"	"disaccharide biosynthetic process"	"3/253"	"21/7535"	0.0318204489648342	0.736181421842134	0.727729659581534	"LOC103653427/LOC103626734/LOC100216724"	3
"GO:0009312"	"GO:0009312"	"oligosaccharide biosynthetic process"	"3/253"	"22/7535"	0.0359553495713981	0.736181421842134	0.727729659581534	"LOC103653427/LOC103626734/LOC100216724"	3
"GO:0010038"	"GO:0010038"	"response to metal ion"	"3/253"	"22/7535"	0.0359553495713981	0.736181421842134	0.727729659581534	"LOC100381409/LOC100193052/LOC100282635"	3
"GO:0043161"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"7/253"	"95/7535"	0.040089588561422	0.736181421842134	0.727729659581534	"LOC100282400/LOC100274445/LOC103654920/LOC100273032/LOC100274559/LOC100274363/LOC100502261"	7
"GO:0044036"	"GO:0044036"	"cell wall macromolecule metabolic process"	"7/253"	"95/7535"	0.040089588561422	0.736181421842134	0.727729659581534	"LOC103646881/LOC100191567/LOC103649736/LOC103640665/LOC103632856/LOC100037799/LOC100279996"	7
"GO:0006672"	"GO:0006672"	"ceramide metabolic process"	"3/253"	"23/7535"	0.0403523895575583	0.736181421842134	0.727729659581534	"LOC100192955/LOC100282996/LOC100193560"	3
"GO:0071554"	"GO:0071554"	"cell wall organization or biogenesis"	"12/253"	"203/7535"	0.0403818332198186	0.736181421842134	0.727729659581534	"LOC100285211/LOC103646881/LOC100191567/LOC103649736/LOC541904/LOC100273516/LOC100284816/LOC103640665/LOC103632856/LOC100037799/LOC100382003/LOC100279996"	12
"GO:0045491"	"GO:0045491"	"xylan metabolic process"	"5/253"	"57/7535"	0.0416503041785322	0.736181421842134	0.727729659581534	"LOC103646881/LOC100191567/LOC103649736/LOC103640665/LOC100279996"	5
"GO:0009644"	"GO:0009644"	"response to high light intensity"	"2/253"	"10/7535"	0.042300181210865	0.736181421842134	0.727729659581534	"LOC103630457/LOC100282469"	2
"GO:0015698"	"GO:0015698"	"inorganic anion transport"	"2/253"	"10/7535"	0.042300181210865	0.736181421842134	0.727729659581534	"pht2/LOC103626520"	2
"GO:0016024"	"GO:0016024"	"CDP-diacylglycerol biosynthetic process"	"2/253"	"10/7535"	0.042300181210865	0.736181421842134	0.727729659581534	"LOC103637735/LOC100284256"	2
