""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:2000058"	"GO:2000058"	"regulation of ubiquitin-dependent protein catabolic process"	"3/204"	"11/7535"	0.00274762095283778	0.73296983676441	0.721769958104173	"LOC100281540/LOC103645857/LOC100384140"	3
"GO:1903050"	"GO:1903050"	"regulation of proteolysis involved in protein catabolic process"	"3/204"	"12/7535"	0.00359092200390652	0.73296983676441	0.721769958104173	"LOC100281540/LOC103645857/LOC100384140"	3
"GO:0022900"	"GO:0022900"	"electron transport chain"	"5/204"	"41/7535"	0.0046979340237706	0.73296983676441	0.721769958104173	"LOC100193844/LOC103651601/LOC100281924/LOC100281028/LOC100278127"	5
"GO:0030163"	"GO:0030163"	"protein catabolic process"	"15/204"	"266/7535"	0.00559740785581898	0.73296983676441	0.721769958104173	"LOC100383088/LOC100281540/LOC103645786/LOC103645857/LOC100286342/LOC100282105/LOC100384140/LOC103627724/LOC100274064/LOC100272769/LOC100282762/LOC101027200/LOC100192952/LOC100283413/LOC103641392"	15
"GO:0000160"	"GO:0000160"	"phosphorelay signal transduction system"	"5/204"	"48/7535"	0.00921858222530088	0.73296983676441	0.721769958104173	"LOC103649560/LOC100384725/LOC542184/LOC100279803/LOC103638799"	5
"GO:0009873"	"GO:0009873"	"ethylene-activated signaling pathway"	"4/204"	"32/7535"	0.0103597393304586	0.73296983676441	0.721769958104173	"LOC103649560/LOC100384725/LOC542184/LOC100279803"	4
"GO:0071369"	"GO:0071369"	"cellular response to ethylene stimulus"	"4/204"	"32/7535"	0.0103597393304586	0.73296983676441	0.721769958104173	"LOC103649560/LOC100384725/LOC542184/LOC100279803"	4
"GO:0022406"	"GO:0022406"	"membrane docking"	"3/204"	"18/7535"	0.0118190385658263	0.73296983676441	0.721769958104173	"LOC100274236/LOC100192536/LOC103654811"	3
"GO:0140056"	"GO:0140056"	"organelle localization by membrane tethering"	"3/204"	"18/7535"	0.0118190385658263	0.73296983676441	0.721769958104173	"LOC100274236/LOC100192536/LOC103654811"	3
"GO:0009057"	"GO:0009057"	"macromolecule catabolic process"	"19/204"	"402/7535"	0.0124137247735961	0.73296983676441	0.721769958104173	"LOC100383088/LOC100281540/LOC100274182/LOC103645786/LOC103645857/LOC100278146/LOC100286342/LOC100280285/LOC100282105/LOC100384140/LOC103627724/LOC100274064/LOC100272769/LOC100282762/LOC732817/LOC101027200/LOC100192952/LOC100283413/LOC103641392"	19
