""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0008308"	"GO:0008308"	"voltage-gated monoatomic anion channel activity"	"4/236"	"13/8650"	0.000318097255976811	0.0579678296231112	0.0529899827579686	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0005253"	"GO:0005253"	"monoatomic anion channel activity"	"4/236"	"14/8650"	0.000435848343030911	0.0579678296231112	0.0529899827579686	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0031625"	"GO:0031625"	"ubiquitin protein ligase binding"	"4/236"	"20/8650"	0.00185461429508647	0.120802266049727	0.110428664255983	"LOC103627724/LOC101027200/LOC100192952/LOC103641392"	4
"GO:0044389"	"GO:0044389"	"ubiquitin-like protein ligase binding"	"4/236"	"20/8650"	0.00185461429508647	0.120802266049727	0.110428664255983	"LOC103627724/LOC101027200/LOC100192952/LOC103641392"	4
"GO:0008509"	"GO:0008509"	"monoatomic anion transmembrane transporter activity"	"4/236"	"22/8650"	0.00268283724052226	0.120802266049727	0.110428664255983	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0005244"	"GO:0005244"	"voltage-gated monoatomic ion channel activity"	"4/236"	"23/8650"	0.0031790070013086	0.120802266049727	0.110428664255983	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0022832"	"GO:0022832"	"voltage-gated channel activity"	"4/236"	"23/8650"	0.0031790070013086	0.120802266049727	0.110428664255983	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0046982"	"GO:0046982"	"protein heterodimerization activity"	"7/236"	"76/8650"	0.00454713424851613	0.141530730918562	0.129377122446331	"LOC100217212/LOC103650792/LOC100194139/LOC100192746/LOC103638137/LOC103627323/LOC100283252"	7
"GO:0005216"	"GO:0005216"	"monoatomic ion channel activity"	"6/236"	"58/8650"	0.00478863375288368	0.141530730918562	0.129377122446331	"LOC103651474/LOC100281924/LOC542327/LOC542114/LOC541796/LOC100502532"	6
"GO:0015267"	"GO:0015267"	"channel activity"	"7/236"	"88/8650"	0.0100379573645048	0.242736059905298	0.221891689110107	"LOC541885/LOC103651474/LOC100281924/LOC542327/LOC542114/LOC541796/LOC100502532"	7
"GO:0022803"	"GO:0022803"	"passive transmembrane transporter activity"	"7/236"	"88/8650"	0.0100379573645048	0.242736059905298	0.221891689110107	"LOC541885/LOC103651474/LOC100281924/LOC542327/LOC542114/LOC541796/LOC100502532"	7
"GO:0052689"	"GO:0052689"	"carboxylic ester hydrolase activity"	"5/236"	"57/8650"	0.0191784371889119	0.333899980296595	0.305227128802982	"LOC103645786/LOC100280285/LOC103651272/LOC100279182/LOC100277743"	5
"GO:0022836"	"GO:0022836"	"gated channel activity"	"4/236"	"38/8650"	0.0192820114508936	0.333899980296595	0.305227128802982	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0022839"	"GO:0022839"	"monoatomic ion gated channel activity"	"4/236"	"38/8650"	0.0192820114508936	0.333899980296595	0.305227128802982	"LOC103651474/LOC542114/LOC541796/LOC100502532"	4
"GO:0003729"	"GO:0003729"	"mRNA binding"	"12/236"	"234/8650"	0.0264775244112947	0.333899980296595	0.305227128802982	"LOC100281329/LOC100216817/LOC103644172/LOC100283567/LOC100285172/LOC100280336/LOC100277387/LOC100284086/LOC100272318/LOC100280454/LOC101027200/LOC100192952"	12
"GO:0030695"	"GO:0030695"	"GTPase regulator activity"	"5/236"	"62/8650"	0.0265884647169366	0.333899980296595	0.305227128802982	"LOC103637660/LOC100275755/LOC103650005/LOC100501867/LOC100273143"	5
"GO:0060589"	"GO:0060589"	"nucleoside-triphosphatase regulator activity"	"5/236"	"62/8650"	0.0265884647169366	0.333899980296595	0.305227128802982	"LOC103637660/LOC100275755/LOC103650005/LOC100501867/LOC100273143"	5
"GO:0005546"	"GO:0005546"	"phosphatidylinositol-4,5-bisphosphate binding"	"3/236"	"24/8650"	0.0265951945642317	0.333899980296595	0.305227128802982	"LOC100279383/LOC100502100/LOC100284872"	3
"GO:0015103"	"GO:0015103"	"inorganic anion transmembrane transporter activity"	"3/236"	"24/8650"	0.0265951945642317	0.333899980296595	0.305227128802982	"LOC541885/LOC542114/LOC100502532"	3
"GO:0030234"	"GO:0030234"	"enzyme regulator activity"	"11/236"	"208/8650"	0.027030335067887	0.333899980296595	0.305227128802982	"LOC103637660/LOC100275755/LOC103650005/LOC100280285/LOC100284445/LOC100384140/LOC732740/LOC100282689/LOC100501867/LOC100191991/LOC100273143"	11
"GO:0015252"	"GO:0015252"	"proton channel activity"	"2/236"	"10/8650"	0.0288710509279011	0.333899980296595	0.305227128802982	"LOC100281924/LOC542327"	2
"GO:0036402"	"GO:0036402"	"proteasome-activating activity"	"2/236"	"10/8650"	0.0288710509279011	0.333899980296595	0.305227128802982	"LOC100274064/LOC100272769"	2
"GO:0046933"	"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"2/236"	"10/8650"	0.0288710509279011	0.333899980296595	0.305227128802982	"LOC100281924/LOC542327"	2
