""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0006334"	"GO:0006334"	"nucleosome assembly"	"12/416"	"30/7535"	2.39115393158067e-08	1.57062675174473e-05	1.5439828007582e-05	"LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100101530"	12
"GO:0034728"	"GO:0034728"	"nucleosome organization"	"12/416"	"31/7535"	3.70868182230161e-08	1.57062675174473e-05	1.5439828007582e-05	"LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100101530"	12
"GO:0001101"	"GO:0001101"	"response to acid chemical"	"12/416"	"38/7535"	4.99309896647305e-07	8.45830964920534e-05	8.31482375258986e-05	"LOC101027155/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	12
"GO:0009414"	"GO:0009414"	"response to water deprivation"	"12/416"	"38/7535"	4.99309896647305e-07	8.45830964920534e-05	8.31482375258986e-05	"LOC101027155/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	12
"GO:0009415"	"GO:0009415"	"response to water"	"12/416"	"38/7535"	4.99309896647305e-07	8.45830964920534e-05	8.31482375258986e-05	"LOC101027155/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	12
"GO:0006338"	"GO:0006338"	"chromatin remodeling"	"16/416"	"77/7535"	3.39321863348191e-06	0.000450641553558972	0.000442996916504253	"LOC103651104/LOC103633041/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC100101530/LOC103638205"	16
"GO:1902074"	"GO:1902074"	"response to salt"	"12/416"	"45/7535"	3.7243103599915e-06	0.000450641553558972	0.000442996916504253	"LOC101027155/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	12
"GO:0065004"	"GO:0065004"	"protein-DNA complex assembly"	"12/416"	"47/7535"	6.11697672707411e-06	0.000647634910978971	0.000636648498831003	"LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100101530"	12
"GO:0051788"	"GO:0051788"	"response to misfolded protein"	"5/416"	"10/7535"	0.000100167172613052	0.0084841595203255	0.0083402351091499	"LOC100191396/LOC103651627/LOC100382880/LOC100272688/LOC100194220"	5
"GO:0071218"	"GO:0071218"	"cellular response to misfolded protein"	"5/416"	"10/7535"	0.000100167172613052	0.0084841595203255	0.0083402351091499	"LOC100191396/LOC103651627/LOC100382880/LOC100272688/LOC100194220"	5
"GO:0006325"	"GO:0006325"	"chromatin organization"	"16/416"	"108/7535"	0.000260459516212813	0.0197947259203267	0.0194589302218087	"LOC103651104/LOC103633041/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC100101530/LOC103638205"	16
"GO:0010035"	"GO:0010035"	"response to inorganic substance"	"15/416"	"98/7535"	0.000280444759201795	0.0197947259203267	0.0194589302218087	"LOC103643442/LOC100285943/LOC101027155/LOC100304395/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010"	15
"GO:0009628"	"GO:0009628"	"response to abiotic stimulus"	"31/416"	"305/7535"	0.000676784280683253	0.0440950989029781	0.0433470741716966	"LOC100274071/LOC100191679/LOC100285943/LOC100501175/LOC100382166/LOC100274226/LOC542261/LOC101027155/LOC100281471/LOC103651471/LOC100384376/LOC100272712/LOC100192653/LOC103626626/LOC100216704/LOC103629610/LOC103630699/LOC100501309/LOC100273296/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100193614"	31
"GO:0071824"	"GO:0071824"	"protein-DNA complex organization"	"16/416"	"126/7535"	0.00146662788591885	0.0887309870980905	0.0872257637414896	"LOC103651104/LOC103633041/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC100101530/LOC103638205"	16
"GO:1901700"	"GO:1901700"	"response to oxygen-containing compound"	"24/416"	"230/7535"	0.00188848199469411	0.106636283300394	0.104827316337055	"LOC103634514/LOC103637689/LOC100273097/LOC103643442/LOC100279751/LOC100285943/LOC100194109/LOC103649783/LOC101027155/LOC100304395/LOC100272963/LOC100280979/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100282053"	24
"GO:0048584"	"GO:0048584"	"positive regulation of response to stimulus"	"6/416"	"27/7535"	0.0029982898982563	0.158721971488943	0.156029428257943	"LOC101027155/LOC103651104/LOC100384376/LOC100283780/LOC100501309/LOC100283254"	6
"GO:0016311"	"GO:0016311"	"dephosphorylation"	"14/416"	"118/7535"	0.00530269691446354	0.264199075679448	0.259717229680536	"LOC103634514/LOC100282590/LOC103646942/LOC100191574/LOC103648286/LOC103625788/LOC103625867/LOC100285253/LOC100857041/LOC100273157/LOC100280979/LOC103632989/LOC100273229/LOC732729"	14
"GO:0035966"	"GO:0035966"	"response to topologically incorrect protein"	"5/416"	"22/7535"	0.00603511138130048	0.269038912629553	0.264474964133445	"LOC100191396/LOC103651627/LOC100382880/LOC100272688/LOC100194220"	5
"GO:0035967"	"GO:0035967"	"cellular response to topologically incorrect protein"	"5/416"	"22/7535"	0.00603511138130048	0.269038912629553	0.264474964133445	"LOC100191396/LOC103651627/LOC100382880/LOC100272688/LOC100194220"	5
"GO:0005985"	"GO:0005985"	"sucrose metabolic process"	"5/416"	"24/7535"	0.00889513899099092	0.376709136268465	0.370318681151253	"LOC541615/LOC103650144/LOC542261/LOC100191591/LOC100283908"	5
"GO:0006470"	"GO:0006470"	"protein dephosphorylation"	"11/416"	"91/7535"	0.0111538347943102	0.417148561490094	0.410072096114664	"LOC103634514/LOC100282590/LOC103646942/LOC100191574/LOC103625788/LOC103625867/LOC100285253/LOC100857041/LOC100273157/LOC100280979/LOC732729"	11
"GO:0006914"	"GO:0006914"	"autophagy"	"6/416"	"35/7535"	0.0113275288244063	0.417148561490094	0.410072096114664	"LOC100240690/LOC103645750/LOC100382880/LOC100383190/LOC103630344/LOC103635676"	6
"GO:0061919"	"GO:0061919"	"process utilizing autophagic mechanism"	"6/416"	"35/7535"	0.0113275288244063	0.417148561490094	0.410072096114664	"LOC100240690/LOC103645750/LOC100382880/LOC100383190/LOC103630344/LOC103635676"	6
"GO:0080134"	"GO:0080134"	"regulation of response to stress"	"8/416"	"58/7535"	0.0136462321988472	0.481598278017649	0.473428494267023	"LOC101027155/LOC103651104/LOC103651481/LOC103654290/LOC100384376/LOC100283780/LOC100280210/LOC100283254"	8
"GO:0005987"	"GO:0005987"	"sucrose catabolic process"	"3/416"	"11/7535"	0.0197747930948019	0.620342583381378	0.609819155477126	"LOC103650144/LOC100191591/LOC100283908"	3
"GO:0006536"	"GO:0006536"	"glutamate metabolic process"	"3/416"	"11/7535"	0.0197747930948019	0.620342583381378	0.609819155477126	"LOC103651348/LOC103636185/LOC100193614"	3
"GO:0009411"	"GO:0009411"	"response to UV"	"3/416"	"11/7535"	0.0197747930948019	0.620342583381378	0.609819155477126	"LOC100191679/LOC100382166/LOC100273296"	3
"GO:0010033"	"GO:0010033"	"response to organic substance"	"32/416"	"401/7535"	0.0217447068216012	0.655989793635883	0.644861650116179	"LOC103634514/LOC103637689/LOC100191396/LOC100273097/LOC100279751/LOC100278846/LOC100194109/LOC103649783/LOC103650054/LOC101027155/LOC103651627/LOC100382880/LOC103626423/LOC100283352/LOC100283780/LOC100280979/LOC100272688/LOC100275504/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100282053/LOC100194220/LOC541624"	32
"GO:0006511"	"GO:0006511"	"ubiquitin-dependent protein catabolic process"	"20/416"	"224/7535"	0.0224600991917835	0.655989793635883	0.644861650116179	"LOC100283395/LOC100191396/LOC103643542/LOC100278846/LOC100382166/LOC103649975/LOC100217166/LOC100384196/LOC103653823/LOC100217052/LOC100279342/LOC103654927/LOC103625986/LOC100382880/LOC100170245/LOC100283384/LOC100283915/LOC103639549/LOC100276556/LOC100194220"	20
"GO:0012501"	"GO:0012501"	"programmed cell death"	"3/416"	"12/7535"	0.0253068321380235	0.664976886449651	0.653696286810009	"LOC103643442/LOC100285943/LOC100304395"	3
"GO:0046352"	"GO:0046352"	"disaccharide catabolic process"	"3/416"	"12/7535"	0.0253068321380235	0.664976886449651	0.653696286810009	"LOC103650144/LOC100191591/LOC100283908"	3
"GO:1900150"	"GO:1900150"	"regulation of defense response to fungus"	"3/416"	"12/7535"	0.0253068321380235	0.664976886449651	0.653696286810009	"LOC101027155/LOC103651481/LOC103654290"	3
"GO:0016567"	"GO:0016567"	"protein ubiquitination"	"19/416"	"213/7535"	0.0259081903811552	0.664976886449651	0.653696286810009	"LOC100191396/LOC103643542/LOC100274874/LOC100273438/LOC100274226/LOC103650965/LOC100193371/LOC100384196/LOC103654927/LOC100272712/LOC103625986/LOC103626364/LOC100170245/LOC100283384/LOC100501378/LOC100193216/LOC100272794/LOC100194220/LOC100284248"	19
"GO:0019941"	"GO:0019941"	"modification-dependent protein catabolic process"	"20/416"	"231/7535"	0.0300038741874268	0.713252289398036	0.701152750778409	"LOC100283395/LOC100191396/LOC103643542/LOC100278846/LOC100382166/LOC103649975/LOC100217166/LOC100384196/LOC103653823/LOC100217052/LOC100279342/LOC103654927/LOC103625986/LOC100382880/LOC100170245/LOC100283384/LOC100283915/LOC103639549/LOC100276556/LOC100194220"	20
"GO:0007623"	"GO:0007623"	"circadian rhythm"	"4/416"	"22/7535"	0.03035725092491	0.713252289398036	0.701152750778409	"LOC100274071/LOC100501175/LOC103626626/LOC103629610"	4
"GO:0006465"	"GO:0006465"	"signal peptide processing"	"3/416"	"13/7535"	0.031580839464458	0.713252289398036	0.701152750778409	"LOC100280989/LOC100282700/LOC100273277"	3
"GO:0043632"	"GO:0043632"	"modification-dependent macromolecule catabolic process"	"20/416"	"233/7535"	0.0324745934313646	0.713252289398036	0.701152750778409	"LOC100283395/LOC100191396/LOC103643542/LOC100278846/LOC100382166/LOC103649975/LOC100217166/LOC100384196/LOC103653823/LOC100217052/LOC100279342/LOC103654927/LOC103625986/LOC100382880/LOC100170245/LOC100283384/LOC100283915/LOC103639549/LOC100276556/LOC100194220"	20
"GO:0008643"	"GO:0008643"	"carbohydrate transport"	"4/416"	"23/7535"	0.0351969046591158	0.713252289398036	0.701152750778409	"LOC100274338/LOC100273190/LOC100272770/LOC100273779"	4
"GO:0006402"	"GO:0006402"	"mRNA catabolic process"	"7/416"	"57/7535"	0.0362376710890246	0.713252289398036	0.701152750778409	"LOC103646328/LOC103649964/LOC103651353/LOC100193030/LOC100280237/LOC100194141/LOC100383436"	7
"GO:0008219"	"GO:0008219"	"cell death"	"3/416"	"14/7535"	0.0385884647948475	0.713252289398036	0.701152750778409	"LOC103643442/LOC100285943/LOC100304395"	3
"GO:0009313"	"GO:0009313"	"oligosaccharide catabolic process"	"3/416"	"14/7535"	0.0385884647948475	0.713252289398036	0.701152750778409	"LOC103650144/LOC100191591/LOC100283908"	3
"GO:0080135"	"GO:0080135"	"regulation of cellular response to stress"	"3/416"	"14/7535"	0.0385884647948475	0.713252289398036	0.701152750778409	"LOC100283780/LOC100280210/LOC100283254"	3
