""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0047262"	"GO:0047262"	"polygalacturonate 4-alpha-galacturonosyltransferase activity"	"2/98"	"15/8650"	0.0121194421921804	0.494422805925915	0.494422805925915	"LOC103640332/LOC100285419"	2
"GO:0004190"	"GO:0004190"	"aspartic-type endopeptidase activity"	"3/98"	"45/8650"	0.0141879499951131	0.494422805925915	0.494422805925915	"LOC100274178/LOC103651531/LOC100304289"	3
"GO:0070001"	"GO:0070001"	"aspartic-type peptidase activity"	"3/98"	"45/8650"	0.0141879499951131	0.494422805925915	0.494422805925915	"LOC100274178/LOC103651531/LOC100304289"	3
"GO:0015605"	"GO:0015605"	"organophosphate ester transmembrane transporter activity"	"2/98"	"19/8650"	0.0191666653429077	0.494422805925915	0.494422805925915	"LOC542386/LOC542599"	2
"GO:0000978"	"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	"3/98"	"56/8650"	0.0253582605790876	0.494422805925915	0.494422805925915	"LOC100281240/LOC100193529/LOC100192057"	3
"GO:0000987"	"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	"3/98"	"65/8650"	0.0371697112503477	0.494422805925915	0.494422805925915	"LOC100281240/LOC100193529/LOC100192057"	3
"GO:0030276"	"GO:0030276"	"clathrin binding"	"2/98"	"28/8650"	0.0396768028804996	0.494422805925915	0.494422805925915	"LOC100281970/LOC100384187"	2
"GO:0000977"	"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	"3/98"	"69/8650"	0.0431791634856307	0.494422805925915	0.494422805925915	"LOC100281240/LOC100193529/LOC100192057"	3
"GO:0015932"	"GO:0015932"	"nucleobase-containing compound transmembrane transporter activity"	"2/98"	"33/8650"	0.0534493904062035	0.494422805925915	0.494422805925915	"LOC100501548/LOC542386"	2
"GO:0003690"	"GO:0003690"	"double-stranded DNA binding"	"5/98"	"185/8650"	0.0586228196655617	0.494422805925915	0.494422805925915	"LOC541973/LOC100281240/LOC103627587/LOC100193529/LOC100192057"	5
"GO:1901505"	"GO:1901505"	"carbohydrate derivative transmembrane transporter activity"	"2/98"	"36/8650"	0.0624083278788978	0.494422805925915	0.494422805925915	"LOC100501548/LOC542386"	2
"GO:0019829"	"GO:0019829"	"ATPase-coupled monoatomic cation transmembrane transporter activity"	"2/98"	"37/8650"	0.065500775697552	0.494422805925915	0.494422805925915	"LOC103636525/LOC103639290"	2
"GO:0016538"	"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	"2/98"	"38/8650"	0.068643699148681	0.494422805925915	0.494422805925915	"LOC100280674/LOC606440"	2
"GO:0050661"	"GO:0050661"	"NADP binding"	"2/98"	"38/8650"	0.068643699148681	0.494422805925915	0.494422805925915	"LOC542333/LOC100383421"	2
"GO:0030674"	"GO:0030674"	"protein-macromolecule adaptor activity"	"2/98"	"40/8650"	0.0750749459145805	0.494422805925915	0.494422805925915	"LOC100281970/LOC100384187"	2
"GO:0060090"	"GO:0060090"	"molecular adaptor activity"	"2/98"	"41/8650"	0.0783603232730215	0.494422805925915	0.494422805925915	"LOC100281970/LOC100384187"	2
"GO:0000981"	"GO:0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific"	"3/98"	"89/8650"	0.0798254744441321	0.494422805925915	0.494422805925915	"LOC100194336/LOC100281240/LOC100193529"	3
"GO:0020037"	"GO:0020037"	"heme binding"	"5/98"	"204/8650"	0.0815440841574564	0.494422805925915	0.494422805925915	"CYP714B3/LOC103635393/LOC103636404/LOC103647881/LOC103630512"	5
"GO:0004175"	"GO:0004175"	"endopeptidase activity"	"4/98"	"147/8650"	0.0852989601880305	0.494422805925915	0.494422805925915	"LOC100274178/LOC103651531/LOC100304289/LOC100283748"	4
"GO:0000976"	"GO:0000976"	"transcription cis-regulatory region binding"	"4/98"	"148/8650"	0.0869422804559643	0.494422805925915	0.494422805925915	"LOC100281240/LOC103627587/LOC100193529/LOC100192057"	4
"GO:0001067"	"GO:0001067"	"transcription regulatory region nucleic acid binding"	"4/98"	"148/8650"	0.0869422804559643	0.494422805925915	0.494422805925915	"LOC100281240/LOC103627587/LOC100193529/LOC100192057"	4
"GO:1990837"	"GO:1990837"	"sequence-specific double-stranded DNA binding"	"4/98"	"154/8650"	0.0971235599877611	0.494422805925915	0.494422805925915	"LOC100281240/LOC103627587/LOC100193529/LOC100192057"	4
"GO:0005509"	"GO:0005509"	"calcium ion binding"	"4/98"	"155/8650"	0.0988731205333629	0.494422805925915	0.494422805925915	"LOC103651495/LOC100384234/LOC100191712/LOC100281118"	4
"GO:0051287"	"GO:0051287"	"NAD binding"	"2/98"	"48/8650"	0.102529249036593	0.494422805925915	0.494422805925915	"LOC100192102/LOC542333"	2
"GO:0046906"	"GO:0046906"	"tetrapyrrole binding"	"5/98"	"220/8650"	0.104064958181447	0.494422805925915	0.494422805925915	"CYP714B3/LOC103635393/LOC103636404/LOC103647881/LOC103630512"	5
"GO:0019887"	"GO:0019887"	"protein kinase regulator activity"	"2/98"	"49/8650"	0.106133292108052	0.494422805925915	0.494422805925915	"LOC100280674/LOC606440"	2
"GO:0019899"	"GO:0019899"	"enzyme binding"	"3/98"	"101/8650"	0.106572168313027	0.494422805925915	0.494422805925915	"LOC100282523/LOC103636525/LOC100273409"	3
"GO:0004860"	"GO:0004860"	"protein kinase inhibitor activity"	"1/98"	"10/8650"	0.107743053297694	0.494422805925915	0.494422805925915	"LOC606440"	1
"GO:0031420"	"GO:0031420"	"alkali metal ion binding"	"1/98"	"10/8650"	0.107743053297694	0.494422805925915	0.494422805925915	"LOC100191614"	1
"GO:0070569"	"GO:0070569"	"uridylyltransferase activity"	"1/98"	"10/8650"	0.107743053297694	0.494422805925915	0.494422805925915	"LOC100191463"	1
"GO:0005102"	"GO:0005102"	"signaling receptor binding"	"1/98"	"11/8650"	0.117863560332049	0.494422805925915	0.494422805925915	"LOC100282380"	1
"GO:0016638"	"GO:0016638"	"oxidoreductase activity, acting on the CH-NH2 group of donors"	"1/98"	"11/8650"	0.117863560332049	0.494422805925915	0.494422805925915	"LOC100502380"	1
"GO:0031491"	"GO:0031491"	"nucleosome binding"	"1/98"	"11/8650"	0.117863560332049	0.494422805925915	0.494422805925915	"LOC541973"	1
"GO:0051117"	"GO:0051117"	"ATPase binding"	"1/98"	"11/8650"	0.117863560332049	0.494422805925915	0.494422805925915	"LOC103636525"	1
"GO:0019207"	"GO:0019207"	"kinase regulator activity"	"2/98"	"53/8650"	0.120877641613439	0.494422805925915	0.494422805925915	"LOC100280674/LOC606440"	2
"GO:0004520"	"GO:0004520"	"DNA endonuclease activity"	"1/98"	"12/8650"	0.127870432781112	0.494422805925915	0.494422805925915	"LOC100280411"	1
"GO:0004568"	"GO:0004568"	"chitinase activity"	"1/98"	"12/8650"	0.127870432781112	0.494422805925915	0.494422805925915	"LOC100274178"	1
"GO:0070403"	"GO:0070403"	"NAD+ binding"	"1/98"	"12/8650"	0.127870432781112	0.494422805925915	0.494422805925915	"LOC542333"	1
"GO:0016209"	"GO:0016209"	"antioxidant activity"	"3/98"	"115/8650"	0.141529663703516	0.494422805925915	0.494422805925915	"LOC103635393/LOC103647881/dhar4"	3
"GO:0004536"	"GO:0004536"	"DNA nuclease activity"	"1/98"	"14/8650"	0.147548311627865	0.494422805925915	0.494422805925915	"LOC100280411"	1
"GO:0004713"	"GO:0004713"	"protein tyrosine kinase activity"	"1/98"	"14/8650"	0.147548311627865	0.494422805925915	0.494422805925915	"LOC103641278"	1
