""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0016671"	"GO:0016671"	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"	"3/161"	"13/8650"	0.00157801872460775	0.334539969616842	0.334539969616842	"LOC100285733/LOC100284385/LOC100272534"	3
"GO:0016667"	"GO:0016667"	"oxidoreductase activity, acting on a sulfur group of donors"	"4/161"	"45/8650"	0.00952177810101618	0.622049839980242	0.622049839980242	"LOC100285733/LOC100284385/LOC100191150/LOC100272534"	4
"GO:0019842"	"GO:0019842"	"vitamin binding"	"5/161"	"76/8650"	0.0134235357608388	0.622049839980242	0.622049839980242	"LOC103630932/LOC100279149/LOC100272381/LOC100285259/LOC100216685"	5
"GO:0031418"	"GO:0031418"	"L-ascorbic acid binding"	"2/161"	"10/8650"	0.0140459085917105	0.622049839980242	0.622049839980242	"LOC103630932/LOC100272381"	2
"GO:0004568"	"GO:0004568"	"chitinase activity"	"2/161"	"12/8650"	0.0201050311529372	0.622049839980242	0.622049839980242	"LOC100272870/LOC100191620"	2
"GO:0051539"	"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"3/161"	"32/8650"	0.0211471160756591	0.622049839980242	0.622049839980242	"LOC100276430/LOC542264/LOC100284663"	3
"GO:0016814"	"GO:0016814"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"	"2/161"	"13/8650"	0.0234735788671789	0.622049839980242	0.622049839980242	"LOC100191772/LOC100275036"	2
"GO:0016884"	"GO:0016884"	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	"2/161"	"13/8650"	0.0234735788671789	0.622049839980242	0.622049839980242	"LOC100192349/LOC103636016"	2
"GO:0016860"	"GO:0016860"	"intramolecular oxidoreductase activity"	"3/161"	"37/8650"	0.0309779414686225	0.729702621260885	0.729702621260885	"LOC100282341/LOC732747/LOC100272983"	3
"GO:0048029"	"GO:0048029"	"monosaccharide binding"	"2/161"	"18/8650"	0.0433428994732609	0.775640480953369	0.775640480953369	"LOC103630932/LOC100272381"	2
"GO:0031406"	"GO:0031406"	"carboxylic acid binding"	"3/161"	"46/8650"	0.0536802826671839	0.775640480953369	0.775640480953369	"LOC103630932/LOC100192085/LOC100272381"	3
"GO:0043177"	"GO:0043177"	"organic acid binding"	"3/161"	"46/8650"	0.0536802826671839	0.775640480953369	0.775640480953369	"LOC103630932/LOC100192085/LOC100272381"	3
"GO:0016209"	"GO:0016209"	"antioxidant activity"	"5/161"	"115/8650"	0.0631398287474445	0.775640480953369	0.775640480953369	"LOC100194034/LOC100273283/LOC542505/LOC542260/LOC100191150"	5
"GO:0030170"	"GO:0030170"	"pyridoxal phosphate binding"	"3/161"	"55/8650"	0.0823778326630997	0.775640480953369	0.775640480953369	"LOC100279149/LOC100285259/LOC100216685"	3
"GO:0070279"	"GO:0070279"	"vitamin B6 binding"	"3/161"	"55/8650"	0.0823778326630997	0.775640480953369	0.775640480953369	"LOC100279149/LOC100285259/LOC100216685"	3
