""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0046982"	"GO:0046982"	"protein heterodimerization activity"	"17/489"	"76/8650"	7.95597605763371e-07	0.000216139672413739	0.000212625690415279	"LOC100282526/LOC100277570/LOC100216750/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC103640970/LOC100273685/LOC100501458"	17
"GO:0030527"	"GO:0030527"	"structural constituent of chromatin"	"14/489"	"54/8650"	1.1316213215379e-06	0.000216139672413739	0.000212625690415279	"LOC100216750/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC103640970/LOC100501458"	14
"GO:0004842"	"GO:0004842"	"ubiquitin-protein transferase activity"	"23/489"	"187/8650"	0.000341158091215941	0.0434407969481632	0.0427345398470495	"LOC100191396/LOC100194362/LOC103643542/LOC103643715/LOC100273438/LOC100280669/LOC100281993/LOC100381591/LOC100193371/LOC100217052/LOC100279342/LOC103625986/LOC100170245/LOC100283384/LOC100501378/LOC100280330/LOC100283780/LOC100191180/LOC100192681/LOC100193216/LOC100272794/LOC100194220/LOC100284248"	23
"GO:0019787"	"GO:0019787"	"ubiquitin-like protein transferase activity"	"23/489"	"194/8650"	0.000578704865819223	0.0548767136952012	0.0539845323482691	"LOC100191396/LOC100194362/LOC103643542/LOC103643715/LOC100273438/LOC100280669/LOC100281993/LOC100381591/LOC100193371/LOC100217052/LOC100279342/LOC103625986/LOC100170245/LOC100283384/LOC100501378/LOC100280330/LOC100283780/LOC100191180/LOC100192681/LOC100193216/LOC100272794/LOC100194220/LOC100284248"	23
"GO:0016755"	"GO:0016755"	"aminoacyltransferase activity"	"23/489"	"197/8650"	0.000718281592869126	0.0548767136952012	0.0539845323482691	"LOC100191396/LOC100194362/LOC103643542/LOC103643715/LOC100273438/LOC100280669/LOC100281993/LOC100381591/LOC100193371/LOC100217052/LOC100279342/LOC103625986/LOC100170245/LOC100283384/LOC100501378/LOC100280330/LOC100283780/LOC100191180/LOC100192681/LOC100193216/LOC100272794/LOC100194220/LOC100284248"	23
"GO:0004721"	"GO:0004721"	"phosphoprotein phosphatase activity"	"14/489"	"98/8650"	0.00115130902193412	0.0733000077298054	0.0721083019000841	"LOC100282590/LOC103646942/LOC100191574/LOC100383723/LOC100273101/LOC103625788/LOC103625867/LOC100285253/LOC100857041/LOC100273157/LOC103635487/LOC100382798/LOC100283254/LOC732729"	14
"GO:0046983"	"GO:0046983"	"protein dimerization activity"	"24/489"	"222/8650"	0.00164009089269555	0.0895021030013858	0.0880469847657611	"LOC100194106/LOC100193160/LOC100282526/LOC103650673/LOC103651104/LOC103651274/LOC100277570/LOC100216750/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC103640790/LOC103640970/LOC100382888/LOC100273685/LOC100501458"	24
"GO:0061630"	"GO:0061630"	"ubiquitin protein ligase activity"	"14/489"	"105/8650"	0.002254923161218	0.107672580948159	0.105922048494056	"LOC100191396/LOC103643542/LOC100273438/LOC100280669/LOC100281993/LOC100217052/LOC100279342/LOC103625986/LOC100170245/LOC100283384/LOC100283780/LOC100192681/LOC100194220/LOC100284248"	14
"GO:0061659"	"GO:0061659"	"ubiquitin-like protein ligase activity"	"14/489"	"107/8650"	0.00269612469023748	0.11443551463008	0.112575030925705	"LOC100191396/LOC103643542/LOC100273438/LOC100280669/LOC100281993/LOC100217052/LOC100279342/LOC103625986/LOC100170245/LOC100283384/LOC100283780/LOC100192681/LOC100194220/LOC100284248"	14
"GO:0016746"	"GO:0016746"	"acyltransferase activity"	"37/489"	"416/8650"	0.00388595356877064	0.148443426327038	0.14603004463696	"LOC103631673/LOC100193685/LOC100279211/LOC100191396/LOC100194362/LOC103643542/LOC103643715/LOC100274874/LOC100273438/LOC100280669/LOC100282633/LOC100283536/LOC100281993/LOC100381591/LOC100193371/LOC100217052/LOC100279342/LOC103625815/LOC103625887/LOC103625986/LOC103626306/LOC100170245/LOC100283384/LOC100192501/LOC100501378/LOC100274269/LOC100280330/LOC100283780/LOC100191180/LOC100280283/LOC100192681/LOC100285712/LOC100281549/LOC100193216/LOC100272794/LOC100194220/LOC100284248"	37
