""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0006412"	"GO:0006412"	"translation"	"145/727"	"377/7535"	1.07645349358929e-54	1.03985407480725e-51	1.00506763033021e-51	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100274313/LOC100274533/LOC100193269/LOC100282096/LOC100284994/LOC100192949/LOC100283274/rps4/LOC100217171/LOC100282419/LOC100285246/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273405/LOC542552/LOC110485086/LOC100284082/LOC103646106/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100280393/LOC103646667/LOC100283242/LOC100193804/LOC100383212/LOC100216708/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC100383287/LOC542537/LOC542601/LOC542640/LOC542747/LOC100282862/LOC103650892/LOC100502186/LOC100284012/LOC100194093/LOC100282430/LOC100194265/LOC542538/LOC100273601/LOC100192580/LOC100282819/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100383520/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC103626016/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100279503/LOC100283310/LOC100286120/LOC542719/LOC100272886/LOC100280512/LOC103629631/LOC100192550/LOC103629630/LOC100286309/LOC103629822/LOC100280771/LOC100273441/LOC100194344/LOC100194089/LOC100193240/LOC100281110/LOC100282387/LOC103632085/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100192778/LOC100192878/LOC100285268/LOC100285944/LOC100280177/LOC100281351/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273323/LOC100192774/LOC103639054/LOC100274227/LOC103639438/LOC100273909/LOC100282918/LOC103640907/LOC100282772/LOC100286075/LOC100272851/LOC100192625"	145
"GO:0043043"	"GO:0043043"	"peptide biosynthetic process"	"145/727"	"380/7535"	3.55396539692012e-54	1.71656528671242e-51	1.6591406879306e-51	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100274313/LOC100274533/LOC100193269/LOC100282096/LOC100284994/LOC100192949/LOC100283274/rps4/LOC100217171/LOC100282419/LOC100285246/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273405/LOC542552/LOC110485086/LOC100284082/LOC103646106/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100280393/LOC103646667/LOC100283242/LOC100193804/LOC100383212/LOC100216708/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC100383287/LOC542537/LOC542601/LOC542640/LOC542747/LOC100282862/LOC103650892/LOC100502186/LOC100284012/LOC100194093/LOC100282430/LOC100194265/LOC542538/LOC100273601/LOC100192580/LOC100282819/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100383520/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC103626016/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100279503/LOC100283310/LOC100286120/LOC542719/LOC100272886/LOC100280512/LOC103629631/LOC100192550/LOC103629630/LOC100286309/LOC103629822/LOC100280771/LOC100273441/LOC100194344/LOC100194089/LOC100193240/LOC100281110/LOC100282387/LOC103632085/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100192778/LOC100192878/LOC100285268/LOC100285944/LOC100280177/LOC100281351/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273323/LOC100192774/LOC103639054/LOC100274227/LOC103639438/LOC100273909/LOC100282918/LOC103640907/LOC100282772/LOC100286075/LOC100272851/LOC100192625"	145
"GO:0006518"	"GO:0006518"	"peptide metabolic process"	"146/727"	"395/7535"	1.70588569684639e-52	5.49295194384537e-50	5.30919513369385e-50	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100274313/LOC100274533/LOC100193269/LOC100282096/LOC100284994/LOC100192949/LOC100283274/rps4/LOC100217171/LOC100282419/LOC100285246/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273405/LOC542552/LOC110485086/LOC100284082/LOC103646106/LOC100282505/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100280393/LOC103646667/LOC100283242/LOC100193804/LOC100383212/LOC100216708/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC100383287/LOC542537/LOC542601/LOC542640/LOC542747/LOC100282862/LOC103650892/LOC100502186/LOC100284012/LOC100194093/LOC100282430/LOC100194265/LOC542538/LOC100273601/LOC100192580/LOC100282819/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100383520/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC103626016/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100279503/LOC100283310/LOC100286120/LOC542719/LOC100272886/LOC100280512/LOC103629631/LOC100192550/LOC103629630/LOC100286309/LOC103629822/LOC100280771/LOC100273441/LOC100194344/LOC100194089/LOC100193240/LOC100281110/LOC100282387/LOC103632085/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100192778/LOC100192878/LOC100285268/LOC100285944/LOC100280177/LOC100281351/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273323/LOC100192774/LOC103639054/LOC100274227/LOC103639438/LOC100273909/LOC100282918/LOC103640907/LOC100282772/LOC100286075/LOC100272851/LOC100192625"	146
"GO:0043604"	"GO:0043604"	"amide biosynthetic process"	"149/727"	"419/7535"	4.10609295599394e-51	9.91621448872537e-49	9.58448539991218e-49	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100274313/LOC100274533/LOC100193269/LOC100282096/LOC100284994/LOC100192949/LOC100283274/rps4/LOC100217171/LOC100282419/LOC100285246/LOC103644210/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273405/LOC542552/LOC110485086/LOC100284082/LOC103646106/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100280393/LOC103646667/LOC100283242/LOC100193804/LOC100383212/LOC100216708/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC100383287/LOC542537/LOC542601/LOC542640/LOC542747/LOC100282862/LOC103650892/LOC100502186/LOC100284012/LOC100194093/LOC100282430/LOC100194265/LOC542538/LOC100273601/LOC100192580/LOC100282819/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100383520/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC103626016/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100279503/LOC100283310/LOC100286120/LOC542719/LOC100272886/LOC100280512/LOC103629631/LOC100192550/LOC103629630/LOC100286309/LOC103629822/LOC100280771/LOC100273441/LOC100194344/LOC100194089/LOC100193240/LOC100281110/LOC100282387/LOC103632085/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC542607/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100192778/LOC100192878/LOC100285268/LOC100285944/LOC100283732/LOC100280177/LOC100281351/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273323/LOC100192774/LOC103639054/LOC100274227/LOC100192594/LOC103639438/LOC100273909/LOC100282918/LOC103640907/LOC100282772/LOC100286075/LOC100272851/LOC100192625"	149
"GO:0043603"	"GO:0043603"	"amide metabolic process"	"154/727"	"471/7535"	1.87516799337899e-47	3.62282456320821e-45	3.50162949500456e-45	"LOC100282391/LOC100282717/LOC103647262/LOC103633261/LOC103633247/LOC103633583/LOC100274313/LOC100274533/LOC100193269/LOC100282096/LOC100284994/LOC100192949/LOC100283274/rps4/LOC100217171/LOC100282419/LOC100285246/LOC103644210/LOC101027156/LOC103644248/LOC100192600/LOC103625771/LOC103630443/LOC100273405/LOC542552/LOC110485086/LOC100284082/LOC103646106/LOC100282505/LOC103647029/LOC101027258/LOC103646454/LOC103647030/LOC100284269/LOC100280393/LOC103646667/LOC100283242/LOC100193804/LOC100383212/LOC100216708/LOC100282547/LOC100192835/LOC100281990/LOC100280597/LOC100280770/LOC100383287/LOC542537/LOC542601/LOC542640/LOC542747/LOC100282862/LOC103650892/LOC100502186/LOC100284012/LOC100194093/LOC100282430/LOC100194265/LOC542538/LOC100273601/LOC100192580/LOC100282819/LOC100192963/LOC100216896/LOC100191612/LOC103653691/LOC100281960/LOC100285759/LOC100194224/LOC100303995/LOC100193874/LOC100281952/LOC100383520/LOC100282104/LOC542617/LOC103625888/LOC103627157/LOC100193696/LOC103654828/LOC103654826/LOC542341/LOC100278608/LOC100193262/LOC100282718/LOC103625791/LOC100273341/LOC100273078/LOC103626016/LOC542298/LOC100303826/LOC100273719/LOC542339/LOC100280675/LOC100272307/LOC100194153/LOC100279503/LOC100283310/LOC100286120/LOC542719/LOC100272886/LOC100280512/LOC103629631/LOC100192550/LOC103629630/LOC100286309/LOC103629822/LOC100280771/LOC100273441/LOC100194344/LOC100194089/LOC100193240/LOC100193220/LOC100281110/LOC100282387/LOC103632085/LOC100191681/LOC100193910/LOC100193699/LOC100280220/LOC100282508/LOC542607/LOC100284016/LOC100286357/LOC103633434/LOC542529/LOC100192778/LOC100192878/LOC100285268/LOC100285944/LOC100283732/LOC100280177/LOC100281351/LOC100281129/LOC100286074/LOC100194313/LOC542323/LOC542337/LOC100193878/LOC100283331/LOC100284824/LOC542641/LOC100273323/LOC100192774/LOC103639054/LOC100274227/LOC100192594/LOC103639438/LOC100273909/LOC100282918/LOC100285783/LOC103640907/LOC100282772/LOC100286075/LOC100272851/LOC100192625"	154
"GO:0022613"	"GO:0022613"	"ribonucleoprotein complex biogenesis"	"63/727"	"212/7535"	5.71553080303715e-17	9.20200459288981e-15	8.89416810928763e-15	"LOC100193269/LOC100282096/LOC100274446/LOC100192949/LOC100192863/rps4/LOC100217171/LOC100273845/LOC100191368/LOC103646106/LOC100283242/LOC100192835/LOC100383287/LOC542747/LOC100282862/LOC103650892/LOC100194265/LOC100273601/LOC100192580/LOC100277089/LOC100286216/LOC100191612/LOC103653691/LOC100284070/LOC103654828/LOC103654826/LOC542341/LOC542298/LOC100303826/LOC100216667/LOC103626442/LOC100272912/LOC100284053/LOC100382121/LOC100216595/LOC103627696/LOC100272886/LOC100280771/LOC100193240/LOC100281110/LOC100282387/LOC100193910/LOC100191832/LOC100191317/LOC100280219/LOC100285268/LOC103634879/LOC100281351/LOC100216589/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100284316/LOC100273909/LOC100282918/LOC100281971/LOC100286075/LOC100272851/LOC100192719/LOC100192625/LOC100193106/LOC103642006"	63
"GO:0002181"	"GO:0002181"	"cytoplasmic translation"	"29/727"	"57/7535"	2.28142906606676e-15	3.14837211117214e-13	3.04304899488905e-13	"LOC100282096/LOC103646106/LOC100281990/LOC100383287/LOC542747/LOC100273601/LOC100192580/LOC100282819/LOC100191612/LOC103653691/LOC100285759/LOC100286120/LOC542719/LOC100272886/LOC100194089/LOC100281110/LOC100191681/LOC100284016/LOC100192778/LOC100285268/LOC100281351/LOC100194313/LOC542323/LOC542337/LOC100283331/LOC100284824/LOC100273909/LOC100282918/LOC100272851"	29
"GO:0042254"	"GO:0042254"	"ribosome biogenesis"	"49/727"	"162/7535"	9.12608102247086e-14	1.10197428346336e-11	1.06510971933311e-11	"LOC100193269/LOC100274446/LOC100192949/LOC100192863/rps4/LOC100217171/LOC100273845/LOC100191368/LOC100283242/LOC100192835/LOC100282862/LOC103650892/LOC100194265/LOC100273601/LOC100277089/LOC100191612/LOC103653691/LOC100284070/LOC103654828/LOC103654826/LOC542341/LOC542298/LOC100303826/LOC100216667/LOC103626442/LOC100284053/LOC100382121/LOC100216595/LOC103627696/LOC100280771/LOC100193240/LOC100282387/LOC100193910/LOC100191832/LOC100191317/LOC100280219/LOC100285268/LOC103634879/LOC100216589/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100282918/LOC100281971/LOC100286075/LOC100192719/LOC100192625/LOC103642006"	49
"GO:0042274"	"GO:0042274"	"ribosomal small subunit biogenesis"	"22/727"	"42/7535"	2.66913196844498e-12	2.86486831279761e-10	2.76902930527567e-10	"LOC100193269/LOC100192949/rps4/LOC100273845/LOC100283242/LOC100282862/LOC100194265/LOC103654828/LOC103654826/LOC542341/LOC100303826/LOC103626442/LOC103627696/LOC100193240/LOC100282387/LOC100216589/LOC100192774/LOC103639054/LOC100274227/LOC100303837/LOC100282918/LOC100192719"	22
"GO:0042255"	"GO:0042255"	"ribosome assembly"	"17/727"	"28/7535"	3.52931940207504e-11	3.40932254240449e-09	3.29526979962164e-09	"LOC100274446/LOC100192949/LOC103650892/LOC100273601/LOC100191612/LOC103653691/LOC103654828/LOC103654826/LOC542341/LOC542298/LOC100303826/LOC100216595/LOC100280771/LOC100193240/LOC100282387/LOC103639054/LOC100282918"	17
