""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0006672"	"GO:0006672"	"ceramide metabolic process"	"6/434"	"23/7535"	0.0015366152991501	0.966693813554655	0.966693813554655	"LOC103647301/LOC103652830/LOC103653686/LOC100282213/LOC100501660/LOC100383406"	6
"GO:0009698"	"GO:0009698"	"phenylpropanoid metabolic process"	"10/434"	"62/7535"	0.00261602848776236	0.966693813554655	0.966693813554655	"LOC103643196/LOC100191885/LOC103646525/LOC732847/LOC100281551/LOC103652771/LOC103654365/LOC100192586/LOC100281457/LOC100382329"	10
"GO:0019748"	"GO:0019748"	"secondary metabolic process"	"11/434"	"75/7535"	0.00352465340451696	0.966693813554655	0.966693813554655	"LOC103643196/LOC100191885/LOC103646525/LOC100284785/LOC732847/LOC100281551/LOC103652771/LOC103654365/LOC100192586/LOC100281457/LOC100382329"	11
"GO:0009699"	"GO:0009699"	"phenylpropanoid biosynthetic process"	"6/434"	"28/7535"	0.00449021816076218	0.966693813554655	0.966693813554655	"LOC103643196/LOC100191885/LOC103652771/LOC103654365/LOC100192586/LOC100382329"	6
"GO:0006665"	"GO:0006665"	"sphingolipid metabolic process"	"6/434"	"30/7535"	0.00641997668027147	0.966693813554655	0.966693813554655	"LOC103647301/LOC103652830/LOC103653686/LOC100282213/LOC100501660/LOC100383406"	6
"GO:0006613"	"GO:0006613"	"cotranslational protein targeting to membrane"	"4/434"	"15/7535"	0.00891162958667118	0.966693813554655	0.966693813554655	"LOC100282410/LOC103645776/LOC100280752/LOC100280873"	4
"GO:0006614"	"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"4/434"	"15/7535"	0.00891162958667118	0.966693813554655	0.966693813554655	"LOC100282410/LOC103645776/LOC100280752/LOC100280873"	4
"GO:0044550"	"GO:0044550"	"secondary metabolite biosynthetic process"	"6/434"	"35/7535"	0.0137710774915719	0.966693813554655	0.966693813554655	"LOC103643196/LOC100191885/LOC103652771/LOC103654365/LOC100192586/LOC100382329"	6
"GO:0048878"	"GO:0048878"	"chemical homeostasis"	"11/434"	"93/7535"	0.0173975156189821	0.966693813554655	0.966693813554655	"LOC100277047/LOC100382332/LOC103644296/LOC103646092/LOC100285545/LOC100502473/LOC100281987/LOC103626026/LOC100282213/LOC103630789/LOC100383429"	11
"GO:0009251"	"GO:0009251"	"glucan catabolic process"	"5/434"	"28/7535"	0.0202740854581143	0.966693813554655	0.966693813554655	"LOC103625882/LOC542684/LOC103626453/LOC100279291/LOC100281146"	5
"GO:1990937"	"GO:1990937"	"xylan acetylation"	"5/434"	"28/7535"	0.0202740854581143	0.966693813554655	0.966693813554655	"LOC100272706/LOC103651417/LOC103651681/LOC103639219/LOC100274457"	5
"GO:0010020"	"GO:0010020"	"chloroplast fission"	"3/434"	"11/7535"	0.0221345940399672	0.966693813554655	0.966693813554655	"MURE/LOC100383294/LOC541645"	3
"GO:0043572"	"GO:0043572"	"plastid fission"	"3/434"	"11/7535"	0.0221345940399672	0.966693813554655	0.966693813554655	"MURE/LOC100383294/LOC541645"	3
"GO:0009808"	"GO:0009808"	"lignin metabolic process"	"4/434"	"20/7535"	0.0251951232430576	0.966693813554655	0.966693813554655	"LOC100191885/LOC732847/LOC100281551/LOC100192586"	4
"GO:0006865"	"GO:0006865"	"amino acid transport"	"7/434"	"51/7535"	0.0258030509296714	0.966693813554655	0.966693813554655	"LOC100381796/LOC100382244/LOC103651482/LOC100285703/LOC103627663/LOC100273033/LOC103638763"	7
"GO:0000373"	"GO:0000373"	"Group II intron splicing"	"3/434"	"12/7535"	0.0282765110897013	0.966693813554655	0.966693813554655	"LOC100383040/LOC542118/LOC100272285"	3
"GO:0006188"	"GO:0006188"	"IMP biosynthetic process"	"3/434"	"12/7535"	0.0282765110897013	0.966693813554655	0.966693813554655	"LOC100192064/LOC100281175/LOC100282707"	3
"GO:0046040"	"GO:0046040"	"IMP metabolic process"	"3/434"	"12/7535"	0.0282765110897013	0.966693813554655	0.966693813554655	"LOC100192064/LOC100281175/LOC100282707"	3
"GO:0055082"	"GO:0055082"	"intracellular chemical homeostasis"	"7/434"	"52/7535"	0.0283959403409423	0.966693813554655	0.966693813554655	"LOC100277047/LOC100382332/LOC100285545/LOC100502473/LOC100281987/LOC100282213/LOC103630789"	7
"GO:0030148"	"GO:0030148"	"sphingolipid biosynthetic process"	"4/434"	"21/7535"	0.0297483304419729	0.966693813554655	0.966693813554655	"LOC103653686/LOC100282213/LOC100501660/LOC100383406"	4
"GO:0072524"	"GO:0072524"	"pyridine-containing compound metabolic process"	"5/434"	"33/7535"	0.0387504219096025	0.966693813554655	0.966693813554655	"LOC100277985/LOC100383765/LOC100285593/LOC100280630/LOC100217128"	5
"GO:0045047"	"GO:0045047"	"protein targeting to ER"	"4/434"	"23/7535"	0.040223356386662	0.966693813554655	0.966693813554655	"LOC100282410/LOC103645776/LOC100280752/LOC100280873"	4
"GO:0072599"	"GO:0072599"	"establishment of protein localization to endoplasmic reticulum"	"4/434"	"23/7535"	0.040223356386662	0.966693813554655	0.966693813554655	"LOC100282410/LOC103645776/LOC100280752/LOC100280873"	4
"GO:0000272"	"GO:0000272"	"polysaccharide catabolic process"	"8/434"	"68/7535"	0.0405427562317754	0.966693813554655	0.966693813554655	"LOC100284984/LOC100274254/LOC103625882/LOC542684/LOC103626453/LOC100279291/LOC103633411/LOC100281146"	8
"GO:0005975"	"GO:0005975"	"carbohydrate metabolic process"	"38/434"	"496/7535"	0.0415131247301812	0.966693813554655	0.966693813554655	"LOC100279948/LOC100383765/LOC606431/LOC103641497/LOC100285593/LOC100284984/LOC100272706/LOC100280296/LOC100286337/LOC100273593/LOC103647301/LOC103647311/LOC100383352/LOC100194385/LOC100273469/LOC103651417/LOC103651681/LOC103652830/LOC100382228/LOC100274254/LOC103625882/LOC542684/LOC103626453/LOC100278478/LOC100383100/LOC100279291/LOC100281592/LOC100276406/LOC100193772/LOC103633263/LOC103633411/LOC100282942/LOC100191753/LOC100273421/LOC100281146/LOC103639219/LOC100274457/LOC103641257"	38
"GO:0046513"	"GO:0046513"	"ceramide biosynthetic process"	"3/434"	"14/7535"	0.0429653925554619	0.966693813554655	0.966693813554655	"LOC103653686/LOC100501660/LOC100383406"	3
"GO:0006163"	"GO:0006163"	"purine nucleotide metabolic process"	"11/434"	"107/7535"	0.0433816431171619	0.966693813554655	0.966693813554655	"LOC100383765/LOC103643196/LOC100285593/LOC100192064/LOC103646525/LOC100217128/LOC100283198/LOC100281175/LOC100282707/LOC100280926/LOC100279628"	11
"GO:0045491"	"GO:0045491"	"xylan metabolic process"	"7/434"	"57/7535"	0.0439997930676081	0.966693813554655	0.966693813554655	"LOC100272706/LOC100286337/LOC103651417/LOC103651681/LOC100282942/LOC103639219/LOC100274457"	7
"GO:0009733"	"GO:0009733"	"response to auxin"	"11/434"	"108/7535"	0.0459181393902736	0.966693813554655	0.966693813554655	"LOC103639593/LOC100281007/LOC100281987/LOC103654385/LOC103654889/LOC103626407/LOC100282707/LOC100383086/LOC100192820/LOC103639522/LOC542294"	11
"GO:0006629"	"GO:0006629"	"lipid metabolic process"	"37/434"	"486/7535"	0.0474908957339286	0.966693813554655	0.966693813554655	"LOC100274428/LOC103643154/LOC103643196/LOC103644296/opr5/LOC103647301/LOC100273231/LOC100272916/LOC100502523/LOC100274548/LOC103650557/LOC100273985/LOC100285416/LOC100501228/LOC542766/LOC103652830/LOC103653686/LOC100501454/LOC103654534/LOC103626026/LOC100282213/LOC100284664/LOC103629258/LOC101027254/LOC100501660/LOC100280204/LOC100383128/LOC103636017/LOC100383406/opr2/LOC100384006/LOC100383498/LOC100192727/LOC100281693/LOC103641109/LOC103641698/LOC103652785"	37
"GO:0015849"	"GO:0015849"	"organic acid transport"	"8/434"	"71/7535"	0.05034995589299	0.966693813554655	0.966693813554655	"LOC100381796/LOC100382244/LOC103651482/LOC100286114/LOC100285703/LOC103627663/LOC100273033/LOC103638763"	8
"GO:0046942"	"GO:0046942"	"carboxylic acid transport"	"8/434"	"71/7535"	0.05034995589299	0.966693813554655	0.966693813554655	"LOC100381796/LOC100382244/LOC103651482/LOC100286114/LOC100285703/LOC103627663/LOC100273033/LOC103638763"	8
"GO:0000910"	"GO:0000910"	"cytokinesis"	"3/434"	"15/7535"	0.0514788332976596	0.966693813554655	0.966693813554655	"LOC541645/LOC542294/LOC103641257"	3
"GO:0032504"	"GO:0032504"	"multicellular organism reproduction"	"4/434"	"25/7535"	0.0525364996632111	0.966693813554655	0.966693813554655	"VP8/LOC100274016/LOC100280154/LOC100274254"	4
"GO:0048609"	"GO:0048609"	"multicellular organismal reproductive process"	"4/434"	"25/7535"	0.0525364996632111	0.966693813554655	0.966693813554655	"VP8/LOC100274016/LOC100280154/LOC100274254"	4
"GO:0050801"	"GO:0050801"	"monoatomic ion homeostasis"	"7/434"	"60/7535"	0.0555867816353755	0.966693813554655	0.966693813554655	"LOC100277047/LOC100382332/LOC103646092/LOC100285545/LOC100502473/LOC103630789/LOC100383429"	7
"GO:0006612"	"GO:0006612"	"protein targeting to membrane"	"5/434"	"37/7535"	0.0591188065114282	0.966693813554655	0.966693813554655	"LOC100383158/LOC100282410/LOC103645776/LOC100280752/LOC100280873"	5
"GO:0006164"	"GO:0006164"	"purine nucleotide biosynthetic process"	"7/434"	"61/7535"	0.0598332367610767	0.966693813554655	0.966693813554655	"LOC100192064/LOC103646525/LOC100283198/LOC100281175/LOC100282707/LOC100280926/LOC100279628"	7
"GO:0006643"	"GO:0006643"	"membrane lipid metabolic process"	"7/434"	"61/7535"	0.0598332367610767	0.966693813554655	0.966693813554655	"LOC103647301/LOC103652830/LOC103653686/LOC100282213/LOC100501660/LOC100383406/LOC100192727"	7
"GO:0072522"	"GO:0072522"	"purine-containing compound biosynthetic process"	"7/434"	"61/7535"	0.0598332367610767	0.966693813554655	0.966693813554655	"LOC100192064/LOC103646525/LOC100283198/LOC100281175/LOC100282707/LOC100280926/LOC100279628"	7
"GO:0006473"	"GO:0006473"	"protein acetylation"	"3/434"	"16/7535"	0.0607390288921931	0.966693813554655	0.966693813554655	"LOC103654166/LOC100283323/LOC542568"	3
"GO:0072521"	"GO:0072521"	"purine-containing compound metabolic process"	"11/434"	"114/7535"	0.06327232413991	0.966693813554655	0.966693813554655	"LOC100383765/LOC103643196/LOC100285593/LOC100192064/LOC103646525/LOC100217128/LOC100283198/LOC100281175/LOC100282707/LOC100280926/LOC100279628"	11
