""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0000786"	"GO:0000786"	"nucleosome"	"14/392"	"60/7601"	1.47054280485971e-06	0.000249992276826151	0.000230643029393786	"LOC100216750/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC103640970/LOC100501458"	14
"GO:0000785"	"GO:0000785"	"chromatin"	"17/392"	"114/7601"	6.7315186750639e-05	0.00572179087380432	0.00527892780307643	"LOC100383376/LOC100216750/LOC103633041/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC103640970/LOC100501458"	17
"GO:0032993"	"GO:0032993"	"protein-DNA complex"	"17/392"	"136/7601"	0.000588980597421353	0.0317807078305525	0.0293209007229246	"LOC100383376/LOC100216750/LOC103633041/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC103640970/LOC100501458"	17
"GO:0005694"	"GO:0005694"	"chromosome"	"21/392"	"190/7601"	0.000747781360718883	0.0317807078305525	0.0293209007229246	"LOC100216610/LOC100276200/LOC100383376/LOC100216750/LOC103633041/LOC100191180/LOC100278340/LOC100192931/LOC100282268/LOC103636523/LOC103646028/LOC103649716/LOC103634846/LOC103651039/LOC103646024/LOC103635780/LOC103631010/LOC100191936/LOC100191249/LOC103640970/LOC100501458"	21
"GO:0000159"	"GO:0000159"	"protein phosphatase type 2A complex"	"4/392"	"16/7601"	0.00772869041563516	0.183270060442701	0.16908507124435	"LOC732821/LOC103646298/LOC100191387/LOC100501635"	4
"GO:0030133"	"GO:0030133"	"transport vesicle"	"5/392"	"26/7601"	0.00952644233717137	0.183270060442701	0.16908507124435	"LOC103654268/LOC100283828/LOC100303986/LOC100191695/LOC100276400"	5
"GO:0030658"	"GO:0030658"	"transport vesicle membrane"	"5/392"	"26/7601"	0.00952644233717137	0.183270060442701	0.16908507124435	"LOC103654268/LOC100283828/LOC100303986/LOC100191695/LOC100276400"	5
"GO:0008287"	"GO:0008287"	"protein serine/threonine phosphatase complex"	"4/392"	"17/7601"	0.00970253261167243	0.183270060442701	0.16908507124435	"LOC732821/LOC103646298/LOC100191387/LOC100501635"	4
"GO:1903293"	"GO:1903293"	"phosphatase complex"	"4/392"	"17/7601"	0.00970253261167243	0.183270060442701	0.16908507124435	"LOC732821/LOC103646298/LOC100191387/LOC100501635"	4
"GO:0005635"	"GO:0005635"	"nuclear envelope"	"6/392"	"38/7601"	0.0122955770818769	0.209024810391908	0.192846419494701	"LOC103632918/LOC103643902/LOC100273971/LOC100277688/LOC100194061/LOC100282282"	6
