""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0036402"	"GO:0036402"	"proteasome-activating activity"	"3/296"	"10/8650"	0.00398000277327985	0.391634911390815	0.389735478553101	"LOC100274445/LOC100273032/LOC100274559"	3
"GO:0097599"	"GO:0097599"	"xylanase activity"	"3/296"	"10/8650"	0.00398000277327985	0.391634911390815	0.389735478553101	"LOC103632224/LOC100191699/LOC100279996"	3
"GO:0004553"	"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"14/296"	"183/8650"	0.00400991376850664	0.391634911390815	0.389735478553101	"LOC103632224/LOC100192019/LOC100192000/LOC103650927/LOC542525/LOC100192522/LOC100281530/LOC103626555/LOC100284665/LOC103640665/LOC103630392/LOC100381926/LOC100191699/LOC100279996"	14
"GO:0016798"	"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"15/296"	"213/8650"	0.00634994222973019	0.458796638111495	0.456571470295973	"LOC103632224/LOC100192019/LOC100192000/LOC103650927/LOC542525/LOC100192522/LOC100281530/LOC103626555/LOC100284665/LOC103640665/LOC103630392/LOC100381926/LOC100191699/LOC103641812/LOC100279996"	15
"GO:0042162"	"GO:0042162"	"telomeric DNA binding"	"3/296"	"13/8650"	0.00878996657240287	0.458796638111495	0.456571470295973	"LOC542124/LOC100383373/LOC100273602"	3
"GO:0044390"	"GO:0044390"	"ubiquitin-like protein conjugating enzyme binding"	"3/296"	"14/8650"	0.0109077431543998	0.458796638111495	0.456571470295973	"LOC100274494/LOC100193211/LOC100193125"	3
"GO:0015399"	"GO:0015399"	"primary active transmembrane transporter activity"	"8/296"	"89/8650"	0.0109610118320152	0.458796638111495	0.456571470295973	"LOC100126542/LOC103645864/LOC103645927/LOC100280656/LOC103654816/LOC542328/LOC100273417/LOC103641492"	8
"GO:0016757"	"GO:0016757"	"glycosyltransferase activity"	"21/296"	"372/8650"	0.0164944863820534	0.604110563742706	0.601180622082736	"LOC100192955/LOC100383262/LOC100281382/LOC100274497/LOC100281803/LOC103649736/LOC100382469/LOC103653427/LOC103626099/LOC103626734/LOC100193644/LOC100381672/UGT708A6/LOC100274282/LOC100194243/LOC103632856/LOC103633466/LOC103635621/LOC103638767/LOC100286008/LOC100382003"	21
"GO:0015318"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	"13/296"	"203/8650"	0.0220122554591988	0.647799158375761	0.644657326639431	"LOC100279541/LOC100126542/pht2/LOC100280656/LOC103648033/LOC100381948/LOC103626520/LOC542328/LOC541890/LOC100284121/LOC541888/LOC100273417/LOC100283261"	13
"GO:0016782"	"GO:0016782"	"transferase activity, transferring sulphur-containing groups"	"3/296"	"18/8650"	0.0221091862926881	0.647799158375761	0.644657326639431	"LOC100192515/LOC100192694/LOC100192103"	3
"GO:0140359"	"GO:0140359"	"ABC-type transporter activity"	"4/296"	"37/8650"	0.036569076332562	0.802211418090144	0.798320685507346	"LOC103645864/LOC103645927/LOC103654816/LOC103641492"	4
"GO:0016758"	"GO:0016758"	"hexosyltransferase activity"	"12/296"	"198/8650"	0.0391193942712594	0.802211418090144	0.798320685507346	"LOC100192955/LOC103649736/LOC103653427/LOC103626099/LOC103626734/UGT708A6/LOC100274282/LOC100194243/LOC103632856/LOC103633466/LOC103638767/LOC100382003"	12
"GO:0090599"	"GO:0090599"	"alpha-glucosidase activity"	"2/296"	"10/8650"	0.0438021837101378	0.802211418090144	0.798320685507346	"LOC100281530/LOC103626555"	2
"GO:0042626"	"GO:0042626"	"ATPase-coupled transmembrane transporter activity"	"6/296"	"76/8650"	0.0452663981065652	0.802211418090144	0.798320685507346	"LOC103645864/LOC103645927/LOC100280656/LOC103654816/LOC100273417/LOC103641492"	6
"GO:0008324"	"GO:0008324"	"monoatomic cation transmembrane transporter activity"	"10/296"	"159/8650"	0.0461017375070292	0.802211418090144	0.798320685507346	"LOC100279541/LOC100126542/LOC100280656/LOC103648033/LOC103650301/LOC100381948/LOC542328/LOC100284121/LOC100273417/LOC100283261"	10
"GO:0016702"	"GO:0016702"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	"3/296"	"24/8650"	0.0472149232842873	0.802211418090144	0.798320685507346	"LOC100191278/LOC100281391/LOC100502253"	3
