""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:1901137"	"GO:1901137"	"carbohydrate derivative biosynthetic process"	"3/13"	"218/7535"	0.00551137739872034	0.172252166402351	0.13088522926355	"LOC100382823/LOC542483/LOC100284410"	3
"GO:1901135"	"GO:1901135"	"carbohydrate derivative metabolic process"	"3/13"	"323/7535"	0.0162027444919259	0.172252166402351	0.13088522926355	"LOC100382823/LOC542483/LOC100284410"	3
"GO:0018195"	"GO:0018195"	"peptidyl-arginine modification"	"1/13"	"10/7535"	0.0171296408689625	0.172252166402351	0.13088522926355	"LOC100284410"	1
"GO:0046271"	"GO:0046271"	"phenylpropanoid catabolic process"	"1/13"	"10/7535"	0.0171296408689625	0.172252166402351	0.13088522926355	"LOC103627746"	1
"GO:0046274"	"GO:0046274"	"lignin catabolic process"	"1/13"	"10/7535"	0.0171296408689625	0.172252166402351	0.13088522926355	"LOC103627746"	1
"GO:0031570"	"GO:0031570"	"DNA integrity checkpoint signaling"	"1/13"	"11/7535"	0.0188276228847367	0.172252166402351	0.13088522926355	"LOC100283409"	1
"GO:0006086"	"GO:0006086"	"acetyl-CoA biosynthetic process from pyruvate"	"1/13"	"12/7535"	0.0205228967952228	0.172252166402351	0.13088522926355	"LOC542483"	1
"GO:0006085"	"GO:0006085"	"acetyl-CoA biosynthetic process"	"1/13"	"13/7535"	0.0222154665601656	0.172252166402351	0.13088522926355	"LOC542483"	1
"GO:0035384"	"GO:0035384"	"thioester biosynthetic process"	"1/13"	"14/7535"	0.0239053361340442	0.172252166402351	0.13088522926355	"LOC542483"	1
"GO:0048024"	"GO:0048024"	"regulation of mRNA splicing, via spliceosome"	"1/13"	"14/7535"	0.0239053361340442	0.172252166402351	0.13088522926355	"LOC100192006"	1
"GO:0071616"	"GO:0071616"	"acyl-CoA biosynthetic process"	"1/13"	"14/7535"	0.0239053361340442	0.172252166402351	0.13088522926355	"LOC542483"	1
"GO:0080135"	"GO:0080135"	"regulation of cellular response to stress"	"1/13"	"14/7535"	0.0239053361340442	0.172252166402351	0.13088522926355	"LOC100283409"	1
"GO:0000075"	"GO:0000075"	"cell cycle checkpoint signaling"	"1/13"	"15/7535"	0.0255925094660819	0.172252166402351	0.13088522926355	"LOC100283409"	1
"GO:0032543"	"GO:0032543"	"mitochondrial translation"	"1/13"	"15/7535"	0.0255925094660819	0.172252166402351	0.13088522926355	"LOC100191814"	1
"GO:0043484"	"GO:0043484"	"regulation of RNA splicing"	"1/13"	"15/7535"	0.0255925094660819	0.172252166402351	0.13088522926355	"LOC100192006"	1
"GO:0010628"	"GO:0010628"	"positive regulation of gene expression"	"1/13"	"16/7535"	0.02727699050025	0.172252166402351	0.13088522926355	"LOC100192006"	1
"GO:0045010"	"GO:0045010"	"actin nucleation"	"1/13"	"16/7535"	0.02727699050025	0.172252166402351	0.13088522926355	"LOC100282667"	1
"GO:0050684"	"GO:0050684"	"regulation of mRNA processing"	"1/13"	"17/7535"	0.0289587831752729	0.172252166402351	0.13088522926355	"LOC100192006"	1
"GO:1901988"	"GO:1901988"	"negative regulation of cell cycle phase transition"	"1/13"	"17/7535"	0.0289587831752729	0.172252166402351	0.13088522926355	"LOC100283409"	1
"GO:0018193"	"GO:0018193"	"peptidyl-amino acid modification"	"2/13"	"160/7535"	0.0299781196286035	0.172252166402351	0.13088522926355	"LOC100284410/LOC100191312"	2
"GO:0010948"	"GO:0010948"	"negative regulation of cell cycle process"	"1/13"	"18/7535"	0.0306378914246367	0.172252166402351	0.13088522926355	"LOC100283409"	1
"GO:0043604"	"GO:0043604"	"amide biosynthetic process"	"3/13"	"419/7535"	0.0321730500613283	0.172252166402351	0.13088522926355	"LOC542483/LOC100191814/LOC103641383"	3
"GO:1903313"	"GO:1903313"	"positive regulation of mRNA metabolic process"	"1/13"	"19/7535"	0.0323143191765969	0.172252166402351	0.13088522926355	"LOC100192006"	1
"GO:0009808"	"GO:0009808"	"lignin metabolic process"	"1/13"	"20/7535"	0.0339880703541784	0.172252166402351	0.13088522926355	"LOC103627746"	1
"GO:0140053"	"GO:0140053"	"mitochondrial gene expression"	"1/13"	"20/7535"	0.0339880703541784	0.172252166402351	0.13088522926355	"LOC100191814"	1
